"lang"
{
"Language"	"dutch"
"Comp_2661_PG_page_TOC2elementlistpage_team_4_defines_2"	"TEAMPROFIEL: CLOUD9"
"[english]Comp_2661_PG_page_TOC2elementlistpage_team_4_defines_2"	"TEAM PROFILE: CLOUD9"
"Comp_2661_PG_page_TOC2elementlistpage_team_5_defines_2"	"TEAMPROFIEL: EVIL GENIUSES"
"[english]Comp_2661_PG_page_TOC2elementlistpage_team_5_defines_2"	"TEAM PROFILE: EVIL GENIUSES"
"Comp_2661_PG_page_TOC2elementlistpage_team_6_defines_2"	"TEAMPROFIEL: NOT TODAY"
"[english]Comp_2661_PG_page_TOC2elementlistpage_team_6_defines_2"	"TEAM PROFILE: NOT TODAY"
"Comp_2661_PG_page_TOC2elementlistpage_team_7_defines_2"	"TEAMPROFIEL: LGD GAMING"
"[english]Comp_2661_PG_page_TOC2elementlistpage_team_7_defines_2"	"TEAM PROFILE: LGD GAMING"
"Comp_2661_PG_page_team_secretelementlistteaminfo_defines_1"	"EUROPA"
"[english]Comp_2661_PG_page_team_secretelementlistteaminfo_defines_1"	"EUROPE"
"Comp_2661_PG_page_team_secretelementlistplayer2_defines_6"	"Zweden"
"[english]Comp_2661_PG_page_team_secretelementlistplayer2_defines_6"	"Sweden"
"Comp_2661_PG_page_team_secretelementlistplayer4_defines_6"	"Duitsland"
"[english]Comp_2661_PG_page_team_secretelementlistplayer4_defines_6"	"Germany"
"Comp_2661_PG_page_team_secretelementlistplayer5_defines_6"	"Estland"
"[english]Comp_2661_PG_page_team_secretelementlistplayer5_defines_6"	"Estonia"
"Comp_2661_PG_page_team_cloud9elementlistplayer3_defines_6"	"Roemenië"
"[english]Comp_2661_PG_page_team_cloud9elementlistplayer3_defines_6"	"Romania"
"Comp_2661_PG_page_team_cloud9elementlistplayer4_defines_6"	"Denemarken"
"[english]Comp_2661_PG_page_team_cloud9elementlistplayer4_defines_6"	"Denmark"
"Comp_2661_PG_page_team_egelementlistplayer2_defines_6"	"Pakistan"
"[english]Comp_2661_PG_page_team_egelementlistplayer2_defines_6"	"Pakistan"
"Comp_2661_PG_page_team_notelementlistteaminfo_defines_1"	"PERU"
"[english]Comp_2661_PG_page_team_notelementlistteaminfo_defines_1"	"PERU"
"Comp_2661_PG_page_team_notelementlistplayer1_defines_6"	"Mexico"
"[english]Comp_2661_PG_page_team_notelementlistplayer1_defines_6"	"Mexico"
"Comp_2661_PG_page_team_notelementlistplayer2_defines_6"	"Peru"
"[english]Comp_2661_PG_page_team_notelementlistplayer2_defines_6"	"Peru"
"Comp_2661_PG_page_TOC1elementlistpage_redemption2_left_defines_2"	"STEMMING VERLOSSINGSTEAM - FASE 2"
"[english]Comp_2661_PG_page_TOC1elementlistpage_redemption2_left_defines_2"	"REDEMPTION TEAM VOTE - PHASE 2"
"Comp_2661_PG_page_redemption2_leftelementlistsub_title2_text"	"Volgens de resultaten van fase één gaan de volgende beste drie teams door naar fase twee:<br><br>Alliance, Invictus Gaming en Natus Vincere.<br><br>Breng hieronder je laatste stem uit."
"[english]Comp_2661_PG_page_redemption2_leftelementlistsub_title2_text"	"According to the results from phase one the top three teams that advance to phase two are:<br><br>Alliance, Invictus Gaming and Natus Vincere.<br><br>Please make your final vote below."
"Comp_2661_PG_page_redemption2_leftelementlistredemption_finalvote_description"	"Laatste stemming voor verlossingsteam"
"[english]Comp_2661_PG_page_redemption2_leftelementlistredemption_finalvote_description"	"Final Redemption Team Vote"
"StoreBanner_Header_HeroesWithinMusicPack"	"Heroes Within-muziekpakket"
"[english]StoreBanner_Header_HeroesWithinMusicPack"	"Heroes Within Music Pack"
"StoreBanner_Text_HeroesWithinMusicPack"	"Nieuwe hymnes voor het volgende gevecht!"
"[english]StoreBanner_Text_HeroesWithinMusicPack"	"New anthems for your next battle!"
"StoreBanner_Header_MLGProLeagueSeason2Bundle"	"joinDOTA MLG Pro League seizoen 2-bundel"
"[english]StoreBanner_Header_MLGProLeagueSeason2Bundle"	"joinDOTA MLG Pro League Season 2 Bundle"
"StoreBanner_Text_MLGProLeagueSeason2Bundle"	"Te koop tot 20 april!"
"[english]StoreBanner_Text_MLGProLeagueSeason2Bundle"	"On sale through April 20!"
"Comp_2661_PG_page_TOC2elementlistpage_team_8_defines_2"	"TEAMPROFIEL: INVICTUS GAMING"
"[english]Comp_2661_PG_page_TOC2elementlistpage_team_8_defines_2"	"TEAM PROFILE: INVICTUS GAMING"
"Comp_2661_PG_page_redemption_leftelementlistredemption_text"	"INVICTUS GAMING"
"[english]Comp_2661_PG_page_redemption_leftelementlistredemption_text"	"INVICTUS GAMING"
"Comp_2661_PG_page_redemption2_rightelementlisttitle_text"	"INVICTUS GAMING, GEFELICITEERD"
"[english]Comp_2661_PG_page_redemption2_rightelementlisttitle_text"	"CONGRATULATIONS TO INVICTUS GAMING"
"Comp_2661_PG_page_team_igelementlistplayer4_defines_6"	"Maleisië"
"[english]Comp_2661_PG_page_team_igelementlistplayer4_defines_6"	"Malaysia"
"DOTA_Tooltip_ability_necronomicon_archer_mana_burn_burn_as_damage_tooltip"	"%OMGEZET IN SCHADE:"
"[english]DOTA_Tooltip_ability_necronomicon_archer_mana_burn_burn_as_damage_tooltip"	"%CONVERTED TO DAMAGE:"
"DOTA_Tooltip_ability_necronomicon_archer_mana_burn_cast_range_tooltip"	"SPREUKBEREIK:"
"[english]DOTA_Tooltip_ability_necronomicon_archer_mana_burn_cast_range_tooltip"	"CAST RANGE:"
"DOTA_Tooltip_ability_tinker_laser_cast_range_tooltip"	"SPREUKBEREIK:"
"[english]DOTA_Tooltip_ability_tinker_laser_cast_range_tooltip"	"CAST RANGE:"
"DOTA_Tooltip_ability_item_abyssal_blade_bash_duration"	"VERLAMMINGSDUUR BASH:"
"[english]DOTA_Tooltip_ability_item_abyssal_blade_bash_duration"	"BASH STUN DURATION:"
"DOTA_Tooltip_ability_item_abyssal_blade_stun_duration"	"VERLAMMINGSDUUR OVERWHELM:"
"[english]DOTA_Tooltip_ability_item_abyssal_blade_stun_duration"	"OVERWHELM STUN DURATION:"
"DOTA_Tooltip_ability_item_armlet_Note1"	"De krachtswijziging vindt plaats gedurende 0,6 seconden."
"[english]DOTA_Tooltip_ability_item_armlet_Note1"	"The strength change occurs over 0.6 seconds."
"DOTA_Tooltip_ability_item_blade_mail_duration"	"DUUR (DAMAGE RETURN):"
"[english]DOTA_Tooltip_ability_item_blade_mail_duration"	"DAMAGE RETURN DURATION:"
"DOTA_Tooltip_ability_item_buckler_bonus_aoe_radius"	"GEBRUIKSSTRAAL PANTSER:"
"[english]DOTA_Tooltip_ability_item_buckler_bonus_aoe_radius"	"ARMOR CAST RADIUS:"
"DOTA_Tooltip_ability_item_cyclone_cyclone_duration"	"DUUR CYCLONE:"
"[english]DOTA_Tooltip_ability_item_cyclone_cyclone_duration"	"CYCLONE DURATION:"
"DOTA_Tooltip_ability_item_diffusal_blade_cast_range_tooltip"	"SPREUKBEREIK (PURGE):"
"[english]DOTA_Tooltip_ability_item_diffusal_blade_cast_range_tooltip"	"PURGE CAST RANGE:"
"DOTA_Tooltip_ability_item_diffusal_blade_2_cast_range_tooltip"	"SPREUKBEREIK (PURGE):"
"[english]DOTA_Tooltip_ability_item_diffusal_blade_2_cast_range_tooltip"	"PURGE CAST RANGE:"
"DOTA_Tooltip_ability_item_gem_radius"	"STRAAL TRUE SIGHT:"
"[english]DOTA_Tooltip_ability_item_gem_radius"	"TRUE SIGHT RADIUS:"
"DOTA_Tooltip_ability_item_headdress_aura_radius"	"STRAAL AURAHERSTEL:"
"[english]DOTA_Tooltip_ability_item_headdress_aura_radius"	"AURA REGEN RADIUS:"
"DOTA_Tooltip_ability_item_orchid_silence_duration"	"DUUR SOUL BURN:"
"[english]DOTA_Tooltip_ability_item_orchid_silence_duration"	"SOUL BURN DURATION:"
"DOTA_Tooltip_ability_item_sange_maim_duration"	"VERMINKINGSDUUR:"
"[english]DOTA_Tooltip_ability_item_sange_maim_duration"	"MAIM DURATION:"
"DOTA_Tooltip_ability_item_heavens_halberd_maim_duration"	"VERMINKINGSDUUR:"
"[english]DOTA_Tooltip_ability_item_heavens_halberd_maim_duration"	"MAIM DURATION:"
"DOTA_Tooltip_ability_item_sange_and_yasha_maim_duration"	"VERMINKINGSDUUR:"
"[english]DOTA_Tooltip_ability_item_sange_and_yasha_maim_duration"	"MAIM DURATION:"
"DOTA_Tooltip_ability_item_sheepstick_sheep_duration"	"DUUR HEX:"
"[english]DOTA_Tooltip_ability_item_sheepstick_sheep_duration"	"HEX DURATION:"
"DOTA_Tooltip_ability_item_ward_observer_duration_minutes_tooltip"	"DUUR (MINUTEN):"
"[english]DOTA_Tooltip_ability_item_ward_observer_duration_minutes_tooltip"	"DURATION (MINUTES):"
"DOTA_Tooltip_ability_item_ward_sentry_duration_minutes_tooltip"	"DUUR (MINUTEN):"
"[english]DOTA_Tooltip_ability_item_ward_sentry_duration_minutes_tooltip"	"DURATION (MINUTES):"
"DOTA_Tooltip_ability_item_medallion_of_courage_duration"	"DUUR VALOR:"
"[english]DOTA_Tooltip_ability_item_medallion_of_courage_duration"	"VALOR DURATION:"
"DOTA_Tooltip_ability_item_shadow_amulet_fade_time"	"VERVAGINGSTIJD:"
"[english]DOTA_Tooltip_ability_item_shadow_amulet_fade_time"	"FADE TIME:"
"npc_dota_neutral_mud_golem_split"	"Shard Golem"
"[english]npc_dota_neutral_mud_golem_split"	"Shard Golem"
"DOTA_Tooltip_ability_courier_burst_movement_speed"	"BEWEGINGSSNELHEID BURST:"
"[english]DOTA_Tooltip_ability_courier_burst_movement_speed"	"BURST MOVE SPEED:"
"DOTA_Tooltip_ability_life_stealer_assimilate"	"Assimilate"
"[english]DOTA_Tooltip_ability_life_stealer_assimilate"	"Assimilate"
"DOTA_Tooltip_ability_life_stealer_assimilate_eject"	"Eject"
"[english]DOTA_Tooltip_ability_life_stealer_assimilate_eject"	"Eject"
"DOTA_Tooltip_ability_furion_sprout_cast_range_tooltip"	"SPREUKBEREIK:"
"[english]DOTA_Tooltip_ability_furion_sprout_cast_range_tooltip"	"CAST RANGE:"
"DOTA_Tooltip_ability_leshrac_lightning_storm_slow_movement_speed"	"%BEWEGINGSVERTRAGING:"
"[english]DOTA_Tooltip_ability_leshrac_lightning_storm_slow_movement_speed"	"%MOVEMENT SLOW:"
"DOTA_Tooltip_ability_leshrac_lightning_storm_slow_duration"	"VERTRAGINGSDUUR:"
"[english]DOTA_Tooltip_ability_leshrac_lightning_storm_slow_duration"	"SLOW DURATION:"
"DOTA_Tooltip_ability_sandking_caustic_finale_caustic_finale_slow"	"%BEWEGINGSVERTRAGING:"
"[english]DOTA_Tooltip_ability_sandking_caustic_finale_caustic_finale_slow"	"%MOVE SLOW:"
"DOTA_Tooltip_ability_sandking_caustic_finale_caustic_finale_slow_duration"	"VERTRAGINGSDUUR:"
"[english]DOTA_Tooltip_ability_sandking_caustic_finale_caustic_finale_slow_duration"	"SLOW DURATION:"
"DOTA_Tooltip_ability_skeleton_king_reincarnation_scepter_duration"	"SCEPTER - DOODSVERTRAGING BONDGENOOT:"
"[english]DOTA_Tooltip_ability_skeleton_king_reincarnation_scepter_duration"	"SCEPTER ALLY DEATH DELAY:"
"DOTA_Tooltip_ability_skeleton_king_reincarnation_aura_radius_tooltip_scepter"	"SCEPTER - BEREIK DOODSVERTRAGING:"
"[english]DOTA_Tooltip_ability_skeleton_king_reincarnation_aura_radius_tooltip_scepter"	"SCEPTER DEATH DELAY RADIUS:"
"DOTA_Tooltip_ability_morphling_hybrid"	"Hybrid"
"[english]DOTA_Tooltip_ability_morphling_hybrid"	"Hybrid"
"DOTA_Tooltip_ability_morphling_hybrid_duration"	"DUUR:"
"[english]DOTA_Tooltip_ability_morphling_hybrid_duration"	"DURATION:"
"DOTA_Tooltip_ability_warlock_upheaval_max_slow"	"%MAX. VERTRAGING:"
"[english]DOTA_Tooltip_ability_warlock_upheaval_max_slow"	"%MAX SLOW:"
"DOTA_Tooltip_ability_warlock_rain_of_chaos_golem_regen_tooltip"	"GEZONDHEIDSGENEZING GOLEM:"
"[english]DOTA_Tooltip_ability_warlock_rain_of_chaos_golem_regen_tooltip"	"GOLEM HEALTH REGEN:"
"DOTA_Tooltip_ability_zuus_thundergods_wrath_true_sight_radius_tooltip"	"STRAAL TRUE SIGHT:"
"[english]DOTA_Tooltip_ability_zuus_thundergods_wrath_true_sight_radius_tooltip"	"TRUE SIGHT RADIUS:"
"DOTA_Tooltip_ability_riki_smoke_screen_duration"	"DUUR:"
"[english]DOTA_Tooltip_ability_riki_smoke_screen_duration"	"DURATION:"
"DOTA_Tooltip_ability_luna_eclipse_cast_range_tooltip_scepter"	"SCEPTER - SPREUKBEREIK:"
"[english]DOTA_Tooltip_ability_luna_eclipse_cast_range_tooltip_scepter"	"SCEPTER CAST RANGE:"
"DOTA_Tooltip_ability_weaver_time_lapse_cast_range_tooltip_scepter"	"SCEPTER - SPREUKBEREIK BONDGENOOT:"
"[english]DOTA_Tooltip_ability_weaver_time_lapse_cast_range_tooltip_scepter"	"SCEPTER ALLY CAST RANGE:"
"DOTA_Tooltip_ability_batrider_flamebreak_damage_per_second"	"SCHADE PER SECONDE:"
"[english]DOTA_Tooltip_ability_batrider_flamebreak_damage_per_second"	"DAMAGE PER SECOND:"
"DOTA_Tooltip_ability_batrider_flamebreak_damage_duration"	"BRANDDUUR:"
"[english]DOTA_Tooltip_ability_batrider_flamebreak_damage_duration"	"BURN DURATION:"
"DOTA_Tooltip_ability_batrider_flamebreak_damage_total_tooltip"	"TOTALE SCHADE:"
"[english]DOTA_Tooltip_ability_batrider_flamebreak_damage_total_tooltip"	"TOTAL DAMAGE:"
"DOTA_Tooltip_ability_ursa_enrage_duration"	"DUUR:"
"[english]DOTA_Tooltip_ability_ursa_enrage_duration"	"DURATION:"
"DOTA_Tooltip_ability_silencer_last_word_movespeed"	"%BEWEGINGSVERTRAGING:"
"[english]DOTA_Tooltip_ability_silencer_last_word_movespeed"	"%MOVE SLOW:"
"DOTA_Tooltip_ability_nyx_assassin_burrow"	"Burrow"
"[english]DOTA_Tooltip_ability_nyx_assassin_burrow"	"Burrow"
"DOTA_Tooltip_ability_nyx_assassin_unburrow"	"Unburrow"
"[english]DOTA_Tooltip_ability_nyx_assassin_unburrow"	"Unburrow"
"DOTA_Tooltip_ability_naga_siren_song_of_the_siren_regen_rate_tooltip_scepter"	"%SCEPTER - GEZONDHEIDSHERSTEL:"
"[english]DOTA_Tooltip_ability_naga_siren_song_of_the_siren_regen_rate_tooltip_scepter"	"%SCEPTER HEALTH REGEN:"
"DOTA_Tooltip_ability_centaur_stampede_damage_reduction_tooltip_scepter"	"%SCEPTER - SCHADEVERMINDERING:"
"[english]DOTA_Tooltip_ability_centaur_stampede_damage_reduction_tooltip_scepter"	"%SCEPTER DAMAGE REDUCTION:"
"DOTA_Tooltip_ability_tusk_ice_shards_stop"	"Ice Shards Stop"
"[english]DOTA_Tooltip_ability_tusk_ice_shards_stop"	"Ice Shards Stop"
"DOTA_Tooltip_ability_tusk_ice_shards_stop_Description"	"Stop."
"[english]DOTA_Tooltip_ability_tusk_ice_shards_stop_Description"	"Stop."
"DOTA_Tooltip_ability_tusk_walrus_punch_aghanim_description"	"Voegt de Walrus Kick-vaardigheid toe, die een doelwit terugschopt en vertraagt."
"[english]DOTA_Tooltip_ability_tusk_walrus_punch_aghanim_description"	"Adds Walrus Kick ability, which knocks a target back and slows them."
"DOTA_Tooltip_Ability_item_aether_staff"	"Aether Staff"
"[english]DOTA_Tooltip_Ability_item_aether_staff"	"Aether Staff"
"DOTA_Tooltip_Ability_item_silver_edge"	"Silver Edge"
"[english]DOTA_Tooltip_Ability_item_silver_edge"	"Silver Edge"
"DOTA_Tooltip_Ability_item_glimmer_cape"	"Glimmer Cape"
"[english]DOTA_Tooltip_Ability_item_glimmer_cape"	"Glimmer Cape"
"DOTA_Tooltip_Ability_item_red_mist"	"Red Mist"
"[english]DOTA_Tooltip_Ability_item_red_mist"	"Red Mist"
"DOTA_Tooltip_Ability_item_octarine_core"	"Octarine Core"
"[english]DOTA_Tooltip_Ability_item_octarine_core"	"Octarine Core"
"DOTA_Tooltip_Ability_item_iron_talon"	"Iron Talon"
"[english]DOTA_Tooltip_Ability_item_iron_talon"	"Iron Talon"
"DOTA_Tooltip_Ability_item_enchanted_mango"	"Enchanted Mango"
"[english]DOTA_Tooltip_Ability_item_enchanted_mango"	"Enchanted Mango"
"DOTA_Tooltip_Ability_item_lotus_orb"	"Lotus Orb"
"[english]DOTA_Tooltip_Ability_item_lotus_orb"	"Lotus Orb"
"DOTA_Tooltip_Ability_item_nightfall_striders"	"Nightfall Striders"
"[english]DOTA_Tooltip_Ability_item_nightfall_striders"	"Nightfall Striders"
"DOTA_Tooltip_Ability_item_guardian_greaves"	"Guardian Greaves"
"[english]DOTA_Tooltip_Ability_item_guardian_greaves"	"Guardian Greaves"
"DOTA_Tooltip_Ability_item_ward_dispenser"	"Observer en Sentry Wards"
"[english]DOTA_Tooltip_Ability_item_ward_dispenser"	"Observer and Sentry Wards"
"DOTA_Tooltip_Ability_item_solar_crest"	"Solar Crest"
"[english]DOTA_Tooltip_Ability_item_solar_crest"	"Solar Crest"
"DOTA_Tooltip_Ability_item_rune_breaker"	"Rune Breaker"
"[english]DOTA_Tooltip_Ability_item_rune_breaker"	"Rune Breaker"
"DOTA_Tooltip_Ability_item_bounty_pact"	"Bounty Pact"
"[english]DOTA_Tooltip_Ability_item_bounty_pact"	"Bounty Pact"
"DOTA_Tooltip_Ability_item_natures_mend"	"Nature's Mend"
"[english]DOTA_Tooltip_Ability_item_natures_mend"	"Nature's Mend"
"DOTA_Tooltip_Ability_item_telescope"	"Telescope"
"[english]DOTA_Tooltip_Ability_item_telescope"	"Telescope"
"DOTA_Tooltip_Ability_item_whip"	"Whip"
"[english]DOTA_Tooltip_Ability_item_whip"	"Whip"
"DOTA_Tooltip_Ability_item_venomous_shield"	"Venomous Spike (tijdelijke naam)"
"[english]DOTA_Tooltip_Ability_item_venomous_shield"	"Venomous Spike (Temp Name)"
"DOTA_Tooltip_Ability_item_moon_shard"	"Moon Shard"
"[english]DOTA_Tooltip_Ability_item_moon_shard"	"Moon Shard"
"DOTA_Tooltip_Ability_item_travel_boots_2"	"Boots of Travel"
"[english]DOTA_Tooltip_Ability_item_travel_boots_2"	"Boots of Travel"
"DOTA_Tooltip_Ability_item_arcane_boots2"	"Arcane Boots 2"
"[english]DOTA_Tooltip_Ability_item_arcane_boots2"	"Arcane Boots 2"
"DOTA_Tooltip_modifier_skeleton_king_reincarnation_scepter"	"Wraith Delay"
"[english]DOTA_Tooltip_modifier_skeleton_king_reincarnation_scepter"	"Wraith Delay"
"DOTA_Tooltip_modifier_skeleton_king_reincarnation_scepter_active"	"Death Delay"
"[english]DOTA_Tooltip_modifier_skeleton_king_reincarnation_scepter_active"	"Death Delay"
"DOTA_Tooltip_modifier_dragonknight_breathefire_reduction"	"Breathe Fire"
"[english]DOTA_Tooltip_modifier_dragonknight_breathefire_reduction"	"Breathe Fire"
"DOTA_Tooltip_modifier_item_ultimate_scepter_consumed"	"Aghanim's Scepter Synth"
"[english]DOTA_Tooltip_modifier_item_ultimate_scepter_consumed"	"Aghanim's Scepter Synth"
"DOTA_Tooltip_modifier_keeper_of_the_light_chakra_magic"	"Chakra Magic"
"[english]DOTA_Tooltip_modifier_keeper_of_the_light_chakra_magic"	"Chakra Magic"
"DOTA_Tooltip_modifier_tusk_walrus_kick_air_time"	"BAM!"
"[english]DOTA_Tooltip_modifier_tusk_walrus_kick_air_time"	"BAM!"
"DOTA_Tooltip_modifier_boots_of_travel_recall"	"Boots of Travel"
"[english]DOTA_Tooltip_modifier_boots_of_travel_recall"	"Boots of Travel"
"DOTA_Tooltip_modifier_item_lotus_orb_active"	"Echo Shell"
"[english]DOTA_Tooltip_modifier_item_lotus_orb_active"	"Echo Shell"
"DOTA_Tooltip_modifier_item_solar_crest_armor_reduction"	"Solar Crest"
"[english]DOTA_Tooltip_modifier_item_solar_crest_armor_reduction"	"Solar Crest"
"DOTA_Tooltip_modifier_item_solar_crest_armor_addition"	"Solar Crest"
"[english]DOTA_Tooltip_modifier_item_solar_crest_armor_addition"	"Solar Crest"
"DOTA_Tooltip_modifier_item_moon_shard_consumed"	"Moon Shard"
"[english]DOTA_Tooltip_modifier_item_moon_shard_consumed"	"Moon Shard"
"DOTA_Tooltip_modifier_item_guardian_greaves_aura"	"Guardian Aura"
"[english]DOTA_Tooltip_modifier_item_guardian_greaves_aura"	"Guardian Aura"
"DOTA_Tooltip_modifier_item_silver_edge_windwalk"	"Shadow Walk"
"[english]DOTA_Tooltip_modifier_item_silver_edge_windwalk"	"Shadow Walk"
"DOTA_Tooltip_modifier_silver_edge_debuff"	"Shadow Walk Attack"
"[english]DOTA_Tooltip_modifier_silver_edge_debuff"	"Shadow Walk Attack"
"DOTA_Tooltip_ability_mud_golem_hurl_boulder"	"Hurl Boulder"
"[english]DOTA_Tooltip_ability_mud_golem_hurl_boulder"	"Hurl Boulder"
"DOTA_Tooltip_ability_mud_golem_hurl_boulder_damage"	"SCHADE:"
"[english]DOTA_Tooltip_ability_mud_golem_hurl_boulder_damage"	"DAMAGE:"
"DOTA_Tooltip_ability_mud_golem_hurl_boulder_duration"	"VERLAMMINGSDUUR:"
"[english]DOTA_Tooltip_ability_mud_golem_hurl_boulder_duration"	"STUN DURATION:"
"DOTA_Tooltip_ability_item_aether_staff_Description"	"test."
"[english]DOTA_Tooltip_ability_item_aether_staff_Description"	"test."
"DOTA_Tooltip_ability_item_aether_staff_Lore"	"notities."
"[english]DOTA_Tooltip_ability_item_aether_staff_Lore"	"notes."
"DOTA_Tooltip_ability_item_moon_shard_bonus_attack_speed"	"+$attack"
"[english]DOTA_Tooltip_ability_item_moon_shard_bonus_attack_speed"	"+$attack"
"DOTA_Tooltip_ability_item_silver_edge_bonus_damage"	"+$damage"
"[english]DOTA_Tooltip_ability_item_silver_edge_bonus_damage"	"+$damage"
"DOTA_Tooltip_ability_item_silver_edge_bonus_attack_speed"	"+$attack"
"[english]DOTA_Tooltip_ability_item_silver_edge_bonus_attack_speed"	"+$attack"
"DOTA_Tooltip_ability_item_silver_edge_bonus_strength"	"+$str"
"[english]DOTA_Tooltip_ability_item_silver_edge_bonus_strength"	"+$str"
"DOTA_Tooltip_ability_item_silver_edge_maim_attack_speed"	"MAIM - AANVALSVERTRAGING:"
"[english]DOTA_Tooltip_ability_item_silver_edge_maim_attack_speed"	"MAIM ATTACK SLOW:"
"DOTA_Tooltip_ability_item_silver_edge_maim_duration"	"MAIM - DUUR:"
"[english]DOTA_Tooltip_ability_item_silver_edge_maim_duration"	"MAIM DURATION:"
"DOTA_Tooltip_ability_item_silver_edge_windwalk_duration"	"SHADOW WALK - DUUR:"
"[english]DOTA_Tooltip_ability_item_silver_edge_windwalk_duration"	"SHADOW WALK DURATION:"
"DOTA_Tooltip_ability_item_silver_edge_windwalk_bonus_damage"	"EXTRA AANVALSSCHADE:"
"[english]DOTA_Tooltip_ability_item_silver_edge_windwalk_bonus_damage"	"BONUS ATTACK DAMAGE:"
"DOTA_Tooltip_ability_item_silver_edge_backstab_reduction"	"%SCHADEVERMINDERING VIJAND:"
"[english]DOTA_Tooltip_ability_item_silver_edge_backstab_reduction"	"%ENEMY DAMAGE REDUCTION:"
"DOTA_Tooltip_ability_item_silver_edge_backstab_duration"	"DUUR VERMINDERING:"
"[english]DOTA_Tooltip_ability_item_silver_edge_backstab_duration"	"REDUCTION DURATION:"
"DOTA_Tooltip_ability_item_glimmer_cape_bonus_attack_speed"	"+$attack"
"[english]DOTA_Tooltip_ability_item_glimmer_cape_bonus_attack_speed"	"+$attack"
"DOTA_Tooltip_ability_item_glimmer_cape_bonus_magical_armor"	"%+$spell_resist"
"[english]DOTA_Tooltip_ability_item_glimmer_cape_bonus_magical_armor"	"%+$spell_resist"
"DOTA_Tooltip_ability_item_red_mist_Description"	"tekst."
"[english]DOTA_Tooltip_ability_item_red_mist_Description"	"text."
"DOTA_Tooltip_ability_item_red_mist_Lore"	"Lore."
"[english]DOTA_Tooltip_ability_item_red_mist_Lore"	"Lore."
"DOTA_Tooltip_ability_item_octarine_core_bonus_intelligence"	"+$int"
"[english]DOTA_Tooltip_ability_item_octarine_core_bonus_intelligence"	"+$int"
"DOTA_Tooltip_ability_item_octarine_core_bonus_health"	"+$health"
"[english]DOTA_Tooltip_ability_item_octarine_core_bonus_health"	"+$health"
"DOTA_Tooltip_ability_item_octarine_core_bonus_mana"	"+$mana"
"[english]DOTA_Tooltip_ability_item_octarine_core_bonus_mana"	"+$mana"
"DOTA_Tooltip_ability_item_octarine_core_bonus_health_regen"	"+$hp_regen"
"[english]DOTA_Tooltip_ability_item_octarine_core_bonus_health_regen"	"+$hp_regen"
"DOTA_Tooltip_ability_item_octarine_core_bonus_mana_regen"	"%+$mana_regen"
"[english]DOTA_Tooltip_ability_item_octarine_core_bonus_mana_regen"	"%+$mana_regen"
"DOTA_Tooltip_ability_item_enchanted_mango_hp_regen"	"+$hp_regen"
"[english]DOTA_Tooltip_ability_item_enchanted_mango_hp_regen"	"+$hp_regen"
"DOTA_Tooltip_ability_item_enchanted_mango_replenish_amount"	"MANA HERSTELD:"
"[english]DOTA_Tooltip_ability_item_enchanted_mango_replenish_amount"	"MANA RESTORED:"
"DOTA_Tooltip_ability_item_iron_talon_Description"	"tekst."
"[english]DOTA_Tooltip_ability_item_iron_talon_Description"	"text."
"DOTA_Tooltip_ability_item_iron_talon_Lore"	"Lore."
"[english]DOTA_Tooltip_ability_item_iron_talon_Lore"	"Lore."
"DOTA_Tooltip_ability_item_lotus_orb_bonus_damage"	"+$damage"
"[english]DOTA_Tooltip_ability_item_lotus_orb_bonus_damage"	"+$damage"
"DOTA_Tooltip_ability_item_lotus_orb_bonus_armor"	"+$armor"
"[english]DOTA_Tooltip_ability_item_lotus_orb_bonus_armor"	"+$armor"
"DOTA_Tooltip_ability_item_lotus_orb_bonus_health_regen"	"+$hp_regen"
"[english]DOTA_Tooltip_ability_item_lotus_orb_bonus_health_regen"	"+$hp_regen"
"DOTA_Tooltip_ability_item_lotus_orb_bonus_mana_regen"	"%+$mana_regen"
"[english]DOTA_Tooltip_ability_item_lotus_orb_bonus_mana_regen"	"%+$mana_regen"
"DOTA_Tooltip_ability_item_nightfall_striders_Description"	"tekst."
"[english]DOTA_Tooltip_ability_item_nightfall_striders_Description"	"text."
"DOTA_Tooltip_ability_item_nightfall_striders_Lore"	"Lore."
"[english]DOTA_Tooltip_ability_item_nightfall_striders_Lore"	"Lore."
"DOTA_Tooltip_ability_item_guardian_greaves_bonus_movement"	"+$move_speed"
"[english]DOTA_Tooltip_ability_item_guardian_greaves_bonus_movement"	"+$move_speed"
"DOTA_Tooltip_ability_item_guardian_greaves_bonus_all_stats"	"+$all"
"[english]DOTA_Tooltip_ability_item_guardian_greaves_bonus_all_stats"	"+$all"
"DOTA_Tooltip_ability_item_guardian_greaves_bonus_mana"	"+$mana"
"[english]DOTA_Tooltip_ability_item_guardian_greaves_bonus_mana"	"+$mana"
"DOTA_Tooltip_ability_item_guardian_greaves_bonus_armor"	"+$armor"
"[english]DOTA_Tooltip_ability_item_guardian_greaves_bonus_armor"	"+$armor"
"DOTA_Tooltip_ability_item_bounty_pact_Description"	"tekst."
"[english]DOTA_Tooltip_ability_item_bounty_pact_Description"	"text."
"DOTA_Tooltip_ability_item_bounty_pact_Lore"	"Lore."
"[english]DOTA_Tooltip_ability_item_bounty_pact_Lore"	"Lore."
"DOTA_Tooltip_ability_item_solar_crest_bonus_armor"	"+$armor"
