"lang"
{
"Language"	"turkish"
"DOTA_Tooltip_ability_item_vanguard_block_damage_ranged"	"MENZİLLİ HASAR ENGELLEME:"
"[english]DOTA_Tooltip_ability_item_vanguard_block_damage_ranged"	"BLOCK DAMAGE RANGED:"
"DOTA_Tooltip_ability_item_crimson_guard_Description"	"Aktif: Koruma - Yakındaki dost kahramanlara %bonus_aoe_armor% zırh ile birlikte %block_chance_active%%% şansla gelen her saldırıdan %block_damage_melee_active% hasar engelleme şansı sağlar. %duration% saniye sürer.\nPasif: Hasar Engelleme - Kuşanan kişiye yakın dövüşçü ya da menzilli kahraman olmasına bağlı olarak, gelen her saldırının hasarını engelleme şansı verir."
"[english]DOTA_Tooltip_ability_item_crimson_guard_Description"	"Active: Guard - Grant nearby allied heroes a %block_chance_active%%% chance to block %block_damage_melee_active% damage from each incoming attack, along with %bonus_aoe_armor% armor. Lasts %duration% seconds.\nPassive: Damage Block - Gives the wearer a chance to block damage from each incoming attack based on whether the equipped hero is melee or ranged."
"DOTA_Tooltip_ability_item_crimson_guard_Lore"	"Bir gögüs zırhı aslında korkunç Yıl Canavarına karşı korunmak için inşa edilmiştir."
"[english]DOTA_Tooltip_ability_item_crimson_guard_Lore"	"A cuirass originally built to protect against the dreaded Year Beast."
"DOTA_Tooltip_ability_item_crimson_guard_bonus_health"	"+$health"
"[english]DOTA_Tooltip_ability_item_crimson_guard_bonus_health"	"+$health"
"DOTA_Tooltip_ability_item_crimson_guard_bonus_health_regen"	"+$hp_regen"
"[english]DOTA_Tooltip_ability_item_crimson_guard_bonus_health_regen"	"+$hp_regen"
"DOTA_Tooltip_ability_item_crimson_guard_bonus_all_stats"	"+$all"
"[english]DOTA_Tooltip_ability_item_crimson_guard_bonus_all_stats"	"+$all"
"DOTA_Tooltip_ability_item_crimson_guard_bonus_armor"	"+$armor"
"[english]DOTA_Tooltip_ability_item_crimson_guard_bonus_armor"	"+$armor"
"DOTA_Tooltip_ability_item_crimson_guard_block_chance"	"%ENGELLEME ŞANSI:"
"[english]DOTA_Tooltip_ability_item_crimson_guard_block_chance"	"%BLOCK CHANCE:"
"DOTA_Tooltip_ability_item_crimson_guard_block_damage_melee"	"YAKIN DÖVÜŞ HASAR ENGELLEME:"
"[english]DOTA_Tooltip_ability_item_crimson_guard_block_damage_melee"	"BLOCK DAMAGE MELEE:"
"DOTA_Tooltip_ability_item_crimson_guard_block_damage_ranged"	"HASAR ENGELLEME MESAFESİ:"
"[english]DOTA_Tooltip_ability_item_crimson_guard_block_damage_ranged"	"BLOCK DAMAGE RANGED:"
"DOTA_Tooltip_ability_item_crimson_guard_bonus_aoe_armor"	"KORUMA ZIRHI:"
"[english]DOTA_Tooltip_ability_item_crimson_guard_bonus_aoe_armor"	"GUARD ARMOR:"
"DOTA_Tooltip_ability_item_crimson_guard_block_damage_melee_active"	"KORUMA HASAR ENGELLEMESİ:"
"[english]DOTA_Tooltip_ability_item_crimson_guard_block_damage_melee_active"	"GUARD DAMAGE BLOCK :"
"DOTA_Tooltip_ability_item_crimson_guard_duration"	"KORUMA SÜRESİ:"
"[english]DOTA_Tooltip_ability_item_crimson_guard_duration"	"GUARD DURATION:"
"DOTA_Tooltip_ability_item_crimson_guard_bonus_aoe_radius"	"KORUMA YARIÇAPI:"
"[english]DOTA_Tooltip_ability_item_crimson_guard_bonus_aoe_radius"	"GUARD RADIUS:"
"DOTA_Tooltip_ability_item_crimson_guard_Note0"	"Birden fazla kaynaktan gelen hasar engelleme istiflenmez."
"[english]DOTA_Tooltip_ability_item_crimson_guard_Note0"	"Multiple sources of damage block don't stack."
"DOTA_Tooltip_ability_item_crimson_guard_Note1"	"Koruma; 70 saniye içinde Koruma tarafından etkilenmiş birimler üzerinde etki etmez."
"[english]DOTA_Tooltip_ability_item_crimson_guard_Note1"	"Guard does not affect units that have been affected by Guard in the last 70 seconds."
"Notification_FantasyNewSeason2"	"Fantasy Sezon İki 29 Eylül'de başlıyor! Şimdi yeni bir Fantasy Ligi kurabilir ya da arkadaşlarınızın Ligine katılabilirsiniz. Bu yeni sezonda: ligin için bir ağ arayüzü ve özel ışınlanma etkisi ödülü."
"[english]Notification_FantasyNewSeason2"	"Fantasy Season Two is starting on September 29th!  You can now create a new Fantasy League, or join a friend's League.  New this season: a web interface to your league an and exclusive teleport effect reward."
"LoadoutSlot_ambient_effects"	"Çevre Etkileri"
"[english]LoadoutSlot_ambient_effects"	"Ambient Effects"
"Store_CartWarning_Emoticon_AllUnlocked"	"Bu paketin içindeki bütün ifadeler hesabınızda zaten açık"
"[english]Store_CartWarning_Emoticon_AllUnlocked"	"All emoticons inside of this pack are already unlocked on your account"
"Store_CartWarning_Emoticon_SomeUnlocked"	"Bu paket içindeki bazı ifadeler hesabınızda zaten açık"
"[english]Store_CartWarning_Emoticon_SomeUnlocked"	"Some of the emoticons inside of this pack are already unlocked on your account"
"Store_CartWarning_League_Unlocked"	"Bu eşyanın sağladığı lig erişimi hesabınızda zaten açık"
"[english]Store_CartWarning_League_Unlocked"	"Access to the league this item provides is already unlocked on your account"
"StoreBanner_Header_ShadowFiendArcana"	"İblis Yiyen"
"[english]StoreBanner_Header_ShadowFiendArcana"	"The Demon Eater"
"StoreBanner_Text_ShadowFiendArcana"	"Bin tane iblis ruhunun çığlıklarını duy"
"[english]StoreBanner_Text_ShadowFiendArcana"	"Hear the cry of a thousand demon souls"
"StoreBanner_Header_TreasureOfTheForgedFury"	"Dövülmüş Öfke Hazinesi"
"[english]StoreBanner_Header_TreasureOfTheForgedFury"	"Treasure of the Forged Fury"
"StoreBanner_Text_TreasureOfTheForgedFury"	"Öfkeni serbest bırak!"
"[english]StoreBanner_Text_TreasureOfTheForgedFury"	"Unleash your fury!"
"Attrib_Particle268"	"Şampiyonların Aurası 2014"
"[english]Attrib_Particle268"	"Champion's Aura 2014"
"KillEaterEvent_ShadowFiend_TripleRaze"	"Üçlü Shadowraze Kombosu"
"[english]KillEaterEvent_ShadowFiend_TripleRaze"	"Three Shadowraze Combo"
"KillEaterEvent_ShadowFiend_TripleRazeKills"	"Üçlü Shadowraze Kombo Leşleri"
"[english]KillEaterEvent_ShadowFiend_TripleRazeKills"	"Three Shadowraze Combo Kills"
"KillEaterEvent_ShadowFiend_RequiemMultiKills"	"Requiem Çoklu Öldürüşleri"
"[english]KillEaterEvent_ShadowFiend_RequiemMultiKills"	"Requiem Multi Kills"
"KillEaterEvent_ShadowFiend_QRazeKills"	"Kısa Shadowraze Leşleri"
"[english]KillEaterEvent_ShadowFiend_QRazeKills"	"Short Shadowraze Kills"
"KillEaterEvent_ShadowFiend_WRazeKills"	"Orta Shadowraze Leşleri"
"[english]KillEaterEvent_ShadowFiend_WRazeKills"	"Medium Shadowraze Kills"
"KillEaterEvent_ShadowFiend_ERazeKills"	"Uzun Shadowraze Leşleri"
"[english]KillEaterEvent_ShadowFiend_ERazeKills"	"Long Shadowraze Kills"
"DOTA_Asset_Mod_Hunter_of_Kings_Feral_Impulse"	"Hunter of Kings Feral Impulse Simgesi"
"[english]DOTA_Asset_Mod_Hunter_of_Kings_Feral_Impulse"	"Hunter of Kings Feral Impulse Icon"
"DOTA_Asset_Mod_Hunter_of_Kings_Summon"	"Hunter of Kings Summon Wolves Simgesi"
"[english]DOTA_Asset_Mod_Hunter_of_Kings_Summon"	"Hunter of Kings Summon Wolves Icon"
"DOTA_Asset_Mod_Hunter_of_Kings_Shapeshift"	"Hunter of Kings Shapeshift and Howl Icons"
"[english]DOTA_Asset_Mod_Hunter_of_Kings_Shapeshift"	"Hunter of Kings Shapeshift and Howl Icons"
"CompendiumError_DataProvider"	"'%s2 grafiğindeki '%s1' veri sağlayıcı adı bulunamadı."
"[english]CompendiumError_DataProvider"	"Could not find a data provider named '%s1' in graph '%s2'."
"CompendiumError_DataProviderFilterNoInputs"	"'%s1' veri sağlayıcısı için giriş bölümü bulunamadı"
"[english]CompendiumError_DataProviderFilterNoInputs"	"Could not find inputs section for the data provider '%s1'"
"CompendiumError_DataProviderFilterAlreadyExist"	"'%s1' veri sağlayıcı zaten var."
"[english]CompendiumError_DataProviderFilterAlreadyExist"	"data provider '%s1' already exists."
"CompendiumError_BadEscSeq"	"Metin alanı '%s1' eksik çıkış ve kapanış dizisine sahip '%%'"
"[english]CompendiumError_BadEscSeq"	"Text field '%s1' has an escape sequence with a missing closing '%%'"
"dota_tip_universal_29"	"Serbest Seçimde, zamanlayıcı bittiğinde bir Kahraman seçmeyen oyuncular başlangıç altınını kaybetmeye başlayacaklardır."
"[english]dota_tip_universal_29"	"In All Pick, players who have not chosen a Hero before the timer expires will begin to lose their starting gold."
"dota_tip_beginner_54"	"Alınmamış Rünler her iki dakikada bir değişecektir."
"[english]dota_tip_beginner_54"	"Unclaimed Runes will be replaced every two minutes."
"dota_tip_intermediate_51"	"Manta Style'ı etkinleştirmek senin orjinal konumunu illüzyonlar ortaya çıktığında değiştirecektir. Bunu düşmanları şaşırtmak için kullan!"
"[english]dota_tip_intermediate_51"	"Activating Manta Style will move you from your original position when the illusions appear. Use this to confuse enemies!"
"dota_tip_advanced_28"	"Bir Kadim Kalenin yanındaki kulelere hasar vermek için düşman takımın barakalarını yıkmanıza gerek yoktur. Barakaları yok etmek isteğe bağlıdır."
"[english]dota_tip_advanced_28"	"You do not need to destroy the enemy team's barracks to damage the towers near their Ancient. Destroying barracks is optional."
"DOTA_TeamShowcase_PlayerLevel"	"SEVİYE"
"[english]DOTA_TeamShowcase_PlayerLevel"	"LEVEL"
"DOTA_TeamShowcase_SteamLevel"	"STEAM SEVİYESİ"
"[english]DOTA_TeamShowcase_SteamLevel"	"STEAM LEVEL"
"DOTA_Ability_Ping_Cooldown_No_Time"	"[TAKIM] %s1: %s2 %s3Doluyor"
"[english]DOTA_Ability_Ping_Cooldown_No_Time"	"[ALLIES] %s1: %s2 %s3On Cooldown"
"dota_cursor_cooldown_no_time"	"Yetenek Doluyor"
"[english]dota_cursor_cooldown_no_time"	"Ability in Cooldown"
"Comp_1803_TMPL_tooltip_team_newbee_tooltip_title"	"ACEMİ"
"[english]Comp_1803_TMPL_tooltip_team_newbee_tooltip_title"	"NEWBEE"
"Comp_1803_TMPL_tooltip_team_newbee_tooltip_text"	"International 2014'ün kazananları. xiao8'in düş takımı."
"[english]Comp_1803_TMPL_tooltip_team_newbee_tooltip_text"	"Winners of the International 2014. xiao8's dream team."
"Comp_1803_TMPL_tooltip_team_vg_tooltip_title"	"VICI GAMING"
"[english]Comp_1803_TMPL_tooltip_team_vg_tooltip_title"	"VICI GAMING"
"Comp_1803_TMPL_tooltip_team_vg_tooltip_text"	"International 2014'ün ikincileri. Black^ & iceiceice ile yeni bir kadroyla dönen."
"[english]Comp_1803_TMPL_tooltip_team_vg_tooltip_text"	"Runners up at the International 2014. Returning with a new lineup that includes Black^ & iceiceice."
"Comp_1803_PG_page_cn_predictionselementlistcheckmarktooltip_data_tooltip_title"	"Cevabınız doğru!"
"[english]Comp_1803_PG_page_cn_predictionselementlistcheckmarktooltip_data_tooltip_title"	"Your answer was correct!"
"Comp_1803_PG_page_cn_predictionselementlistcrosstooltip_data_tooltip_title"	"Cevabınız yanlış."
"[english]Comp_1803_PG_page_cn_predictionselementlistcrosstooltip_data_tooltip_title"	"Your answer was incorrect."
"DOTA_Tooltip_ability_phantom_lancer_phantom_edge_Note1"	"Rush hareket hızı 800'dür."
"[english]DOTA_Tooltip_ability_phantom_lancer_phantom_edge_Note1"	"Rush movement speed is 800."
"DOTA_Tooltip_ability_lycan_shapeshift_speed"	"SHAPESHIFT HAREKET HIZI:"
"[english]DOTA_Tooltip_ability_lycan_shapeshift_speed"	"SHAPESHIFT MOVE SPEED:"
"DOTA_Tooltip_ability_lycan_shapeshift_bonus_night_vision"	"FAZLADAN GECE GÖRÜŞÜ:"
"[english]DOTA_Tooltip_ability_lycan_shapeshift_bonus_night_vision"	"BONUS NIGHT VISION:"
"DOTA_Tooltip_ability_earth_spirit_boulder_smash_rock_search_aoe"	"REMNANT SMASH YARIÇAPI:"
"[english]DOTA_Tooltip_ability_earth_spirit_boulder_smash_rock_search_aoe"	"REMNANT SMASH RADIUS:"
"DOTA_Tooltip_ability_earth_spirit_boulder_smash_speed"	"SEYAHAT HIZI:"
"[english]DOTA_Tooltip_ability_earth_spirit_boulder_smash_speed"	"TRAVEL SPEED:"
"DOTA_Tooltip_ability_earth_spirit_rolling_boulder_Note0"	"Taş Kalıntı üzerinden yuvarlanmak Kalıntıyı yok edecektir."
"[english]DOTA_Tooltip_ability_earth_spirit_rolling_boulder_Note0"	"Rolling over a Stone Remnant will destroy the Remnant."
"DOTA_Tooltip_ability_earth_spirit_rolling_boulder_Note1"	"Boulder'ın 150 yarıçapı vardır."
"[english]DOTA_Tooltip_ability_earth_spirit_rolling_boulder_Note1"	"The boulder has a radius of 150."
"DOTA_Tooltip_ability_earth_spirit_magnetize_damage_per_second"	"SANİYE BAŞINA HASAR:"
"[english]DOTA_Tooltip_ability_earth_spirit_magnetize_damage_per_second"	"DAMAGE PER SECOND:"
"DOTA_Tooltip_ability_earth_spirit_magnetize_damage_duration"	"MAGNETIZE SÜRESİ:"
"[english]DOTA_Tooltip_ability_earth_spirit_magnetize_damage_duration"	"MAGNETIZE DURATION:"
"DOTA_Tooltip_modifier_item_crimson_guard_nostack"	"Kalkan Dolum Süresi"
"[english]DOTA_Tooltip_modifier_item_crimson_guard_nostack"	"Guard Cooldown"
"DOTA_Tooltip_modifier_item_crimson_guard_nostack_Description"	"Guard, Guard tarafından korunan bir birime etki etmeyecektir."
"[english]DOTA_Tooltip_modifier_item_crimson_guard_nostack_Description"	"Guard will not affect a unit that has recently been protected by Guard."
"DOTA_Tooltip_ability_windrunner_windrun_evasion_pct_tooltip"	"%SAVUŞTURMA:"
"[english]DOTA_Tooltip_ability_windrunner_windrun_evasion_pct_tooltip"	"%EVASION:"
"DOTA_Tooltip_ability_windrunner_windrun_radius"	"DÜŞMAN YAVAŞLATMA YARIÇAPI:"
"[english]DOTA_Tooltip_ability_windrunner_windrun_radius"	"ENEMY SLOW RADIUS:"
"DOTA_Tooltip_ability_lich_chain_frost_Note3"	"Chain Frost'ın ilk hedefine kısa süreliğine sersemletmesini büyü bağışıklığı engelleyemeyecektir."
"[english]DOTA_Tooltip_ability_lich_chain_frost_Note3"	"Chain Frost's first target ministun is not blocked by spell immunity."
"DOTA_Tooltip_ability_broodmother_incapacitating_bite_duration"	"SÜRE:"
"[english]DOTA_Tooltip_ability_broodmother_incapacitating_bite_duration"	"DURATION:"
"DOTA_Tooltip_modifier_broodmother_spin_web_slowed"	"Yavaş Ağ Döndürmesi"
"[english]DOTA_Tooltip_modifier_broodmother_spin_web_slowed"	"Spin Web Slow"
"DOTA_Tooltip_modifier_broodmother_spin_web_slowed_Description"	"Bir ağın içindeyken hasar aldığı için %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% yavaşlatıldı"
"[english]DOTA_Tooltip_modifier_broodmother_spin_web_slowed_Description"	"Slowed by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% for taking damage while in a web"
"DOTA_Tooltip_modifier_lone_druid_spirit_bear_attack_check"	"Spirit Bear Yakınlığı"
"[english]DOTA_Tooltip_modifier_lone_druid_spirit_bear_attack_check"	"Spirit Bear Proximity"
"DOTA_Tooltip_modifier_lone_druid_spirit_bear_attack_check_Description"	"Lone Druid nAghanim's Scepter taşımadığı sürece Spirit Bear, Lone Druid'den çok fazla uzaklaşırsa Spirit Bear saldıramayacaktır."
"[english]DOTA_Tooltip_modifier_lone_druid_spirit_bear_attack_check_Description"	"If the Spirit Bear moves too far away from Lone Druid, it will not be able to attack unless Lone Druid carries Aghanim's Scepter."
"DOTA_Tooltip_modifier_tusk_snowball_movement_friendly"	"KARTOPU"
"[english]DOTA_Tooltip_modifier_tusk_snowball_movement_friendly"	"SNOWBALL"
"DOTA_Tooltip_modifier_tusk_snowball_movement_friendly_Description"	"Tusk'un kartopunun içinde."
"[english]DOTA_Tooltip_modifier_tusk_snowball_movement_friendly_Description"	"Inside Tusk's snowball."
"DOTA_Tooltip_modifier_tusk_walrus_punch_air_time"	"ZIBAM!"
"[english]DOTA_Tooltip_modifier_tusk_walrus_punch_air_time"	"POW!"
"DOTA_Tooltip_modifier_elder_titan_earth_splitter_scepter"	"Earth Splitter"
"[english]DOTA_Tooltip_modifier_elder_titan_earth_splitter_scepter"	"Earth Splitter"
"DOTA_Tooltip_modifier_elder_titan_earth_splitter_scepter_Description"	"Hareket hızı %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% azaltıldı ve etkisizleştirildi."
"[english]DOTA_Tooltip_modifier_elder_titan_earth_splitter_scepter_Description"	"Slowed by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% and disarmed."
"DOTA_Tooltip_modifier_earthspirit_petrify"	"Enchant Remnant"
"[english]DOTA_Tooltip_modifier_earthspirit_petrify"	"Enchant Remnant"
"DOTA_Tooltip_modifier_earthspirit_petrify_Description"	"Geçici olarak Taş Kalıntıya dönüştürüldü."
"[english]DOTA_Tooltip_modifier_earthspirit_petrify_Description"	"Temporarily transformed into a Stone Remnant."
"DOTA_Tooltip_modifier_fountain_aura_Description"	"Hızlı bir şekilde yakındaki dostların Sağlık ve Manalarını yeniler"
"[english]DOTA_Tooltip_modifier_fountain_aura_Description"	"Quickly restores Health and Mana of nearby allies"
"DOTA_Tooltip_modifier_fountain_truesight_aura"	"Gerçek Görüş"
"[english]DOTA_Tooltip_modifier_fountain_truesight_aura"	"True Sight"
"DOTA_Tooltip_modifier_fountain_truesight_aura_Description"	"Yakınlardaki görünmez birimleri açığa çıkarır."
"[english]DOTA_Tooltip_modifier_fountain_truesight_aura_Description"	"Reveals nearby invisible units."
"DOTA_Tooltip_ability_item_cyclone_Note2"	"Hortum bazı güçlendirmeleri ve zayıflatmaları arındırabilir."
"[english]DOTA_Tooltip_ability_item_cyclone_Note2"	"Cyclone can purge some buffs and debuffs."
"Comp_1803_TMPL_tooltip_team_eg_tooltip_text"	"Starladder Amerika eleme birincileri. International 2014'te üçüncülük elde ettiler. Amerika'nın Özgürlük Savaşçıları."
"[english]Comp_1803_TMPL_tooltip_team_eg_tooltip_text"	"Achieved first place in the Starladder America qualifiers. Achieved third place at the International 2014. America's Freedom Fighters."
"Comp_1803_TMPL_tooltip_team_sna_tooltip_text"	"Onlar aslında Nyx Assassin kadar oynayamazlar."
"[english]Comp_1803_TMPL_tooltip_team_sna_tooltip_text"	"They don't actually play Nyx Assassin that much."
"Comp_1803_PG_page_prizepoolelementlistimage_tick_sg1tooltip_data_tooltip_text"	"Ek hedefleri ulaştırırken sorunlar yaşıyoruz ve alternatiflerini arıyoruz. Rahatsızlıktan dolayı özür dileriz."
"[english]Comp_1803_PG_page_prizepoolelementlistimage_tick_sg1tooltip_data_tooltip_text"	"We have ran into issues delivering this stretch goal and are looking at alternatives. Apologies for the inconvenience."
"Comp_1803_PG_page_prizepoolelementlistimage_tick_sg2tooltip_data_tooltip_text"	"Bu ek hedefe ulaşıldı!"
"[english]Comp_1803_PG_page_prizepoolelementlistimage_tick_sg2tooltip_data_tooltip_text"	"This stretch goal has been delivered!"
"Comp_1803_PG_page_prizepoolelementlistimage_tick_sg4tooltip_data_tooltip_text"	"Yıldızlar oylamasını yayınlamadan önce LAN finallerinde belirlenecek takımları bekliyoruz."
"[english]Comp_1803_PG_page_prizepoolelementlistimage_tick_sg4tooltip_data_tooltip_text"	"We are awaiting for the LAN final teams to be determined before making the All-Stars vote live."
"Comp_1803_PG_page_prizepoolelementlistimage_tick_sg5tooltip_data_tooltip_text"	"Starladder Sezon X kuryesi yakın zamanda açıklanacaktır."
"[english]Comp_1803_PG_page_prizepoolelementlistimage_tick_sg5tooltip_data_tooltip_text"	"The Starladder Season X courier will be unveiled in the near future."
"Comp_1803_PG_page_scoreboard2elementlistprediction5_defines_3"	"AV HAFTANIN MAÇI - 5. HAFTA"
"[english]Comp_1803_PG_page_scoreboard2elementlistprediction5_defines_3"	"EU MATCH OF THE WEEK - WEEK 5"
"Comp_1803_PG_page_motw4elementlistmotw4_winnerresultinfo_dialog_info"	"Team Secret başarıyla Fnatic'i mağlup etti."
"[english]Comp_1803_PG_page_motw4elementlistmotw4_winnerresultinfo_dialog_info"	"Team Secret successfully defeated Fnatic."
"Comp_1803_PG_page_motw4elementlistmotw4_gpmresultinfo_dialog_info"	"695 DBA, Secret.KuroKy (Naga Siren) tarafından kazanıldı"
"[english]Comp_1803_PG_page_motw4elementlistmotw4_gpmresultinfo_dialog_info"	"695 GPM achieved by Secret.KuroKy (Naga Siren)"
"Comp_1803_PG_page_motw4elementlistmotw4_killsresultinfo_dialog_info"	"8 leş Secret.Fly (Nature's Prophet) tarafından kazanıldı"
"[english]Comp_1803_PG_page_motw4elementlistmotw4_killsresultinfo_dialog_info"	"8 kills achieved Secret.Fly (Nature's Prophet)"
"Comp_1803_PG_page_motw4elementlistmotw4_timeresultinfo_dialog_info"	"Oyun 50 dakika 11 saniye sürdü."
"[english]Comp_1803_PG_page_motw4elementlistmotw4_timeresultinfo_dialog_info"	"The match was 50 minutes and 11 seconds long."
"Comp_1803_PG_page_motw4elementlistmotw4_firstbloodresultinfo_dialog_info"	"İlk kan -13 saniyede alındı (Yaratıklar doğmadan önce)."
"[english]Comp_1803_PG_page_motw4elementlistmotw4_firstbloodresultinfo_dialog_info"	"First blood was achieved at -13 seconds (Before the creeps spawned)."
"Comp_1803_PG_page_motw4elementlistmotw4_towerkillresultinfo_dialog_info"	"İlk kule 8 dakika 5 saniyede yıkıldı."
"[english]Comp_1803_PG_page_motw4elementlistmotw4_towerkillresultinfo_dialog_info"	"The first tower was destroyed at 8 minutes and 5 seconds."
"Comp_1803_PG_page_motw5elementlistdescription_text"	"Her hafta tahmin etmeniz için yaklaşan bir eleme maçını seçeceğiz. Natus Vincere vs Team Secret."
"[english]Comp_1803_PG_page_motw5elementlistdescription_text"	"Each week we will pick one of the upcoming qualifier matches for you to make predictions. Natus Vincere versus Team Secret."
"DOTA_Tooltip_ability_lycan_shapeshift_transformation_time"	"DÖNÜŞÜM SÜRESİ:"
"[english]DOTA_Tooltip_ability_lycan_shapeshift_transformation_time"	"TRANSFORM TIME:"
"DOTA_Tooltip_ability_lone_druid_true_form_transformation_time"	"DÖNÜŞÜM SÜRESİ:"
"[english]DOTA_Tooltip_ability_lone_druid_true_form_transformation_time"	"TRANSFORM TIME:"
"fantasy_more_info"	"Daha Fazla Bilgi"
"[english]fantasy_more_info"	"View More Information"
"fantasy_web_interface"	"Web Arayüzü"
"[english]fantasy_web_interface"	"Web Interface"
"fantasy_league_team_create_desc_create_league"	"Fantezi Ligi oluşturabilmek için önce Fantezi Takımı oluşturmak zorundasın.\nFantezi Takımın için bir isim seç. Ayrıca takımının logosuna da karar verebilirsin. "
"[english]fantasy_league_team_create_desc_create_league"	"To create a new Fantasy League, you also need to create a Fantasy Team.\nSelect a name for your Fantasy Team.  You can also set your team's logo."
"Comp_1803_PG_page_motw5elementlistplayer_photo6tooltip_data_tooltip_title"	"Sen bir çiçeksin. Sen aynı anda bir gökkuşağı ve bir nehirsin. Sen mükemmeliğin temsilcisisin."
"[english]Comp_1803_PG_page_motw5elementlistplayer_photo6tooltip_data_tooltip_title"	"You're a flower. You're also a rainbow and a river. You are the manifestation of all perfection."
"DOTA_GraphType_GoldEarned"	"Kazanılan Altını Göster"
"[english]DOTA_GraphType_GoldEarned"	"Show Gold Earned"
"DOTA_GraphType_NetWorth"	"Net Kazancı Göster"
"[english]DOTA_GraphType_NetWorth"	"Show Net Worth"
"dota_tip_universal_30"	"Dota 2 her zaman gelişiyor. Yeni özellikler ekleniyor, yeni Kahramanlar tanıtılıyor ve var olan Kahramanlar ve mekanikler üzerinde bazen iyileştirmeler yapılıyor. Son değişikliklerden haberdar olabilmek için Dota 2 blog'unu takip etmeyi unutmayın! "
"[english]dota_tip_universal_30"	"Dota 2 is always evolving. New features are added, new Heroes are introduced, and existing Heroes and mechanics may see adjustments. Be sure to keep up with the latest changes at the Dota 2 blog!"
"StoreBanner_Text_TreasureOfTheSummitsPeak"	"Dünyanın zirvesinden yeni bir zırh geldi!"
"[english]StoreBanner_Text_TreasureOfTheSummitsPeak"	"New armor from the top of the world!"
"DOTA_Tooltip_ability_warlock_rain_of_chaos_golem_hp_tooltip_scepter"	"SCEPTERLİ GOLEM SAĞLIĞI:"
"[english]DOTA_Tooltip_ability_warlock_rain_of_chaos_golem_hp_tooltip_scepter"	"SCEPTER GOLEM HEALTH:"
"DOTA_Tooltip_ability_warlock_rain_of_chaos_golem_dmg_tooltip_scepter"	"SCEPTER GOLEM HASAR:"
"[english]DOTA_Tooltip_ability_warlock_rain_of_chaos_golem_dmg_tooltip_scepter"	"SCEPTER GOLEM DAMAGE:"
"DOTA_Tooltip_ability_tusk_walrus_punch_move_slow"	"%HAREKET YAVAŞLATMA:"
"[english]DOTA_Tooltip_ability_tusk_walrus_punch_move_slow"	"%MOVEMENT SLOW:"
"dota_region_chile"	"Şili"
"[english]dota_region_chile"	"Chile"
"dota_region_peru"	"Peru"
"[english]dota_region_peru"	"Peru"
"dota_matchgroup_chile"	"Şili"
"[english]dota_matchgroup_chile"	"Chile"
"dota_matchgroup_peru"	"Peru"
"[english]dota_matchgroup_peru"	"Peru"
"Comp_1936_TMPL_tooltip_team_tba_tooltip_title"	"AÇIKLANACAK"
"[english]Comp_1936_TMPL_tooltip_team_tba_tooltip_title"	"TO BE ANNOUNCED"
"Comp_1936_TMPL_tooltip_team_alliance_tooltip_text"	"The International'ın Dönen Şampiyonları"
"[english]Comp_1936_TMPL_tooltip_team_alliance_tooltip_text"	"Returning Champions of The International."
"Comp_1936_TMPL_tooltip_team_navi_tooltip_title"	"NATUS VINCERE"
"[english]Comp_1936_TMPL_tooltip_team_navi_tooltip_title"	"NATUS VINCERE"
"Comp_1936_TMPL_tooltip_team_navi_tooltip_text"	"Dota 2 Tarihinin en başarılı takımı."
"[english]Comp_1936_TMPL_tooltip_team_navi_tooltip_text"	"The most successful team in Dota 2 history."
"Comp_1936_TMPL_tooltip_team_eg_tooltip_text"	"International 2014'te üçüncülük elde ettiler. Amerika'nın Özgürlük Savaşçıları."
"[english]Comp_1936_TMPL_tooltip_team_eg_tooltip_text"	"Achieved third place at the International 2014. America's Freedom Fighters."
"Comp_1936_PRSEL_courier_selection_choices_1"	"Kurye Otururken"
"[english]Comp_1936_PRSEL_courier_selection_choices_1"	"Courier Sitting"
"Comp_1936_PRSEL_courier_selection_choices_2"	"Kurye Yüklenirken"
"[english]Comp_1936_PRSEL_courier_selection_choices_2"	"Courier Loading"
"Comp_1936_PRSEL_courier_selection_choices_3"	"Kurye Uçarken"
"[english]Comp_1936_PRSEL_courier_selection_choices_3"	"Courier Flying"
"Comp_1936_PG_page_insidecoverelementlistgift1_text"	"CÖMERT DESTEĞİ İLE HEDİYE EDEN KİŞİ"
"[english]Comp_1936_PG_page_insidecoverelementlistgift1_text"	"GIFTED THROUGH THE GENEROUS SUPPORT OF"
"Comp_1936_PG_page_titleelementlisttitle_defines_1"	"THE SUMMIT 2 DERGİSİ"
"[english]Comp_1936_PG_page_titleelementlisttitle_defines_1"	"THE SUMMIT 2 COMPENDIUM"
"Comp_1936_PG_page_titleelementlistdate_text"	"THE SUMMIT 2 DERGİ'SİNE HOŞ GELDİNİZ<br><br>DESTEĞİNİZ İÇİN TEŞEKKÜRLKER!"
"[english]Comp_1936_PG_page_titleelementlistdate_text"	"WELCOME TO THE SUMMIT 2 COMPENDIUM<br><br>THANK YOU FOR YOUR SUPPORT!"
