"dota"
{
"DOTA_Accept"	"Принять"
"DOTA_Treasure_Rarity"	"Сокровищница (<span class=\"ItemRarityColor\">{s:treasure_rarity}</span>)"
"DOTA_Voice_Party"	"Голосовой чат в группе"
"custom_game_mismatch_title"	"Несоответствие данных пользовательской игры"
"custom_game_mismatch_desc"	"Архив пользовательской игры на сервере не совпадает с версией в клиенте."
"custom_game_team_select"	"Выбор команды"
"custom_game_team_select_timer"	"{i:countdown_timer_seconds}"
"custom_game_team_select_shuffle"	"Перемешать"
"custom_game_team_select_auto_start"	"До начала"
"custom_game_team_select_starting"	"Начало"
"custom_game_team_select_unassigned_players"	"Неопределившиеся"
"custom_game_team_select_lock_start"	"Начать игру"
"custom_game_team_select_cancel_unlock"	"Отмена"
"custom_game_team_select_join"	"Присоединиться"
"custom_game_team_select_empty_slot"	"Пустой слот"
"custom_game_team_select_auto_assign"	"Распределить автоматически"
"custom_game_default_gameinfo_text"	"Возвращайтесь, чтобы узнать об этой пользовательской игре больше!"
"CouldntFindCompendium"	"Не удалось загрузить тестовый файл компендиума: %s1"
"CompendiumPageError_Pages"	"Не удалось найти блок страниц в файле данных компендиума."
"CompendiumPageError_Template"	"Не удалось найти атрибут «template» для страницы компендиума «{s:s1}» (номер {s:s2})"
"CompendiumPageError_Image"	"Не удалось найти изображение «{s:s1}» на странице компендиума «{s:s2}»"
"CompendiumPageError_Unknown"	"В компендиуме обнаружена логическая ошибка. Для решения этой проблемы свяжитесь с Valve."
"CompendiumError_FailedPanoramaGen"	"Не удалось создать расположение панорамы для страницы «{s:s1}»."
"CompendiumError_FailedXMLWrite"	"Не удалось записать XML страницы «{s:s1}» в файл «{s:s2}»."
"CompendiumError_FailedCSSWrite"	"Не удалось записать CSS страницы «{s:s1}» в файл «{s:s2}»."
"DOTA_GlobalItems_Companions"	"Компаньоны"
"DOTA_GlobalItems_Couriers"	"Курьеры"
"DOTA_GlobalItems_Pets"	"Питомцы"
"DOTA_GlobalItems_Wards"	"Варды"
"DOTA_GlobalItems_Effigies"	"Статуи"
"DOTA_GlobalItems_Weather"	"Погодные эффекты"
"DOTA_GlobalItems_Interface"	"Интерфейс"
"DOTA_GlobalItems_Emoticons"	"Смайлики"
"DOTA_GlobalItems_LoadingScreens"	"Загрузочные экраны"
"DOTA_GlobalItems_HUDs"	"Стили интерфейса"
"DOTA_GlobalItems_Audio"	"Звук"
"DOTA_GlobalItems_Announcers"	"Наборы комментаторов"
"DOTA_GlobalItems_Music"	"Музыка"
"DOTA_Search"	"Поиск"
"DOTA_Start"	"Начать"
"DOTA_PleaseWait"	"Подождите…"
"DOTA_ProfileCard_HeroHover"	"При наведении:"
"DOTA_ChallengeGroup_2_Desc"	"Потренируйтесь в игре с героями под управлением компьютера в спокойной обстановке."
"DOTA_ChatTab_ToggleSounds"	"Оповещать звуком о новых сообщениях в этом канале."
"dota_lobby_balanced_shuffle"	"Сбалансировать"
"dota_lobby_swap_teams"	"Поменять местами"
"dota_lobby_unassigned_players"	"Неопределившиеся"
"dota_lobby_broadcast_channels"	"Каналы трансляции"
"dota_lobby_settings"	"Настройки лобби"
"dota_lobby_settings_edit"	"Изменить"
"dota_lobby_leave"	"Покинуть лобби"
"DOTA_Custom_Game_View_Lobby_List"	"Список лобби"
"DOTA_Custom_Game_Lobby_List_Title"	"Список лобби"
"DOTA_Custom_Game_Browse_All"	"Все игры"
"DOTA_Custom_Game_Friends_Ready"	"Готовые сыграть"
"DOTA_Custom_Game_Friends_Who_Play"	"Играли ранее"
"DOTA_Custom_Game_Friends_Playing_Now"	"Играют прямо сейчас"
"DOTA_Custom_Game_Browse_Sort"	"Сортировать по:"
"DOTA_Custom_Game_Sort_Popular_Today"	"Оценкам (за сегодня)"
"DOTA_Custom_Game_Sort_Popular_Week"	"Оценкам (за неделю)"
"DOTA_Custom_Game_Sort_Top_Rated"	"Оценкам (за все время)"
"DOTA_Custom_Game_Sort_Date"	"Дате публикации"
"DOTA_WatchLive_WatchLabel"	"СМОТРЕТЬ:"
"DOTA_WatchLive_ThirdParty"	"НА СТОРОННЕМ САЙТЕ"
"DOTA_WatchLive_Steam"	"STEAM"
"DOTA_WatchLive_InGame"	"В ИГРЕ"
"DOTA_WatchLive_Broadcaster0"	"Смотреть {g:dota_persona:b:broadcaster_account_id_0}"
"DOTA_WatchLive_Broadcaster1"	"Смотреть {g:dota_persona:b:broadcaster_account_id_1}"
"DOTA_WatchLive_Broadcaster2"	"Смотреть {g:dota_persona:b:broadcaster_account_id_2}"
"DOTA_WatchLive_Broadcaster3"	"Смотреть {g:dota_persona:b:broadcaster_account_id_3}"
"DOTA_WatchLive_Broadcaster4"	"Смотреть {g:dota_persona:b:broadcaster_account_id_4}"
"DOTA_WatchLive_Broadcaster5"	"Смотреть {g:dota_persona:b:broadcaster_account_id_5}"
"DOTA_WatchLive_Broadcaster6"	"Смотреть {g:dota_persona:b:broadcaster_account_id_6}"
"DOTA_WatchLive_Broadcaster7"	"Смотреть {g:dota_persona:b:broadcaster_account_id_7}"
"DOTA_WatchLive_Broadcaster8"	"Смотреть {g:dota_persona:b:broadcaster_account_id_8}"
"DOTA_WatchLive_Broadcaster9"	"Смотреть {g:dota_persona:b:broadcaster_account_id_9}"
"dota_matchmaking_region_title_confirm"	"Выберите регионы подбора игр"
"dota_play_lobby_games"	"Список лобби"
"dota_play_host_loading"	"Загрузка хоста…"
"dota_play_connecting_to_server"	"Подключение…"
"dota_reconnecting"	"Переподключение…"
"dota_matchmaking_regions_retry"	"Попробуйте еще раз"
"dota_matchmaking_region_ping_calculating"	"Задержка: Вычисление…"
"dota_matchmaking_region_ping_failed"	"Задержка: ОШИБКА"
"dota_matchmaking_region_or"	"или"
"dota_matchmaking_region_selected_offline"	"Часть выбранных регионов временно вне сети."
"dota_matchmaking_region_selected_unreachable"	"Не удалось установить соединение с выбранными регионами."
"dota_matchmaking_region_all_unavailable"	"Не удалось вычислить задержку. Проверьте интернет-соединение."
"dota_matchmaking_region_check_internet"	"Проверьте интернет-соединение."
"dota_matchmaking_region_poor_choices"	"Соединение с серверами в выбранных регионах может оказаться медленным."
"dota_settings_hide_party_unless_open"	"Скрывать статус моей группы, если она не открытая"
"dota_settings_open_party_manual_accept_invites"	"Не принимать приглашения автоматически в открытой группе"
"dota_settings_networkhud"	"Отображать информацию о сети"
"dota_settings_fullscreenbrightness"	"Яркость"
"dota_settings_dashboard_renderquality"	"Эффекты в главном меню"
"dota_settings_lowlatency_audio"	"Автонастройка задержки звука"
"dota_settings_quicktargetattack"	"Быстрая атака"
"dota_settings_chat_whispers"	"Показывать сообщения Steam во внутриигровом чате"
"dota_settings_no_mode_resolutions"	"Нет поддерживаемых разрешений"
"DOTA_Settings_Tooltip_QuickTargetAttack"	"Нажатие кнопки атаки даст команду атаковать в месте расположения курсора."
"dota_lobby_browser_header_name"	"Название лобби"
"dota_lobby_browser_header_slots"	"Мест"
"dota_lobby_browser_header_game_mode"	"Режим игры"
"dota_lobby_browser_region"	"Регион"
"dota_lobby_browser_lobby_name"	"Название лобби"
"DOTA_Friend_Game_Mode_Self"	"Ваш режим игры: {s:game_mode}"
"DOTA_Friend_Game_Mode_1_Friend"	"{s:player_name} играет в режиме {s:game_mode}"
"DOTA_Friend_Game_Mode_N_Friends"	"{d:num_friends} друзей играют в режиме {s:game_mode}"
"custom_game_lobby_mismatch"	"Архив пользовательской игры не совпадает с версией лидера лобби."
"Compendium_DefaultText_TimerTitle_Active"	"ОСТАЛОСЬ"
"Compendium_DefaultText_TimerTitle_Expired"	"ГОЛОСОВАНИЕ ОКОНЧЕНО"
"Compendium_DefaultText_CD_Days"	"д."
"Compendium_DefaultText_CD_Hours"	"ч."
"Compendium_DefaultText_CD_Minutes"	"мин."
"Compendium_DefaultText_CD_Seconds"	"сек."
"NetGraph_FPS"	"FPS: {d:fps}"
"NetGraph_Ping"	"Задержка: {d:ping} мс"
"NetGraph_Loss"	"Потери: {d:loss}%"
"DOTA_Credits"	"Благодарности"
"DOTA_ActorCredits_1_Name"	"Ди Бредли Бейкер"
"DOTA_ActorCredits_1_Heroes"	"techies"
"DOTA_ActorCredits_2_Name"	"Деннис Бэйтман"
"DOTA_ActorCredits_2_Heroes"	"invoker"
"DOTA_ActorCredits_3_Name"	"Том Чентлер"
"DOTA_ActorCredits_3_Heroes"	"centaur,lion,obsidian_destroyer,riki,slark,tusk,witch_doctor"
"DOTA_ActorCredits_4_Name"	"Мерл Дэндридж"
"DOTA_ActorCredits_4_Heroes"	"legion_commander,winter_wyvern"
"DOTA_ActorCredits_5_Name"	"Барри Дэннен"
"DOTA_ActorCredits_5_Heroes"	"chaos_knight,phantom_lancer,rubick"
"DOTA_ActorCredits_6_Name"	"Дэйв Фенной"
"DOTA_ActorCredits_6_Heroes"	"batrider,ember_spirit,faceless_void,jakiro,venomancer,skeleton_king"
"DOTA_ActorCredits_7_Name"	"Джим Френч"
"DOTA_ActorCredits_7_Heroes"	"elder_titan"
"DOTA_ActorCredits_8_Name"	"Майкл Грегори"
"DOTA_ActorCredits_8_Heroes"	"bounty_hunter,clinkz,silencer"
"DOTA_ActorCredits_9_Name"	"Джин Хеммонд"
"DOTA_ActorCredits_9_Heroes"	"crystal_maiden,drow_ranger,enchantress,mirana,phantom_assassin,spectre,vengefulspirit"
"DOTA_ActorCredits_10_Name"	"Джон Патрик Лоури"
"DOTA_ActorCredits_10_Heroes"	"ancient_apparition,dark_seer,doom_bringer,earthshaker,pudge,nevermore,storm_spirit"
"DOTA_ActorCredits_11_Name"	"Эллен Маклейн"
"DOTA_ActorCredits_11_Heroes"	"broodmother,death_prophet"
"DOTA_ActorCredits_12_Name"	"Брюс Майлз"
"DOTA_ActorCredits_12_Heroes"	"alchemist,life_stealer,omniknight"
"DOTA_ActorCredits_13_Name"	"Линда К. Моррис"
"DOTA_ActorCredits_13_Heroes"	"luna,naga_siren,queenofpain,templar_assassin"
"DOTA_ActorCredits_13_Extra"	"Комментатор"
"DOTA_ActorCredits_14_Name"	"Сэм А. Моури"
"DOTA_ActorCredits_14_Heroes"	"antimage,beastmaster,rattletrap,necrolyte,slardar,warlock"
"DOTA_ActorCredits_14_Extra"	"Торговец из Потайной лавки"
"DOTA_ActorCredits_15_Name"	"Эрик Ньюсом"
"DOTA_ActorCredits_15_Heroes"	"chen,leshrac,furion,razor,tidehunter,tiny,zuus"
"DOTA_ActorCredits_16_Name"	"Нолан Норт"
"DOTA_ActorCredits_16_Heroes"	"brewmaster,earth_spirit,gyrocopter,keeper_of_the_light,lone_druid,lycan,meepo,ogre_magi,shadow_demon,troll_warlord"
"DOTA_ActorCredits_17_Name"	"Демпси Паппион"
"DOTA_ActorCredits_17_Heroes"	"magnataur,nyx_assassin,visage"
"DOTA_ActorCredits_18_Name"	"Тиджей Рамини"
"DOTA_ActorCredits_18_Heroes"	"abaddon,bristleback,skywrath_mage,shredder"
"DOTA_ActorCredits_19_Name"	"Гарри С. Робинс"
"DOTA_ActorCredits_19_Heroes"	"tinker"
"DOTA_ActorCredits_20_Name"	"Гэри Шварц"
"DOTA_ActorCredits_20_Heroes"	"lich,pugna"
"DOTA_ActorCredits_21_Name"	"Дэвид Скалли"
"DOTA_ActorCredits_21_Heroes"	"bane,dazzle,juggernaut,morphling,sand_king,sven,weaver"
"DOTA_ActorCredits_22_Name"	"Майк Шапиро"
"DOTA_ActorCredits_22_Heroes"	"oracle"
"DOTA_ActorCredits_23_Name"	"Дэвид Соболев"
"DOTA_ActorCredits_23_Heroes"	"terrorblade"
"DOTA_ActorCredits_24_Name"	"Джон Сент-Джон"
"DOTA_ActorCredits_24_Heroes"	"axe,bloodseeker,enigma,kunkka"
"DOTA_ActorCredits_25_Name"	"Фред Таташоре"
"DOTA_ActorCredits_25_Heroes"	"disruptor,spirit_breaker,treant,undying,ursa"
"DOTA_ActorCredits_25_Extra"	"Голем Warlock"
"DOTA_ActorCredits_26_Name"	"Джен Тейлор"
"DOTA_ActorCredits_26_Heroes"	"lina,medusa,puck,windrunner"
"DOTA_ActorCredits_27_Name"	"Тони Тодд"
"DOTA_ActorCredits_27_Heroes"	"dragon_knight,night_stalker,viper"
"DOTA_ActorCredits_28_Name"	"
"
"DOTA_ActorCredits_28_Heroes"	"
"
"DOTA_PlayerContextMenu_Trade"	"Предложить обмен"
"DOTA_Custom_Game_Finished_Vote_Title"	"Голосование за пользовательскую игру"
"DOTA_Custom_Game_Finished_Vote_Question"	"Что вы думаете об этой пользовательской игре?"
"DOTA_Custom_Game_Finished_Vote_Skip"	"Пропустить"
"DOTA_TabName_ModsLobbyList"	"Список лобби"
"DOTA_WatchLive_Fullscreen"	"НА ВЕСЬ ЭКРАН"
"DOTA_JoinChatChannel_ChannelName"	"Название канала"
"DOTA_JoinChatChannel_ChannelMemberCount"	"Участники"
"DOTA_Chat_ChannelMemberCount"	"{d:channel_member_count}"
"dota_settings_coop_fullscreen"	"Полный экран с доступом к рабочему столу"
"DOTA_Trading_UI_Body_Outgoing"	"Ожидание ответа от {s:player_name}…"
"DOTA_GiftWrap_Item"	"{g:dota_item_name:gift_item_def} заворачивается в подарок."
"DOTA_GiftWrap_ConfirmDedication_Title"	"Подтвердить подпись"
"DOTA_GiftWrap_ConfirmDedication_Message"	"Вы уверены, что хотите оставить на подарке следующую подпись: «{s:gift_dedication}»?"
"DOTA_GiftWrap_Success_Header"	"Готово"
"DOTA_GiftWrap_Success"	"Ваш подарок доставлен."
"DOTA_GiftWrap_Error_RateLimitedCharge"	"Невозможно отправить подарок, так как ваш уровень боевых баллов не позволяет отправлять более {d:gift_limit_count} подарков за {d:gift_limit_hours} ч."
"DOTA_GiftWrap_Error_RateLimitedChargeNone"	"Невозможно отправить подарок, так как ваш уровень боевых баллов не позволяет дарить не поддающиеся обмену предметы."
"DOTA_Custom_Game_Sort_Most_Played"	"Популярности (за неделю)"
"dota_settings_about"	"Об игре"
"dota_settings_fullscreen_focus_behavior"	"Сворачивает игру при переходе в другое окно"
"DOTA_EquippedItem_AddToShuffle"	"Добавить в случайное"
"DOTA_EquippedItem_RemoveFromShuffle"	"Удалить из случайного"
"DOTA_EquippedItem_Unpack_And_AddToShuffle"	"Открыть и добавить в случайное"
"DOTA_ClientVersion"	"Сборка: <span class=\"VersionNumber\">{d:client_version_number}</span>"
"DOTA_GameplayVersion"	"Версия: <span class=\"VersionNumber\">{s:gameplay_version_number}</span>"
"DOTA_CurrentGameplayVersion"	"6.84c"
"DOTA_Credits_LindaKMorris_Extra"	"Комментатор"
"DOTA_Credits_SamAMowry_Extra"	"Торговец из Потайной лавки"
"DOTA_Credits_FredTatasciore_Extra"	"Голем Warlock"
"DOTA_Recycling"	"Переработка"
"DOTA_Recycling_Action"	"Переработать"
"DOTA_Recycling_DragItems"	"Перетащите сюда ненужные предметы"
"DOTA_Recycling_Outputs"	"Результат"
"DOTA_Recycling_Confirm"	"Вы действительно хотите переработать эти предметы?"
"DOTA_RecyclingCharm_Name"	"Charm of the Crucible Jewel II"
"DOTA_RecyclingCharm_Bonus"	"и 25 монет компендиума"
"custom_game_file_error"	"Ошибка доступа к файлам пользовательской игры."
"DOTA_Previous"	"Пред."
"DOTA_PreviousShort"	"Пред."
"DOTA_Next"	"След."
"DOTA_Friends_Add_Friend_Tooltip"	"Добавить в друзья"
"DOTA_Friends_Add_Friend_Entry_Placeholder"	"Поиск по ID друга"
"DOTA_Friends_Add_Friend_Your_ID"	"Ваш ID:"
"dota_settings_voice_always_sample_mic"	"Упрощенная активация микрофона нажатием"
"dota_settings_voice_always_sample_mic_tooltip"	"Не выключает устройство записи, решая проблему с производительностью на некоторых устройствах."
"DOTA_EconItemSet_Tooltip_MultipleTeams"	"Разные стили для сил Света и Тьмы"
"DOTA_HeroLoadout_Shuffle_Count"	"Предметов в случайном: ({i:loadout_items_in_shuffle})"
"DOTA_HeroLoadout_Add_All_To_Shuffle"	"Добавить всё в случайное"
"DOTA_HeroLoadout_Clear_Shuffle"	"Очистить"
"DOTA_Armory_ActiveFilter"	"{s:filter_field} {s:filter_op} {s:filter_value}"
"DOTA_Treasure_Purchase"	"Купить"
"DOTA_Treasure_CharmPurchase"	"Купить амулет"
"DOTA_Treasure_SearchPlaceholder"	"Поиск по сокровищницам"
"DOTA_Treasure_ViewAll"	"Все сокровищницы"
"DOTA_Treasure_QuantityOption"	"Кол.: {d:quantity}"
"DOTA_Treasure_Gift"	"Подарить"
"DOTA_Treasure_Open"	"Открыть"
"DOTA_Treasure_OpenQuantity"	"{d:owned_quantity}"
"DOTA_Treasure_Owned"	"Шт."
"DOTA_Treasure_Received"	"Получено"
"DOTA_Treasure_Autographed"	"Автограф:"
"DOTA_Treasure_AutographName"	"{s:treasure_autograph_name}"
"DOTA_OpenTreasureTooltip_NormalTitle"	"Содержит следующие предметы:"
"DOTA_OpenTreasureTooltip_NoDupeDescription"	"Открыв сокровищницу, вы получите {d:items_per_treasure} из предметов в сокровищнице. Предметы не будут повторяться, пока не выпадет каждый из списка."
"DOTA_OpenTreasureTooltip_DupeDescription"	"Открыв сокровищницу, вы получите {d:items_per_treasure} из предметов в сокровищнице. Предметы могут повторяться."
"DOTA_OpenTreasureTooltip_RareTitle"	"Есть вероятность получить дополнительно:"
"DOTA_OpenTreasureTooltip_UnitName"	"{g:dota_item_unit_name:item_def}"
"DOTA_OpenTreasureTooltip_ItemName"	" - {g:dota_item_name:item_def}"
"dota_profile_content_tab_official_info"	"Проф. информация"
"dota_profile_oi_player_name"	"ПСЕВДОНИМ"
"dota_profile_oi_player_name_sub"	"Должен быть узнаваемым для игроков по всему миру. Не указывайте в нём команду или спонсоров."
"dota_profile_oi_team"	"КОМАНДА"
"dota_profile_oi_team_sub"	"Если вы играете в команде по Dota 2, то укажите ее. Тег этой команды будет указан перед вашим псевдонимом."
"dota_profile_oi_sponsor"	"СПОНСОР"
"dota_profile_oi_sponsor_sub"	"Названия спонсоров, которые будут указаны после вашего псевдонима."
"dota_profile_oi_country"	"СТРАНА"
"dota_profile_oi_role"	"РОЛЬ"
"dota_profile_oi_role_sub"	"Если вы исполняете определенную роль, выберите ее. В основу входят те, кто играет на центральной или сложной линии, а также те, кто зарабатывает золото на легкой линии."
"dota_profile_oi_preview"	"Вот как ваш псевдоним будет отображаться в таблице лидеров и турнирных играх:"
"dota_profile_oi_preview_warning"	"Эту информацию можно изменять только раз в две недели, поэтому убедитесь, что она указана точно, прежде чем отправлять ее!"
"dota_profile_oi_submit_info"	"Отправить"
"dota_profile_oi_submit_pending"	"Отправка…"
"dota_profile_oi_submit_success"	"Готово!"
"dota_profile_oi_submit_failure"	"Ошибка - повторите попытку."
"dota_role_core"	"Основа"
"dota_role_support"	"Поддержка"
"Compendium_GenerateFail"	"Не удалось сгенерировать файл ресурсов «{s:s1}»."
"Compendium_PreparePublish"	"Подготовить к публикации"
"Compendium_PublishError"	"Не удалось скопировать «{s:s1}» в папку компендиума по адресу «{s:s2}»."
"Compendium_PublishFinishedTitle"	"Публикация успешно завершена"
"DOTA_Treasure"	"Сокровищница"
"DOTA_Blog"	"Новости Dota 2"
"DOTA_SortBy"	"Сортировать по"
"DOTA_SortOption_Newest"	"Новизне"
"DOTA_SortOption_Owned"	"Наличию"
"DOTA_SortOption_Price"	"Цене"
"DOTA_SortOption_Alphabetical"	"Алфавитному порядку"
"Action_Use"	"Использовать"
"DOTA_BadgeLevel"	"{d:badge_level}"
"DOTA_AHC_CurrentHero"	"Текущий герой"
"DOTA_AHC_CurrentHeroName"	"{s:current_hero_name}"
"DOTA_AHC_InProgress"	"Выполняется"
"DOTA_AHC_CurrentHeroAttempts"	"{s:current_hero_attempts}"
"DOTA_AHC_CurrentHeroAverage"	"Попыток в среднем по миру"
"DOTA_AHC_CurrentHeroAverageAttempts"	"{s:current_hero_average_attempts}"
"DOTA_AHC_NextHero"	"Следующий герой"
"DOTA_AHC_NextHeroName"	"{s:next_hero_name}"
"DOTA_AHC_ChallengeProgress"	"Прогресс испытания ({d:challenge_progress_percent}%)"
"DOTA_AHC_HeroesCompleted"	"Героев завершено"
"DOTA_AHC_HeroesCompletedValue"	"{d:heroes_completed} / {d:heroes_total}"
"DOTA_AHC_TotalAttempts"	"Всего игр"
"DOTA_AHC_TotalAttemptsValue"	"{d:challenge_total_attempts}"
"DOTA_AHC_EquivalentWorldAverage"	"Игр для такого же результата в среднем по миру"
"DOTA_AHC_EquivalentWorldAverageValue"	"{d:challenge_average_total_attempts}"
"DOTA_AHC_LifetimeStats"	"Статистика испытания за все время"
"DOTA_AHC_FullChallengesCompleted"	"Полных прохождений испытания"
"DOTA_AHC_FullChallengesCompletedValue"	"{d:full_challenges_completed}"
"DOTA_AHC_BestFullChallenge"	"Рекорд по количеству игр"
"DOTA_AHC_BestFullChallengeValueNone"	"Нет"
"DOTA_AHC_BestFullChallengeValue"	"{d:best_full_challenge}"
"DOTA_AHC_FullChallengeAverage"	"Игр в среднем по миру"
"DOTA_AHC_FullChallengeAverageValue"	"{s:full_challenge_average}"
"DOTA_AHC_ChallengeReward"	"Награда за испытание"
"DOTA_AHC_ChallengeTrophyName"	"{s:challenge_trophy_name}"
"DOTA_AHC_ChallengeTrophyLevel"	"Уровень {d:challenge_trophy_level}"
"DOTA_Trophies_ViewEarned"	"Полученные"
"DOTA_Party_Add_Friends"	"Добавьте друзей, чтобы создать группу"
"DOTA_ItemSet_Count_text"	"{d:item_current_group} / {d:item_group_count}"
"DOTA_Custom_Game_Map_AnyNumbered"	"Любая из {d:map_choices}"
"dota_settings_enable_console"	"Включить консоль"
"dota_settings_enable_console_tooltip"	"Приоритет параметров запуска -dev и -console выше этой опции"
"dota_settings_binding_options"	"Настройки клавиш"
"dota_settings_allow_gui_key_to_bind"	"Использовать клавиши Windows/Command"
"DOTA_HeroLoadout_Loadout"	"Снаряжение"
"DOTA_HeroLoadout_About"	"Информация"
"DOTA_HeroLoadout_Guides"	"Руководства"
"DOTA_HeroLoadout_Roles"	"Роли"
"DOTA_HeroLoadout_Biography"	"Биография"
"DOTA_Feed_Say_Something"	"Расскажите о чём-нибудь…"
"DOTA_Armory_ClearFilter"	"Убрать фильтр"
"DOTA_Armory_ContextMenu_Tags"	"Метки…"
"DOTA_Armory_ContextMenu_EffigyPose"	"Поза…"
"DOTA_Armory_ContextMenu_EffigyReforge"	"Изменить…"
"DOTA_EffigyEditor_CreateEffigy"	"Создать статую"
"DOTA_EffigyEditor_PoseEffigy"	"Изменить позу"
"DOTA_EffigyEditor_ReforgeEffigy"	"Изменить статую"
"DOTA_EffigyEditor_Model"	"Герой"
"DOTA_EffigyEditor_Loadout"	"Снаряжение"
"DOTA_EffigyEditor_Inscription"	"Надпись:"
"DOTA_EffigyEditor_Animation"	"Анимация:"
"DOTA_EffigyEditor_Frame"	"Выберите кадр"
"DOTA_EffigyEditor"	"Редактор статуй"
"DOTA_EffigyEditor_ConfirmCreate"	"Создав статую, вы потратите блок для нее, после чего изменить ее можно будет только соответствующим инструментом. Вы уверены, что хотите продолжить?"
"DOTA_EffigyEditor_ConfirmReforge"	"Изменив статую, вы потратите инструмент для изменения статуй. Вы уверены, что хотите продолжить?"
"DOTA_EffigyEditor_Error"	"Не удалось создать статую."
"DOTA_EffigyEditor_ErrorReforge"	"Не удалось изменить статую."
"DOTA_EffigyEditor_ErrorPose"	"Не удалось изменить позу статуи."
"DOTA_EffigyEditor_Success"	"Статуя создана."
"DOTA_EffigyEditor_SuccessReforge"	"Статуя изменена."
"DOTA_EffigyEditor_SuccessPose"	"Поза статуи изменена."
"dota_profile_content_tab_all_hero_challenge"	"Испытание всех героев"
"DOTA_tooltip_econ_item_delete_restriction"	"Нельзя удалить"
"DOTA_tooltip_econ_item_modifiers"	"Модификаторы"
"DOTA_tooltip_econ_item_modifier_animation"	"Анимация"
"DOTA_tooltip_econ_item_modifier_announcer"	"Комментатор"
"DOTA_tooltip_econ_item_modifier_HUD"	"Стиль интерфейса"
"DOTA_tooltip_econ_item_modifier_health_bar"	"Полоса здоровья"
"DOTA_tooltip_econ_item_modifier_ability_name"	"Название способности"
"DOTA_tooltip_econ_item_modifier_loading_screen"	"Загрузочный экран"
"DOTA_tooltip_econ_item_modifier_cursor_pack"	"Набор курсоров"
"DOTA_tooltip_econ_item_modifier_portrait"	"Портрет"
"DOTA_tooltip_econ_item_modifier_ambient_effects"	"Визуальные эффекты"
"DOTA_tooltip_econ_item_modifier_kill_effects"	"Эффекты убийства"
"DOTA_tooltip_econ_item_modifier_spell_effects"	"Эффекты способностей"
"DOTA_tooltip_econ_item_modifier_model"	"Модель"
"DOTA_tooltip_econ_item_modifier_scale"	"Размер"
"DOTA_tooltip_econ_item_modifier_wearable"	"Можно надеть"
"DOTA_tooltip_econ_item_modifier_courier"	"Курьер"
"DOTA_tooltip_econ_item_modifier_flying_courier"	"Летающий курьер"
"DOTA_tooltip_econ_item_modifier_pet"	"Питомец"
"DOTA_tooltip_econ_item_modifier_weather"	"Погода"
"DOTA_tooltip_econ_item_modifier_sound"	"Звук"
"DOTA_tooltip_econ_item_modifier_soundscape"	"Звуковой фон"
"DOTA_tooltip_econ_item_modifier_voice"	"Голос"
"DOTA_tooltip_econ_item_modifier_icon"	"Иконка"
"DOTA_econ_item_details_style_label"	"Стиль:"
"DOTA_econ_item_details_gift_label"	"Подарок от:"
"Compendium_Downloading"	"Загрузка компендиума…"
"Compendium_DLFailed"	"Загрузка не удалась"
"Compendium_DLFailed_Desc"	"Не удалось загрузить компендиум.\n\nПовторите попытку позже."
"Compendium_Error"	"Ошибка компендиума"
"Compendium_Error_Desc"	"Имеется проблема с компендиумом. Мы работаем над ее устранением.\n\nПовторите попытку позже."
"Compendium_Retry"	"Повторить"
"Compendium_preview_mode"	"ПРЕДПРОСМОТР"
"Compendium_preview_click"	"Нажмите сюда для активации!"
"Compendium_level"	"УРОВЕНЬ"
"Compendium_to_next_level"	"ДО СЛЕД. УРОВНЯ"
"Compendium_LevelupPts_Singular"	"Очков: 1"
"Compendium_LevelupPts_Plural"	"Очков: {d:next_comp_level}"
"DOTA_GlobalItems_MegaKill"	"Наборы мега-убийств"
"DOTA_Treasure_BonusReward"	"Дополнительная награда"
"DOTA_OpenTreasureTooltip_ExtraItems"	"…и еще {d:extra_items_count}!"
"DOTA_AASystem_Green"	"Вы играете без перерыва {s:playtime}. Сейчас никакой угрозы здоровью нет. Наслаждайтесь!"
"DOTA_AASystem_Yellow"	"Вы играете без перерыва %s1. Это слишком долго и может навредить вашему здоровью. Пожалуйста, отдохните!"
"DOTA_AASystem_Red"	"Вы играете без перерыва %s1. Это слишком долго и может навредить вашему здоровью. Самое время отдохнуть!"
"DOTA_AntiAddiction_Initial_With_ID_18Plus"	"Последний раз в сети: %s1\nПоследний IP-адрес: %s2"
"DOTA_AntiAddiction_Initial_With_ID_Under_18"	"Вам нет 18 лет. Действует система против зависимости.\nПоследний раз в сети: %s1\nПоследний IP-адрес: %s2"
"DOTA_AntiAddiction_Initial_No_ID"	"Ваш аккаунт не зарегистрирован.\nПоследний раз в сети: %s1\nПоследний IP-адрес: %s2"
"DOTA_AntiAddiction_Blocked_Time_Exceeded"	"Система против зависимости: превышено допустимое время игры. Завершение работы."
"DOTA_AntiAddiction_Initial_No_ID_Popup"	"Ваш аккаунт зарегистрирован не полностью. Желаете ввести информацию о себе?"
"DOTA_AntiAddiction_CompleteInfoNow"	"Ввести информацию"
"DOTA_AntiAddiction_CompleteInfoNotNow"	"Не сейчас"
"DOTA_AntiAddiction_Initial_DateFormat"	"%s1Г%s2М%s3Д %s4:%s5:%s6"
"DOTA_AntiAddiction_Label_Green"	"Время игры: {s:playtime} (безопасно)"
"DOTA_AntiAddiction_Label_Yellow"	"Время игры: {s:playtime} (небезопасно)"
