"dota"
{
"DOTA_Accept"	"Accepteren"
"DOTA_Settings_Tooltip_AutoattackAfterSpell"	"Als dit niet is aangevinkt, blijft de held staan na het gebruik van een spreuk, wachtend op het volgende bevel."
"DOTA_Settings_Tooltip_AutoPurchase"	"Koop het volgende item in de lijst met aanbevolen items als je het je kunt veroorloven."
"DOTA_Settings_Tooltip_AutoSelectSummons"	"Als nieuwe eenheden door de held worden opgeroepen, worden ze toegevoegd aan je selectiegroep."
"DOTA_Settings_Tooltip_DoubleTap"	"Door te dubbelklikken op een vaardigheid of item, of door twee keer op de sneltoets te drukken, gebruik je het op jezelf wanneer het beschikbaar is."
"DOTA_Settings_Tooltip_UnifiedOrders"	"Het inhouden van CTRL tijdens het geven van een bevel zal het naar alle eenheden die je bestuurt sturen."
"DOTA_Settings_Tooltip_TeleportStop"	"Als je beweegt of een spreuk gebruikt worden teleportaties die bezig zijn niet geannuleerd. Geldt alleen voor Teleport Scrolls of Boots of Travel."
"DOTA_Settings_Tooltip_Deceleration"	"De snelheid waarmee de camera stil komt te staan na beweging. Een groter getal resulteert in een snellere stop."
"DOTA_Settings_Tooltip_Screenshake"	"Sommige spreuken en verlammingen laten de camera schudden."
"DOTA_Settings_Tooltip_CameraRespawn"	"Focus de camera opnieuw op je held als je respawnt."
"DOTA_Settings_Tooltip_HideProfile"	"Je Dota 2-profiel zal niet toegankelijk zijn voor anderen. Je Steam-profiel zal niet toegankelijk zijn voor anderen vanuit Dota 2."
"DOTA_Settings_Tooltip_ShareMatchData"	"Stelt de spelgegevens van je openbare spellen beschikbaar voor entiteiten van een derde partij."
"DOTA_Settings_Tooltip_NetworkQuality"	"Als je een slechte netwerkverbinding hebt, kan het instellen hiervan op 'LAAG' de prestaties van het netwerk verbeteren."
"DOTA_Settings_Tooltip_MinimapSimple"	"Minikaartkleuren worden bepaald door het team in plaats van individuele spelers."
"DOTA_Lobby_BotDifficulty"	"Moeilijkheidsgraad bots"
"DOTA_Lobby_BotDifficulty_no_bot"	"Geen bots"
"DOTA_Lobby_BotDifficulty_passive"	"Passief"
"DOTA_Lobby_BotDifficulty_easy"	"Makkelijk"
"DOTA_Lobby_BotDifficulty_medium"	"Gemiddeld"
"DOTA_Lobby_BotDifficulty_hard"	"Moeilijk"
"DOTA_Lobby_BotDifficulty_unfair"	"Oneerlijk"
"DOTA_Lobby_BotTeam"	"Team kiezen"
"DOTA_create_bot_practice_solo"	"Solo"
"DOTA_create_bot_practice_solo_desc"	"Oefen alleen tegen bots in een lokaal spel. Maakt geen gebruik van matchmaking en je kunt weggaan wanneer je wilt."
"DOTA_create_bot_practice_coop"	"Co-op"
"DOTA_Lobby_BotDifficulty_bot_passive"	"Passieve bots"
"DOTA_Lobby_BotDifficulty_bot_easy"	"Makkelijke bots"
"DOTA_Lobby_BotDifficulty_bot_medium"	"Gemiddelde bots"
"DOTA_Lobby_BotDifficulty_bot_hard"	"Moeilijke bots"
"DOTA_Lobby_BotDifficulty_bot_unfair"	"Oneerlijke bots"
"dota_lobby_title"	"{s:lobby_name}"
"dota_lobby_title_local_game"	"Lokale lobby"
"dota_lobby_title_default"	"Lobby"
"lobby_row_player_name"	"{s:player_name}"
"dota_lobby_row_game_name"	"{s:game_name}"
"dota_lobby_row_slots"	"{s:slots}"
"dota_lobby_row_game_mode"	"{s:game_mode}"
"dota_lobby_row_join"	"Deelnemen"
"dota_lobby_row_leave"	"Verlaten"
"dota_lobby_coaches_title"	"Coaches"
"dota_lobby_browser_all_game_modes"	"Alle spelmodi"
"dota_lobby_browser_title"	"Dota-lobby's doorbladeren"
"dota_lobby_browser_num_available"	"( {d:lobbies_available} beschikbaar )"
"dota_lobby_browser_no_lobbies"	"Geen lobby's gevonden"
"dota_lobby_browser_no_matching_lobbies"	"Geen lobby's gevonden die met je zoekopdracht overeenkomen"
"dota_lobby_browser_updating"	"Lobbylijst bijwerken..."
"dota_lobby_browser_search_placeholder"	"Lobby's zoeken"
"dota_lobby_browser_game_mode"	"Spelmodus"
"dota_lobby_browser_refresh"	"Vernieuwen"
"dota_lobby_browser_filter_title"	"Lobby's filteren"
"dota_lobby_submit_filter"	"Toepassen"
"dota_popup_lobby_password_title"	"Lobby-wachtwoord invoeren"
"DOTA_AttackCapability_Melee"	"Melee"
"DOTA_AttackCapability_Ranged"	"Afstand"
"DOTA_Item_OnMarket"	"Markt"
"DOTA_Items_DefaultSet"	"Standaard set"
"DOTA_Items_SetEquipped_Label"	"Uitgerust"
"DOTA_EquippedItem_Label"	"Uitgerust"
"DOTA_PreviewingItem_Label"	"Voorproefje"
"DOTA_EquippedItem_Rarity"	"{s:equipped_econ_set_rarity}"
"DOTA_EquippedItem_SetName"	"{s:equipped_econ_set_name}"
"DOTA_EquippedItem_DefaultSet"	"Standaard set"
"DOTA_EquippedItem_PartialSet"	"Gedeeltelijke set"
"DOTA_EquippedItem_Style"	"{i:equipped_econ_set_style_count} stijl(en)"
"DOTA_EquippedItem_Button_Details"	"{s:equipped_details_button_text}"
"DOTA_EquippedItem_Customize"	"Aanpassen"
"DOTA_EquippedItem_CustomSet"	"Aangepaste set"
"DOTA_EquippedItem_Equip"	"Uitrusten"
"DOTA_EquippedItem_Unpack_And_Equip"	"Uitpakken en uitrusten"
"DOTA_EquippedItem_Details"	"{s:equipped_econ_set_type_name} - details"
"DOTA_EquippedItem_Purchase_Button"	"Kopen"
"DOTA_EquippedItem_Marketplace_Button"	"Markt"
"DOTA_EquippedItem_BundleName"	"In bundel \"{s:equipped_econ_set_bundle}\""
"DOTA_EquippedItem_FilterText"	"Voorproefje"
"DOTA_EquippedItem_SaleAmount"	"-{i:equipped_econ_set_sale_amount}%"
"DOTA_EquippedItem_RegularSetPrice"	"{s:equipped_econ_regular_set_price}"
"DOTA_EquippedItem_SetPrice"	"{s:equipped_econ_set_price}"
"DOTA_EquippedItem_TreasurePrice"	"{s:equipped_econ_treasure_price}"
"DOTA_HeroDemo_Button"	"{s:econ_item_category_name} proberen"
"DOTA_HeroDemo_Button_Tooltip"	"Start op in de demomodus om deze itemset of heldvaardigheden te bekijken"
"DOTA_HeroDemo_Button_Return"	"Terug naar demo"
"DOTA_HeroDemo_Button_DBQuit"	"Demo afsluiten"
"DOTA_EquippedItem_Bundle"	"Bundel"
"DOTA_EquippedItem_ItemSet"	"Set"
"DOTA_EquippedItem_Item"	"Item"
"DOTA_EconItemSet_Name"	"{s:econ_set_name}"
"DOTA_EconItemSet_Rarity"	"{s:econ_set_rarity}"
"DOTA_EconItemSet_Status"	"{s:econ_set_status}"
"DOTA_EconItemSet_Price"	"{s:econ_set_price}"
"DOTA_EconItemSet_SaleAmount"	"-{i:econ_sale_amount}%"
"DOTA_EconItemSet_DeveloperOnly"	"Niet openbaar"
"DOTA_EconItemSet_Tooltip_InBundle"	"Deze set zit in een bundel"
"DOTA_EconItemSet_Tooltip_PartialSet"	"Dit bevat slechts een deel van de volledige itemset"
"DOTA_EconItemSet_Tooltip_MultipleStyles"	"Heeft meerdere stijlen"
"DOTA_HeroRole_Carry"	"Carry"
"DOTA_HeroRole_Support"	"Support"
"DOTA_HeroRole_Nuker"	"Nuker"
"DOTA_HeroRole_Disabler"	"Disabler"
"DOTA_HeroRole_Jungler"	"Jungler"
"DOTA_HeroRole_Durable"	"Durable"
"DOTA_HeroRole_Escape"	"Escape"
"DOTA_HeroRole_LaneSupport"	"Lane Support"
"DOTA_HeroRole_Pusher"	"Pusher"
"DOTA_HeroRole_Initiator"	"Initiator"
"DOTA_HeroRole_Description_Carry"	"Wordt later in het spel handig als er een groot goudvoordeel is."
"DOTA_HeroRole_Description_Support"	"Kan de focus minder op het vergaren van goud en voorwerpen leggen en meer op het gebruik van vaardigheden om een voordeel te behalen voor het team."
"DOTA_HeroRole_Description_Nuker"	"Kan vijandelijke helden snel doden door het gebruik van spreuken die veel schade aanrichten en een korte afkoeltijd hebben."
"DOTA_HeroRole_Description_Disabler"	"Heeft gegarandeerd één of meer uitschakelspreuken."
"DOTA_HeroRole_Description_Jungler"	"Kan in het begin van het spel effectief neutrale creeps in de jungle farmen."
"DOTA_HeroRole_Description_Durable"	"Is in staat langer teamgevechten te overleven."
"DOTA_HeroRole_Description_Escape"	"Heeft de mogelijkheid om snel de dood te vermijden."
"DOTA_HeroRole_Description_LaneSupport"	"Kan in het begin van het spel de carry van je team beschermen, zodat hij kan farmen."
"DOTA_HeroRole_Description_Pusher"	"In staat om snel torens en barakken te belegeren en vernietigen tijdens het gehele spel."
"DOTA_HeroRole_Description_Initiator"	"Goed om een teamgevecht mee te beginnen."
"DOTA_HeroGrid_OptionCategory_Role"	"Rollen:"
"DOTA_HeroGrid_OptionCategory_Attributes"	"Attributen:"
"DOTA_HeroGrid_OptionCategory_AttackType"	"Aanvalstype:"
"DOTA_HeroLoadout_PreviousHeroName"	"{s:previous_hero_name}"
"DOTA_HeroLoadout_NextHeroName"	"{s:next_hero_name}"
"DOTA_HeroLoadout_CurrentHeroName"	"{s:hero_name}"
"DOTA_HeroLoadout_AttackType"	"{s:hero_attack_type}"
"DOTA_HeroLoadout_HeroFilterName"	"Held"
"DOTA_HeroLoadout_Search"	"Naar {s:hero_name}-items zoeken"
"DOTA_HeroCustomize_Title"	"Held aanpassen"
"DOTA_HeroCustomize_OwnedItems"	"Items in bezit"
"DOTA_HeroCustomize_Slot"	"Positie"
"DOTA_HeroCustomize_SlotName"	"{s:slot_name}"
"DOTA_HeroCustomize_SlotEquippedItemName"	"{s:equipped_item_name}"
"DOTA_HeroCustomize_DefaultItemName"	"Standaard item"
"DOTA_HeroCustomize_PreviewItemName"	"{s:preview_item_name}"
"DOTA_HeroCustomize_PreviewStyle"	"{s:preview_style_name}"
"DOTA_HeroCustomize_PreviewItemSlot"	"{s:preview_item_slot}"
"DOTA_HeroCustomize_Rarity"	"{s:preview_item_rarity}"
"DOTA_UIEconItem_StyleIndex"	"{i:style_index}"
"dota_ready_up_num_accepted"	"{i:num_accepted} / {i:total_players} geaccepteerd"
"returning_top_of_queue"	"Terugkeren naar matchmaking met hoge prioriteit..."
"returning_to_lobby"	"Naar lobby terugkeren om meer spelers te vinden..."
"GC_reconnecting"	"Verbinding met de Dota 2-spelcoördinator herstellen..."
"GC_searching"	"Zoeken naar de Dota 2-spelcoördinator..."
"GC_noconnection"	"Niet verbonden met de Dota 2-spelcoördinator."
"GC_connecting"	"Verbinden met de Dota 2-spelcoördinator..."
"GC_connected"	"Verbonden met de Dota 2-spelcoördinator."
"GC_down"	"De Dota 2-spelcoördinator is tijdelijk offline."
"GC_Queue_Position"	"De Dota 2-spelcoördinator is momenteel vol. Positie in wachtrij: {i:gc_queue_position}"
"GC_Wait_Time"	"Verwachte wachttijd: %s1"
"GC_Wait_Time_Unknown"	"Onbekend"
"dota_practice_vs_bots"	"Oefenen tegen bots beginnen"
"dota_practice_vs_bots_difficulty"	"Moeilijkheidsgraad bots"
"dota_practice_vs_bots_team"	"Spelen als welk team?"
"DOTA_practice_vs_bots_team_radiant"	"Radiant"
"DOTA_practice_vs_bots_team_dire"	"Dire"
"DOTA_practice_vs_bots_team_random"	"Willekeurig"
"DOTA_EmoticonUpsell"	"Emoticons worden ontgrendeld door specifieke helditems of leaguetickets te kopen."
"DOTA_CurrentTime"	"{t:t:current_time}"
"DOTA_MonthlyPlayers"	"{s:users_last_month}"
"DOTA_MonthlyPlayersLabel"	"Unieke spelers in de afgelopen maand"
"DOTA_CurrentPlayers"	"{s:current_users}"
"DOTA_CurrentPlayersLabel"	"Spelers nu in spel"
"DOTA_Search_NoResults"	"Geen resultaten"
"join_error_already_in_game"	"Kan niet meedoen in oefenlobby, want je bent al aan het spelen."
"join_error_invalid_lobby"	"De opgegeven lobby bestaat niet meer."
"join_error_incorrect_password"	"Onjuist wachtwoord."
"join_error_access_denied"	"Toegang geweigerd."
"join_error_generic"	" "
"join_error_lobby_full"	"Lobby is vol."
"join_error_timed_out"	"Time-out aanvraag."
"DOTA_Friends_Ready_To_Play"	"Open spellen"
"DOTA_Friend_Finding_Match"	"Spel zoeken..."
"DOTA_Friend_In_Match"	"In spel"
"DOTA_Friend_Solo_Open_Party"	"{s:player_name} wil spelen"
"DOTA_Friend_In_Party_Open"	"{s:player_name} zit in een open groep"
"DOTA_Friend_Solo_Open_Party_Self"	"Je zoekt naar groepsleden"
"DOTA_Friend_In_Open_Party_Self"	"Je zit in een open groep"
"DOTA_Friends_In_Party_Open"	"{d:num_friends} vrienden in open groep"
"DOTA_Friend_Lobby_Mode_Self"	"Je zit in een {s:game_mode}-lobby"
"DOTA_Friend_Lobby_Mode_1_Friend"	"{s:player_name} in {s:game_mode}-lobby"
"DOTA_Friend_Lobby_Mode_N_Friends"	"{d:num_friends} vrienden in {s:game_mode}-lobby"
"DOTA_Friend_Lobby_Mode_Small"	"{s:game_mode}-lobby"
"DOTA_Friend_Lobby_Players"	"{d:player_count} / {d:max_player_count}"
"DOTA_Friend_Lobby_Join_Button"	"{s:join_button_text}"
"DOTA_Friend_Lobby_Friend_Count"	"+{d:extra_friend_count}"
"DOTA_Friend_Invite_To_Party"	"Uitnodigen in groep"
"DOTA_Friend_SuggestInviteToParty"	"Uitnodiging voor groep voorstellen"
"DOTA_Request_Join_Party"	"Aanvragen om aan groep deel te nemen"
"DOTA_Request_Merge_Parties"	"Aanvragen om groepen samen te voegen"
"DOTA_Request_Merge_Parties_NotLeader"	"De groepsleider kan aanvragen groepen samen te voegen."
"DOTA_Friend_PartyInvitePending"	"Groepsuitnodiging in afwachting"
"DOTA_Friend_PartyInvitePending_Leader"	"Groepsuitnodiging in afwachting<br/>Klik om de uitnodiging te annuleren"
"DOTA_Friend_JoinParty"	"Aan groep deelnemen"
"DOTA_PartyVisTooltip_SoloTitleOpen"	"Wil spelen"
"DOTA_PartyMerge_Error_Title"	"Aan groep deelnemen/samenvoegen mislukt"
"DOTA_PartyMerge_Error_NOT_LEADER"	"Groepshandelingen kunnen enkel door de groepsleider worden uitgevoerd"
"DOTA_PartyMerge_Error_TOO_MANY_PLAYERS"	"De groepen kunnen niet worden samengevoegd omdat er te veel spelers zijn."
"DOTA_PartyMerge_Error_TOO_MANY_COACHES"	"De groepen kunnen niet worden samengevoegd omdat er te veel coaches zijn."
"DOTA_PartyMerge_Error_ENGINE_MISMATCH"	"De groepen kunnen niet worden samengevoegd omdat ze verschillende versies van Dota spelen"
"DOTA_PartyMerge_Error_NO_SUCH_GROUP"	"Groep bestaat niet meer."
"DOTA_Feed_Timestamp_Recently"	"Zojuist"
"DOTA_Feed_Timestamp_MinutesAgo"	"{i:value} minuten geleden"
"DOTA_Feed_Timestamp_HourAgo"	"{i:value} uur geleden"
"DOTA_Feed_Timestamp_HoursAgo"	"{i:value} uur geleden"
"DOTA_Feed_Timestamp_Yesterday"	"Gisteren"
"DOTA_Feed_Timestamp_Date"	"{s:day} {s:month}"
"dota_lobby_type_practice"	"Oefenspel"
"dota_lobby_type_practice_game_mode_custom"	"Aangepast spel"
"dota_lobby_type_tournament"	"Toernooi"
"dota_lobby_type_coop_bot"	"Co-op-bot"
"dota_lobby_type_competitive"	"Ranked"
"dota_lobby_unknown"	"Onbekend"
"DOTA_Lobby_No_Players_Title"	"GEEN SPELERS IN EEN TEAM"
"DOTA_Lobby_No_Players_Desc"	"Je moet ten minste een speler in het Radiant- of Dire-team hebben."
"dota_match_result_none"	"???"
"dota_social_feed_loading"	"Laden..."
"DOTA_LoadingPlayerUnknown"	"-"
"DOTA_LoadingPlayerLoading"	"Laden..."
"DOTA_LoadingPlayerFullyConnected"	"Gereed"
"DOTA_LoadingPlayerFailed"	"Mislukt"
"LoadingScreenTimer"	"{t:d:countdown_timer_seconds}"
"HeroSelectionTimer"	"{i:timer_seconds}"
"LoadingScreenMapInfo"	"Map: {s:map_name}"
"LoadingScreenPlayersInfo"	"Spelers: {i:players_loaded}/{i:players_total}"
"LoadingScreenSpectatorsInfo"	"Toeschouwers: {i:spectators_loaded}/{i:spectators_total}"
"custom_end_screen_victory_message"	"{s:winning_team_name} wint!"
"custom_end_screen_legend_player"	"Speler"
"custom_end_screen_legend_level"	"Level"
"custom_end_screen_legend_hero"	"Held"
"custom_end_screen_legend_items"	"Items"
"custom_end_screen_legend_gold"	"Goud"
"custom_end_screen_legend_team_score"	"Score"
"custom_scoreboard_hero_name_and_desc"	"Lvl {i:hero_level} {s:hero_name}"
"CustomEndScreenClose"	"Sluiten"
"DOTA_Armory_Category_Heroes"	"Helden"
"DOTA_Armory_Category_Companions"	"Metgezellen"
"DOTA_Armory_Category_Couriers"	"Koeriers"
"DOTA_Armory_Category_Pets"	"Dieren"
"DOTA_Armory_Category_World"	"Wereld"
"DOTA_Armory_Category_Wards"	"Wards"
"DOTA_Armory_Category_Weather"	"Weerseffecten"
"DOTA_Armory_Category_Effigies"	"Effigies"
"DOTA_Armory_Category_Interface"	"Interface"
"DOTA_Armory_Category_Emoticons"	"Emoticons"
"DOTA_Armory_Category_LoadingScreens"	"Laadschermen"
"DOTA_Armory_Category_HUDs"	"HUDs"
"DOTA_Armory_Category_CursorPacks"	"Cursorpakketten"
"DOTA_Armory_Category_Audio"	"Geluid"
"DOTA_Armory_Category_VoicePacks"	"Stempakketten"
"DOTA_Armory_Category_AnnouncerPacks"	"Omroeperspakketten"
"DOTA_Armory_Category_Music"	"Muziek"
"DOTA_Armory_Category_All"	"Alles"
"DOTA_Armory_Category_Other"	"Overig"
"DOTA_Armory_Category_View"	"Categorieweergave"
"DOTA_Armory_Filter"	"Filter instellen"
"DOTA_Armory_SortBy"	"Sorteren op:"
"DOTA_Armory_SortBy_Rarity"	"Zeldzaamheid"
"DOTA_Armory_SortBy_Quality"	"Kwaliteit"
"DOTA_Armory_SortBy_Name"	"Naam"
"DOTA_Armory_SortBy_Recent"	"Datum verkregen"
"DOTA_Armory_SortBy_Sockets"	"Aantal sockets"
"DOTA_Armory_Search"	"Naar arsenaalitems zoeken"
"DOTA_Armory_ContextMenu_Preview"	"Itemdetails"
"DOTA_Armory_ContextMenu_PreviewSet"	"Voorbeeld volledige set"
"DOTA_Armory_ContextMenu_Equip"	"Item uitrusten"
"DOTA_Armory_ContextMenu_Unequip"	"Item afdoen"
"DOTA_Armory_ContextMenu_Socketing"	"Socketen"
"DOTA_Armory_ContextMenu_GiftWrap"	"Item inpakken"
"DOTA_Armory_ContextMenu_Delete"	"Verwijderen"
"dota_page_match_details_loading"	"Spel laden..."
"dota_page_match_details_victory"	"Winnaar: {s:winner}"
"dota_page_match_details_legend_player"	"Speler"
"dota_page_match_details_legend_level"	"Level"
"dota_page_match_details_legend_hero"	"Held"
"dota_page_match_details_legend_kills"	"K"
"dota_page_match_details_legend_deaths"	"D"
"dota_page_match_details_legend_assists"	"A"
"dota_page_match_details_legend_items"	"Items"
"dota_page_match_details_legend_gold"	"Goud"
"dota_page_match_details_legend_last_hits"	"LT"
"dota_page_match_details_legend_denies"	"AFW."
"dota_page_match_details_legend_gold_per_min"	"GPM"
"dota_page_match_details_legend_xp_per_min"	"XPM"
"dota_page_match_details_legend_winner_tooltip"	"Winnende team"
"dota_page_match_details_legend_assists_tooltip"	"Assists"
"dota_page_match_details_legend_gold_per_min_tooltip"	"Goud per minuut"
"dota_page_match_details_legend_xp_per_min_tooltip"	"Ervaring per minuut"
"dota_page_match_details_header_league_name"	"Leaguenaam"
"dota_page_match_details_header_custom_game_map_name"	"Mapnaam"
"dota_page_match_details_header_match_id"	"Spel-ID"
"dota_page_match_details_header_game_mode"	"Spelmodus"
"dota_page_match_details_header_duration"	"Duur"
"dota_page_match_details_voting_votes"	"{i:num_votes} stemmen"
"dota_page_match_details_match_discussion"	"Speldiscussie"
"dota_page_match_details_comment_placeholder"	"Schrijf een bericht..."
"dota_page_match_details_comment_loading_comments"	"Berichten laden..."
"dota_page_match_details_comment_no_comments"	"Er zijn geen opmerkingen over dit spel geplaatst"
"dota_page_match_details_replay_existence_unknown"	"Naar herhaling zoeken..."
"dota_page_match_details_replay_existence_cdn_found"	"Herhaling downloaden"
"dota_page_match_details_replay_existence_not_found"	"Herhaling onbeschikbaar"
"dota_page_match_details_replay_existence_downloading"	"Downloaden..."
"dota_page_match_details_replay_existence_disk_found_replay"	"Herhaling bekijken"
"dota_page_match_details_replay_existence_disk_found_highlights"	"Hoogtepunten bekijken"
"dota_page_match_details_replay_existence_wrong_engine"	"Source 1-herhalingen zijn niet beschikbaar in Source 2"
"dota_profile_content_tab_activity_feed"	"Activiteitenfeed"
"dota_profile_content_tab_recent_games"	"Recente spellen"
"dota_profile_recent_games_option_show_practice_matches"	"Oefenwedstrijden tonen"
"dota_profile_recent_game_header_timestamp"	"Datum / tijd"
"dota_profile_recent_game_header_hero_name"	"Held gespeeld"
"dota_profile_recent_game_header_result"	"Resultaat"
"dota_profile_recent_game_header_duration"	"Duur"
"dota_profile_recent_game_header_type"	"Type"
"dota_profile_recent_game_result_win"	"Overwinning"
"dota_profile_recent_game_result_loss"	"Nederlaag"
"dota_profile_recent_game_result_abandon"	"Verlaten"
"dota_profile_recent_game_icon_source1"	"S1"
"dota_profile_hero_with_index"	"{d:hero_index} {s:hero_name}"
"dota_profile_hero"	"{s:hero_name}"
"dota_page_match_details_replay_error_not_found"	"Herhaling niet gevonden op schijf."
"DOTA_tooltip_econ_item_name"	"{s:item_name}"
"DOTA_tooltip_econ_item_description"	"{s:item_description}"
"DOTA_tooltip_econ_item_set"	"Onderdeel van: <font color='#dddddd'>{s:item_set}</font>"
"DOTA_tooltip_econ_item_rarity_label"	"Zeldzaamheid: "
"DOTA_tooltip_econ_item_rarity"	"{s:item_rarity}"
"DOTA_tooltip_econ_item_slot"	"Positie: {s:item_slot}"
"DOTA_tooltip_econ_item_gifter"	"{g:dota_persona:gifter_name}"
"DOTA_tooltip_econ_item_gift_received_date"	"Ontvangen: {t:T:gift_received_date_time}"
"DOTA_tooltip_econ_item_trade_restriction_permanent"	"Niet ruilbaar"
"DOTA_tooltip_econ_item_trade_restriction_date"	"Niet ruilbaar tot: {t:T:tradable_after_date_time} {t:s:tradable_after_date_time}"
"DOTA_tooltip_econ_item_market_restriction_permanent"	"Niet verhandelbaar"
"DOTA_tooltip_econ_item_gift_restriction_permanent"	"Niet schenkbaar"
"DOTA_tooltip_econ_item_gift_restriction_date"	"Niet schenkbaar tot: {t:T:giftable_after_date_time} {t:s:giftable_after_date_time}"
"DOTA_tooltip_econ_item_gem_type"	"{s:gem_type}"
"DOTA_tooltip_econ_item_gem_strange_count"	"{d:strange_count}"
"DOTA_tooltip_econ_item_gem_description"	"{s:gem_description}"
"DOTA_tooltip_econ_item_partner"	"{s:partner}"
"DOTA_econ_item_details_item_name"	"{s:item_name}"
"DOTA_econ_item_details_item_creation_date"	"AANMAAKDATUM: {t:l:creation_date}"
"DOTA_econ_item_details_set_includes"	"Bevat het volgende:"
"DOTA_econ_item_details_item_set"	"Onderdeel van: <font color='#dddddd'>{s:item_set}</font>"
"DOTA_econ_item_details_rarity_label"	"Zeldzaamheid: "
"DOTA_econ_item_details_item_rarity"	"{s:item_rarity}"
"DOTA_econ_item_details_item_slot"	"Positie: {s:item_slot}"
"DOTA_econ_item_details_item_description"	"{s:item_description}"
"DOTA_econ_item_details_gem_type"	"{s:gem_type}"
"DOTA_econ_item_details_gem_strange_count"	"{d:strange_count}"
"DOTA_econ_item_details_gem_description"	"{s:gem_description}"
"DOTA_Treasure_Name"	"{s:treasure_name}"
"DOTA_Treasure_Rarity"	"Schat - <span class=\"ItemRarityColor\">{s:treasure_rarity}</span>"
"DOTA_Voice_Party"	"Spraakgroep"
"custom_game_mismatch_desc"	"Het archief van het aangepaste spel komt niet overeen tussen de spelserver en de client."
"custom_game_team_select"	"Team selecteren"
"custom_game_team_select_timer"	"{i:countdown_timer_seconds}"
"custom_game_team_select_shuffle"	"Husselen"
"custom_game_team_select_auto_start"	"Automatisch starten"
"custom_game_team_select_starting"	"Starten"
"custom_game_team_select_unassigned_players"	"Niet-toegewezen spelers"
"custom_game_team_select_lock_start"	"Vergrendelen en starten"
"custom_game_team_select_cancel_unlock"	"Annuleren en ontgrendelen"
"custom_game_team_select_join"	"Deelnemen"
"custom_game_team_select_empty_slot"	"Lege positie"
"custom_game_team_select_auto_assign"	"Automatisch toewijzen"
"custom_game_default_gameinfo_text"	"Kom later terug voor meer info over dit aangepaste spel!"
"CouldntFindCompendium"	"Het compendium-testbestand kon niet worden geladen: {s:s1}"
"CompendiumPageError_Pages"	"Kon geen \\'pages\\'-blok vinden in het compendium-databestand."
"CompendiumPageError_Template"	"Kon geen 'template'-vermelding vinden in compendiumpagina '{s:s1}' (paginanummer {s:s2})"
"CompendiumPageError_Template2"	"Kon geen template vinden met de naam '{s:s1}' in compendiumpagina '{s:s2}'"
"CompendiumPageError_Image"	"Kon geen afbeelding vinden met de naam '{s:s1}' in compendiumpagina '{s:s2}'"
"CompendiumPageError_Text"	"Kon geen tekstblok vinden met de naam '{s:s1}' in compendiumpagina '{s:s2}'"
"CompendiumPageError_Video"	"Kon geen video vinden met de naam '{s:s1}' in compendiumpagina '{s:s2}'"
"CompendiumPageError_Scrollbar"	"Kon geen schuifbalk genaamd '{s:s1}' vinden in compendiumpagina '{s:s2}'"
"CompendiumPageError_Selection"	"Kon geen selectie vinden met de naam '{s:s1}' in compendiumpagina '{s:s2}'"
"CompendiumPageError_PageNames"	"Ingebedde pagina '{s:s1}' gebruikt dezelfde naam als een andere pagina. Paginanamen moeten uniek zijn."
"CompendiumPageError_CustomText"	"Fout in aangepast tekstblok '{s:s1}' in compendiumpagina '{s:s2}'"
"CompendiumPageError_CustomImg"	"Fout in aangepast afbeeldingblok '{s:s1}'"
"CompendiumPageError_CustomBar"	"Fout in aangepaste voortgangsbalk, blok '{s:s1}' in compendiumpagina '{s:s2}'"
"CompendiumPageError_CustomEle"	"Initialiseren van aangepast element '{s:s1}' mislukt in compendiumpagina '{s:s2}'"
"CompendiumPageError_CTFont"	"Ongeldig lettertype '{s:s1}' opgegeven in compendiumpagina '{s:s2}'. Geldige lettertypes:\ntext, textbold, title"
"CompendiumPageError_CTAlign"	"Ongeldige uitlijning '{s:s1}' opgegeven in compendiumpagina '{s:s2}'. Geldige uitlijningen:\n left, right, center"
"CompendiumPageError_CTDepth"	"Ongeldige diepte '{s:s1}'. Geldige dieptes:\n front, back"
"CompendiumPageError_LinePos"	"Lijn '{s:s1}' heeft niet beide 'start'- en 'end'-positieblokken."
"CompendiumPageError_CTPoints"	"Ongeldige selectie-index '{s:s1}' in 'points'-sectie van persoonlijke tekst '{s:s2}'."
"CompendiumPageError_CTPoints2"	"Ongeldige selectie-index '{s:s1}' in 'points'-sectie van persoonlijke tekst '{s:s2}'. Geen selectie gevonden met die index."
"CompendiumPageError_SelDesc"	"Geen 'description'-sleutel gevonden voor selectie '{s:s1}' in compendiumpagina '{s:s2}'"
"CompendiumPageError_Points"	"Ontbrekende (of nul) 'points' gespecificeerd voor selectie '{s:s1}' in compendiumpagina '{s:s2}'"
"CompendiumPageError_SelType"	"Ontbrekende 'choice_type' voor selectie '{s:s1}' in compendiumpagina '{s:s2}'"
"CompendiumPageError_BarType"	"'data' ontbreekt voor voortgangsbalk '{s:s1}' in compendiumpagina '{s:s2}'"
"CompendiumPageError_NoTime"	"Ontbrekende of ongeldige 'time' gespecificeerd voor selectie '{s:s1}' in '{s:s2}'"
"CompendiumPageError_ElementType"	"Ontbrekend of ongeldig 'elementtype' voor element '{s:s1}' in compendiumpagina '{s:s2}'"
"CompendiumPageError_SelTimer"	"Onbekende timer genaamd '{s:s1}' in compendiumpagina '{s:s2}'"
"CompendiumPageError_BadElement"	"Onbekend SF-element genaamd '{s:s1}' in compendiumpagina '{s:s2}'"
