"dota"
{
"DOTA_Accept"	"ยอมรับ"
"DOTA_ItemChangeAttribute_NeedTool_Title"	"สั่งซื้อ {s:tool_name}?"
"DOTA_ItemChangeAttribute_NeedTool"	"คุณต้องใช้ {s:tool_name} เพื่อเปลี่ยน {s:l:item_attribute} ไอเท็ม คุณต้องการจะซื้อหรือไม่?"
"DOTA_ItemChangeAttribute_EnterAttribute_Title"	"ใส่ {s:item_attribute} ไอเท็มใหม่"
"DOTA_ItemChangeAttribute_EnterAttribute_Body"	"พิมพ์ {s:l:item_attribute} ใหม่ที่คุณต้องการกำหนดให้กับไอเท็ม การเปลี่ยน {s:l:item_attribute} จะใช้เครื่องมือ {s:tool_name} 1 ชิ้น"
"DOTA_ItemChangeAttribute_Processing_Title"	"กำลังประมวลผลการเปลี่ยน {s:item_attribute}"
"DOTA_ItemChangeAttribute_Processing_Text"	"{s:l:item_attribute} ของไอเท็มกำลังจะถูกเปลี่ยน..."
"DOTA_ItemChangeAttribute_TooLong_Title"	"{s:item_attribute} ไอเท็มยาวเกินไป"
"DOTA_ItemChangeAttribute_TooLong_Body"	"{s:l:item_attribute} ไอเท็มที่ใส่ยาวเกินไป โปรดลองอีกครั้งแล้วใส่ {s:l:item_attribute} ที่สั้นลง"
"DOTA_ItemChangeAttribute_Succeeded"	"{s:l:item_attribute} ของไอเท็มถูกเปลี่ยนเสร็จสมบูรณ์แล้ว"
"DOTA_ItemChangeAttribute_Error"	"ตรวจพบข้อผิดพลาดขณะกำลังพยายามเปลี่ยน {s:l:item_attribute} ไอเท็ม"
"Customization_Name"	"ชื่อ"
"Customization_Name_Tool"	"ป้ายชื่อ"
"Customization_Description"	"คำอธิบาย"
"Customization_Description_Tool"	"ป้ายคำอธิบาย"
"Customization_Gifter_Attributes"	"ข้อมูลของขวัญ"
"DOTA_ItemRemoveAttribute_Title"	"ลบ {s:item_attribute}?"
"DOTA_ItemRemoveAttribute"	"ลบ {s:l:item_attribute} กำหนดเองของไอเท็มชิ้นนี้ ให้กลับคืนเป็น {s:l:item_attribute} ดั้งเดิมหรือไม่?\n"
"DOTA_ItemRemoveGift"	"ลบข้อมูลของขวัญออกจากไอเท็มชิ้นนี้?\n"
"DOTA_ItemRemoveAttribute_Failed_Title"	"ล้มเหลวในการแก้ไขไอเท็ม"
"DOTA_ItemRemoveAttribute_Succeeded"	"{s:l:item_attribute} กำหนดเองได้ถูกลบออกจากไอเท็มชิ้นนี้เสร็จสมบูรณ์"
"DOTA_ItemRemoveAttribute_CannotBeRemoved"	"{s:l:item_attribute} กำหนดเองไม่สามารถถูกลบออกจากไอเท็มชิ้นนี้ได้"
"DOTA_ItemRemoveAttribute_Failed"	"ตรวจพบข้อผิดพลาดขณะกำลังพยายามลบ {s:l:item_attribute} ของไอเท็ม"
"DOTA_TributeTreasure_GuaranteedDescription"	"จำนวนสมบัติที่จะได้ตัวผสานชิ้นถัดไป: "
"DOTA_Leaf_Halloween2015_Title"	"Colosseum"
"DOTA_Leaf_Halloween2015_SubTitle"	"เกมแบบกำหนดเองใหม่จาก Valve"
"DOTA_Leaf_Halloween2015_Desc"	"ทั้งสองทีม ทีมละ 5 คนจะต่อสู้กันเพื่อควบคุมดินแดน ในการต่อสู้ไม่ถอยเพื่อยึดครอง"
"DOTA_Leaf_Halloween2015_Capture"	"ยึดครอง"
"DOTA_Leaf_Halloween2015_Control"	"ควบคุม"
"DOTA_Leaf_Halloween2015_Tricks"	"กลโกง"
"DOTA_Leaf_Halloween2015_Win"	"ได้รับชัยชนะ"
"DOTA_Leaf_Halloween2015_Capture_Desc"	"ยึดครองจุดยุทธศาสตร์ (CP) ด้วยการยืนด้านบน ซึ่งจะเพิ่มแต้มให้กับทีมของคุณเมื่อคุณยึด CP ได้ 3 แห่งหรือมากกว่า<br><br> ยิ่งคุณยึด CP ได้มาก แต้มที่คุณจะได้รับก็ยิ่งเพิ่มเร็วขึ้น"
"DOTA_Leaf_Halloween2015_Control_Desc"	"ลดความเร็วหรือป้องกันศัตรูไม่ให้ยึดครองจุดยุทธศาสตร์ด้วยการยืนบน CP ได้<br><br>ใช้ Glyph of Fortification เพื่อป้องกันไม่ให้ศัตรูยึดครองได้ชั่วคราว"
"DOTA_Leaf_Halloween2015_Tricks_Desc"	"ยืนบนจุดทำงานกับดักเพื่อต่อสู้กับศัตรูจากระยะไกล<i> ระวังด้วย!</i> กับดักหนามและกับดักลูกตุ้มขวานก็จะทำให้คุณและเพื่อนร่วมทีมของคุณเจ็บได้<br><br>ทุก ๆ 1000 แต้มที่ศัตรูเก็บได้ จะทำให้ Behemoth ฝั่งเดียวกับคุณเกิดขึ้นมาเพื่อร่วมต่อสู้"
"DOTA_Leaf_Halloween2015_Win_Desc"	"<font color='#DAFCD9'>ทีมแรกที่เก็บได้ 5,000 แต้มก่อนจะชนะเกม</font><br><br>กำจัดศัตรูของคุณเพื่อเก็บยาฟื้นฟูที่จะช่วยฟื้นฟูพลังชีวิต มานา หรือมอบโกลด์เพิ่มเติมให้กับคุณ"
"DOTA_Leaf_Halloween2015_Play"	"ไปยัง Colosseum"
"FrontPage_Halloween2015_Haunted_Colosseum_Header"	"เกมแบบกำหนดเองใหม่"
"FrontPage_Halloween2015_Haunted_Colosseum_Title"	"Colosseum"
"FrontPage_Halloween2015_Haunted_Colosseum_Desc"	"เกมแบบกำหนดเองใหม่จาก Valve"
"DOTA_SplashAd_FallMajorCompendium_AddedTitle"	"รับสิทธิ์ในการเข้าถึงเนื้อหาและการเล่นเกมสุดพิเศษ"
"DOTA_SplashAd_FallMajorCompendium_List1"	"<font color='#B3E432'>-</font> ทำการท้าทายให้สำเร็จเพื่อรับเหรียญ"
"DOTA_SplashAd_FallMajorCompendium_List2"	"<font color='#B3E432'>-</font> เดิมพันเหรียญในชัยชนะของคุณ"
"DOTA_SplashAd_FallMajorCompendium_List3"	"<font color='#B3E432'>-</font> แลกเหรียญเป็นของรางวัลสุดพิเศษ"
"DOTA_SplashAd_FallMajorCompendium_Purchase"	"เริ่มใช้เลย เพียง <font color='#FFFFFF'>{g:dota_item_price:compendium_itemdef_lvl1}</font>"
"DOTA_ItemChangeName_NeedTool_Title"	"สั่งซื้อป้ายชื่อ?"
"DOTA_ItemChangeName_NeedTool"	"คุณต้องใช้ป้ายชื่อเพื่อเปลี่ยนชื่อไอเท็ม คุณต้องการจะซื้อหรือไม่?"
"DOTA_ItemChangeName_EnterAttribute_Title"	"ใส่ชื่อไอเท็มใหม่"
"DOTA_ItemChangeName_EnterAttribute_Body"	"พิมพ์ชื่อใหม่ที่คุณต้องการกำหนดให้กับไอเท็ม การเปลี่ยนชื่อจะใช้เครื่องมือป้ายชื่อ 1 ชิ้น"
"DOTA_ItemChangeName_Processing_Title"	"กำลังประมวลผลการเปลี่ยนชื่อ"
"DOTA_ItemChangeName_Processing_Text"	"ชื่อของไอเท็มกำลังจะถูกเปลี่ยน..."
"DOTA_ItemChangeName_TooLong_Title"	"ชื่อไอเท็มยาวเกินไป"
"DOTA_ItemChangeName_TooLong_Body"	"ชื่อไอเท็มที่ใส่ยาวเกินไป โปรดลองอีกครั้งแล้วใส่ชื่อที่สั้นลง"
"DOTA_ItemChangeName_Succeeded"	"ชื่อของไอเท็มถูกเปลี่ยนเสร็จสมบูรณ์แล้ว"
"DOTA_ItemChangeName_Error"	"ตรวจพบข้อผิดพลาดขณะกำลังพยายามเปลี่ยนชื่อไอเท็ม"
"DOTA_ItemChangeDescription_NeedTool_Title"	"สั่งซื้อป้ายคำอธิบาย?"
"DOTA_ItemChangeDescription_NeedTool"	"คุณต้องใช้ป้ายคำอธิบายเพื่อเปลี่ยนคำอธิบายไอเท็ม คุณต้องการจะซื้อหรือไม่?"
"DOTA_ItemChangeDescription_EnterAttribute_Title"	"ใส่คำอธิบายไอเท็มใหม่"
"DOTA_ItemChangeDescription_EnterAttribute_Body"	"พิมพ์คำอธิบายใหม่ที่คุณต้องการกำหนดให้กับไอเท็ม การเปลี่ยนคำอธิบายจะใช้เครื่องมือป้ายคำอธิบาย 1 ชิ้น"
"DOTA_ItemChangeDescription_Processing_Title"	"กำลังประมวลผลการเปลี่ยนคำอธิบาย"
"DOTA_ItemChangeDescription_Processing_Text"	"คำอธิบายของไอเท็มกำลังจะถูกเปลี่ยน..."
"DOTA_ItemChangeDescription_TooLong_Title"	"คำอธิบายไอเท็มยาวเกินไป"
"DOTA_ItemChangeDescription_TooLong_Body"	"คำอธิบายไอเท็มที่ใส่ยาวเกินไป โปรดลองอีกครั้งแล้วใส่คำอธิบายที่สั้นลง"
"DOTA_ItemChangeDescription_Succeeded"	"คำอธิบายของไอเท็มถูกเปลี่ยนเสร็จสมบูรณ์แล้ว"
"DOTA_ItemChangeDescription_Error"	"ตรวจพบข้อผิดพลาดขณะกำลังพยายามเปลี่ยนคำอธิบายไอเท็ม"
"DOTA_ItemRemoveName_Title"	"ลบชื่อ?"
"DOTA_ItemRemoveName"	"ลบชื่อกำหนดเองของไอเท็มชิ้นนี้ ให้กลับคืนเป็นชื่อดั้งเดิมหรือไม่?\n"
"DOTA_ItemRemoveName_Succeeded"	"ชื่อกำหนดเองได้ถูกลบออกจากไอเท็มชิ้นนี้เสร็จสมบูรณ์"
"DOTA_ItemRemoveName_CannotBeRemoved"	"ชื่อกำหนดเองไม่สามารถถูกลบออกจากไอเท็มชิ้นนี้ได้"
"DOTA_ItemRemoveName_Failed"	"ตรวจพบข้อผิดพลาดขณะกำลังพยายามลบชื่อของไอเท็ม"
"DOTA_ItemRemoveDescription_Title"	"ลบคำอธิบาย?"
"DOTA_ItemRemoveDescription"	"ลบคำอธิบายกำหนดเองของไอเท็มชิ้นนี้ ให้กลับคืนเป็นคำอธิบายดั้งเดิมหรือไม่?\n"
"DOTA_ItemRemoveDescription_Succeeded"	"คำอธิบายกำหนดเองได้ถูกลบออกจากไอเท็มชิ้นนี้เสร็จสมบูรณ์"
"DOTA_ItemRemoveDescription_CannotBeRemoved"	"คำอธิบายกำหนดเองไม่สามารถถูกลบออกจากไอเท็มชิ้นนี้ได้"
"DOTA_ItemRemoveDescription_Failed"	"ตรวจพบข้อผิดพลาดขณะกำลังพยายามลบคำอธิบายของไอเท็ม"
"DOTA_ItemRemoveGift_Title"	"ลบข้อมูลของขวัญ?"
"DOTA_ItemRemoveGift_Succeeded"	"ข้อมูลของขวัญได้ถูกลบออกจากไอเท็มชิ้นนี้เสร็จสมบูรณ์"
"DOTA_ItemRemoveGift_CannotBeRemoved"	"ข้อมูลของขวัญไม่สามารถถูกลบออกจากไอเท็มชิ้นนี้ได้"
"DOTA_ItemRemoveGift_Failed"	"ตรวจพบข้อผิดพลาดขณะกำลังพยายามลบข้อมูลของขวัญของไอเท็ม"
"DOTA_Custom_Game_Last_Updated_String"	"อัปเดตเมื่อ {s:last_updated_date_string}"
"DOTAWatchDownloads_Search"	"ค้นหาทัวร์นาเมนต์..."
"DOTA_OwnedItemDetails_DefaultSet"	"ชุดเซ็ตเริ่มต้น"
"DOTA_OwnedItemDetails_Style"	"{i:item_style_count} รูปแบบ"
"DOTA_OwnedItemDetails_BundleName"	"อยู่ในชุดรวม \"{s:item_bundle}\""
"DOTA_econ_item_details_reset_name"	"รีเซ็ตเป็นชื่อดั้งเดิม"
"DOTA_econ_item_details_edit_name"	"สร้างชื่อกำหนดเอง"
"GC_updating"	"เครือข่าย Dota 2 กำลังถูกอัปเดตในขณะนี้..."
"GC_logging_in"	"เชื่อมต่อเข้าสู่เครือข่าย Dota 2 แล้ว กำลังเข้าสู่ระบบ..."
"GC_steamupdating"	"เซิร์ฟเวอร์ Steam กำลังถูกอัปเดตในขณะนี้..."
"DOTA_TributeTreasure_PreviewInfuser"	"ดูตัวอย่างเซ็ตเมื่อใช้ตัวผสาน"
"DOTA_Hide"	"ซ่อน"
"DOTA_Show"	"แสดง"
"UI_On"	"เปิด"
"UI_Off"	"ปิด"
"DOTA_PartnerPurchase_ItemName"	"{s:item_name}"
"DOTA_PartnerPurchase_ItemCount"	"{d:item_count}"
"DOTA_PartnerPurchase_ItemPrice"	"{m:item_price}"
"DOTA_PartnerPurchase_ItemName_Title"	"ไอเท็ม"
"DOTA_PartnerPurchase_ItemCount_Title"	"จำนวน"
"DOTA_PartnerPurchase_ItemPrice_Title"	"ราคา"
"DOTA_Lobby_Settings_Tournament_Series"	"รูปแบบการแข่ง"
"DOTA_Lobby_Settings_Tournament_Game"	"เกมในการแข่ง"
"DOTA_TournamentBracket_GrandFinals"	"รอบชิงชนะเลิศ"
"DOTA_TournamentBracket_UBFinals"	"รอบชิงชนะเลิศสายบน"
"DOTA_TournamentBracket_UBSemiFinals"	"รอบรองชนะเลิศสายบน"
"DOTA_TournamentBracket_UBQuarterFinals"	"รอบก่อนรองชนะเลิศสายบน"
"DOTA_TournamentBracket_LosersMatch"	"แมตช์แพ้คัดออก"
"DOTA_TournamentBracket_Qualification1"	"รอบชิงสายบน #1"
"DOTA_TournamentBracket_Qualification2"	"รอบชิงสายบน #2"
"DOTA_TournamentBracket_AllStar"	"แมตช์รวมดารา"
"DOTA_TournamentBracket_TieBreaker"	"รอบตัดเชือก"
"DOTA_TournamentBracket_Group1"	"กลุ่ม A"
"DOTA_TournamentBracket_Group2"	"กลุ่ม B"
"DOTA_TournamentBracket_Group3"	"กลุ่ม C"
"DOTA_TournamentBracket_Group4"	"กลุ่ม D"
"DOTA_TournamentBracket_Group5"	"กลุ่ม E"
"DOTA_TournamentBracket_Group6"	"กลุ่ม F"
"DOTA_TournamentBracket_Group7"	"กลุ่ม G"
"DOTA_TournamentBracket_Group8"	"กลุ่ม H"
"DOTA_TournamentBracket_Match1"	"แมตช์ที่ 1"
"DOTA_TournamentBracket_Match2"	"แมตช์ที่ 2"
"DOTA_TournamentBracket_Match3"	"แมตช์ที่ 3"
"DOTA_TournamentBracket_Match4"	"แมตช์ที่ 4"
"DOTA_TournamentBracket_Match5"	"แมตช์ที่ 5"
"DOTA_TournamentBracket_Match6"	"แมตช์ที่ 6"
"DOTA_TournamentBracket_Match7"	"แมตช์ที่ 7"
"DOTA_TournamentBracket_Match8"	"แมตช์ที่ 8"
"DOTA_TournamentBracket_Match9"	"แมตช์ที่ 9"
"DOTA_TournamentBracket_Match10"	"แมตช์ที่ 10"
"DOTA_TournamentBracket_LBR1"	"สายล่างรอบที่ 1"
"DOTA_TournamentBracket_LBR2"	"สายล่างรอบที่ 2"
"DOTA_TournamentBracket_LBR3"	"สายล่างรอบที่ 3"
"DOTA_TournamentBracket_LBR4"	"สายล่างรอบที่ 4"
"DOTA_TournamentBracket_LBR5"	"สายล่างรอบที่ 5"
"DOTA_TournamentBracket_LBR6"	"สายล่างรอบที่ 6"
"DOTA_TournamentBracket_LBFinals"	"รอบชิงชนะเลิศสายล่าง"
"DOTA_TournamentBracket_Sidebar_Watch"	"เข้าชม"
"DOTA_TournamentBracket_MatchList_TBD"	"รอกำหนด"
"DOTA_TournamentBracket_MatchList_Game"	"เกมที่ {i:game}"
"DOTA_TournamentBracket_Sidebar_Stage"	"{s:stage} (BO{i:best_of})"
"DOTA_TournamentBracket_Sidebar_GameNumber"	"เกมที่ {i:game_number}"
"DOTA_TournamentBracket_Sidebar_Live"	"อยู่ระหว่างการแข่งขัน"
"DOTA_TournamentBracket_Sidebar_TimeRemaining"	"เริ่มใน {t:m:r:duration}"
"DOTA_TournamentBracket_Sidebar_WinnerGoes"	"ผู้ชนะเข้าไปยัง {s:winner_goes}"
"DOTA_TournamentBracket_Sidebar_LoserGoes"	"ผู้แพ้ลงไปยัง {s:loser_goes}"
"DOTA_TournamentBracket_Sidebar_LoserEliminated"	"ผู้แพ้ถูกคัดออก"
"DOTA_TournamentBracket_Sidebar_WinnerChampion"	"ผู้ชนะได้เป็นแชมป์"
"DOTA_TournamentBracket_Sidebar_PreviousMatch"	"แมตช์ก่อนหน้าของ {s:name}: ปะทะ {s:prevopponent} {s:prevscore}"
"DOTA_MatchDetailsGame_DownloadProgress"	"กำลังดาวน์โหลด...{i:download_pct}%"
"DOTA_MatchDetailsGame_DecompressProgress"	"กำลังคลายข้อมูล...{i:decompress_pct}%"
"DOTA_WatchTournamentBracket_PrizePoolLabel"	"เงินรางวัลรวมทั้งหมด"
"DOTATournamentUpcomingMatches"	"แมตช์ที่กำลังจะมาถึง"
"DOTATournamentBracketFormat"	"รูปแบบ"
"DOTATournamentBracketLANPlayoffs"	"รอบตัดเชือก LAN"
"DOTATournamentBracketLANGroupStage"	"รอบแบ่งกลุ่ม LAN"
"DOTA_WatchTournamentBracket_StartDate"	"วันเริ่ม"
"DOTA_WatchTournamentBracket_EndDate"	"วันสิ้นสุด"
"DOTA_WatchTournamentBracket_Dates"	"วันที่"
"DOTA_WatchTournamentBracket_Location"	"สถานที่"
"DOTA_WatchTournamentBracket_Organizer"	"ผู้จัดงาน"
"DOTA_WatchTournamentBracket_Tier"	"ระดับ"
"DOTA_TournamentNewsDate"	"{t:r:m:date}"
"DOTATournamentBracket_MatchDate"	"{t:s:date}"
"DOTA_TournamentBracket_RowRank"	"{i:rank}"
"DOTA_TournamentBracket_RowTeamName"	"{s:team_name}"
"DOTA_TournamentBracket_RowGamesPlayed"	"{i:played}"
"DOTA_TournamentBracket_RowPoints"	"{i:won} - {i:tied} - {i:lost}"
"DOTA_TournamentBracket_Score"	"{i:score}"
"DOTA_TournamentDetails_Spoiler"	"ป้องกันการสปอยล์"
"DOTA_TournamentDetails_SpoilerOff"	"ป้องกันการสปอยล์"
"DOTA_TournamentMatchList_All"	"ทุกวัน"
"DOTA_TournamentMatchListTime"	"{t:s:time}"
"DOTA_TournamentMatchListTeam1"	"{s:team1}"
"DOTA_TournamentMatchListTeam2"	"{s:team2}"
"DOTA_TournamentMatchListScore"	"{i:score1} - {i:score2}"
"DOTA_TournamentButtonExpand"	"ขยาย"
"DOTA_TournamentButtonHide"	"ซ่อน"
"DOTA_TournamentButtonWatch"	"เข้าชม"
"DOTA_TournamentButtonDetails"	"รายละเอียด"
"DOTA_TournamentButtonMatchDetails"	"รายละเอียดแมตช์"
"DOTATournamentBracketPlayoffs"	"รอบตัดเชือก"
"DOTATournamentBracketGroupPhase"	"รอบแบ่งกลุ่ม"
"DOTATournamentBracketWildcards"	"รอบ Wildcard"
"DOTATournamentDetailsPhase"	"{s:phase}"
"DOTATournamentDetailsSchedule"	"กำหนดการ"
"DOTATournamentDetailsGrid"	"ตารางแมตช์"
"DOTATournamentDetailsStandings"	"อันดับ"
"DOTATournamentDetailsBracket"	"สายการแข่งขัน"
"DOTATournamentBracketOverview"	"ภาพรวม"
"DOTATournamentBracketTeams"	"ทีม"
"DOTATournamentStageAndGame"	"{s:stage_name} - เกมที่ {i:game_number}"
"DOTATournamentStage"	"{s:stage_name}"
"DOTATournamentTeamUnknown"	"รอกำหนด"
"DOTATournamentTeamVersus"	"ปะทะ"
"DOTATournamentTeamGameInProgress"	"อยู่ระหว่างการแข่งขัน - เข้าชมสด"
"DOTATournamentMatchListWatch"	"เข้าชม"
"DOTATournamentMatchListDetails"	"รายละเอียด"
"DOTATournamentMatchListWatchLive"	"เข้าชมสด"
"DOTA_WatchTournament_Recent"	"เกมล่าสุด"
"DOTA_WatchTournament_Live"	"มีเกมถ่ายทอดสด"
"DOTA_Tournament_Major"	"Major Championship"
"DOTA_ReplayDownload_Error"	"ข้อผิดพลาดในการดาวน์โหลดรีเพลย์: {s:download_error}"
"dota_settings_chat_allow_global"	"อนุญาตให้ข้อความแชทจากช่องปรากฏในแท็บช่องแชทอื่น ๆ"
"DOTA_econ_item_details_item_creation_date"	"วันวางจำหน่าย: {t:l:creation_date}"
"DOTA_store_item_details_included"	"ถูกรวมอยู่ในการสั่งซื้อนี้"
"DOTA_Workshop_SubmissionType_TeamLogo"	"โลโก้ทีม"
"DOTA_Workshop_SubmissionType_TeamLogo_Desc"	"โลโก้สำหรับทีม Dota มืออาชีพ"
"DOTA_Workshop_LogoMarketingImage"	"โลโก้ทีม"
"DOTA_Workshop_LogoMarketingImage_Desc"	"รูปภาพหรือโลโก้ที่จะถูกใช้ร่วมกับทีมของคุณ ต้องเป็นรูปสี่เหลี่ยมจัตุรัสขนาดอย่างน้อย 600x600 และควรมีพื้นหลังโปร่งใสให้เหมาะสมกับโอเวอร์เลย์บนภาพอื่น ๆ คุณก็ต้องมีสิทธิ์ในการใช้รูปภาพนี้"
"DOTA_Workshop_MoreInfoURL"	"(ข้อมูลเพิ่มเติม)"
"DOTA_Workshop_SubmissionType_MusicPack"	"แพ็คเสียงดนตรี"
"DOTA_Workshop_SubmissionType_MusicPack_Desc"	"ดนตรีสำหรับแทนที่ดนตรีทั้งหมดในเกม รวมทั้งหน้าเมนูหลักและดนตรีทั้งหมดที่อยู่ในระหว่างการแข่งขันแมตช์"
"DOTA_Workshop_Music_Section_UI"	"ดนตรี UI"
"DOTA_Workshop_Music_Section_PreGame"	"ดนตรีก่อนเริ่มเกม"
"DOTA_Workshop_Music_Section_Laning"	"ดนตรีและเลเยอร์ช่วงในเลน"
"DOTA_Workshop_Music_Section_Battle"	"ดนตรีการต่อสู้"
"DOTA_Workshop_Music_Section_Roshan"	"ดนตรี Roshan"
"DOTA_Workshop_Music_Section_Smoke"	"ดนตรี Smoke"
"DOTA_Workshop_Music_Section_Killed"	"ดนตรีเมื่อถูกสังหาร"
"DOTA_Workshop_MusicMarketingImage"	"งานศิลป์แพ็คเสียงดนตรี"
"DOTA_Workshop_Music_ui_startup"	"UI หน้าเริ่มต้น"
"DOTA_Workshop_Music_ui_main"	"UI หน้าหลัก"
"DOTA_Workshop_Music_ui_hero_select"	"หน้าเลือกฮีโร่"
"DOTA_Workshop_Music_countdown"	"นับถอยหลัง"
"DOTA_Workshop_Music_battle_01"	"การต่อสู้ #1"
"DOTA_Workshop_Music_battle_01_end"	"การต่อสู้ #1 สิ้นสุด"
"DOTA_Workshop_Music_battle_02"	"การต่อสู้ #2"
"DOTA_Workshop_Music_battle_02_end"	"การต่อสู้ #2 สิ้นสุด"
"DOTA_Workshop_Music_battle_03"	"การต่อสู้ #3"
"DOTA_Workshop_Music_battle_03_end"	"การต่อสู้ #3 สิ้นสุด"
"DOTA_Workshop_Music_roshan"	"roshan"
"DOTA_Workshop_Music_roshan_end"	"roshan_end"
"DOTA_Workshop_Music_smoke"	"smoke"
"DOTA_Workshop_Music_smoke_end"	"smoke_end"
"DOTA_Workshop_Music_smoke_end_hero"	"smoke_end_hero"
"DOTA_Workshop_Music_ganked_sml_01"	"ganked_sml_01"
"DOTA_Workshop_Music_ganked_med_01"	"ganked_med_01"
"DOTA_Workshop_Music_ganked_lg_01"	"ganked_lg_01"
"DOTA_Workshop_Music_killed"	"killed"
"DOTA_Workshop_Music_respawn"	"respawn"
"DOTA_Workshop_Music_radiant_win"	"radiant_win"
"DOTA_Workshop_Music_radiant_lose"	"radiant_lose"
"DOTA_Workshop_Music_dire_win"	"dire_win"
"DOTA_Workshop_Music_dire_lose"	"dire_lose"
"DOTA_Workshop_SubmissionType_Emoticon"	"อีโมติคอนแชท"
"DOTA_Workshop_SubmissionType_Emoticon_Desc"	"อีโมติคอนแชทที่เคลื่อนไหวได้"
"DOTA_Workshop_ChatEmoticon_Image"	"ภาพอีโมติคอน"
"DOTA_Workshop_ChatEmoticon_Keyword"	"คีย์เวิร์ดอีโมติคอน"
"DOTA_Workshop_ChatEmoticon_Keyword_Desc"	"เสนอคีย์เวิร์ดอีโมติคอนแชท"
"DOTA_Workshop_Emoticon"	"อีโมติคอน"
"DOTA_Workshop_EmoticonAlt"	"อีโมติคอนเพิ่มเติม"
"DOTA_Workshop_AmbientLightScale"	"ความสว่างแสงล้อมรอบ"
"DOTA_Workshop_Copy"	"คัดลอก"
"DOTA_Workshop_PasteAll"	"วางทั้งหมด"
"DOTA_Workshop_PasteVisuals"	"วางภาพ"
"DOTA_Workshop_EntityShadowScale"	"สเกลเงา"
"DOTA_Workshop_SpotLightScale"	"ความสว่างจุดเด่น"
"DOTA_Workshop_SubmissionType_ContractOnly_Desc"	"สำหรับใช้งาน หากคุณได้รับการติดต่อจาก Valve เท่านั้น"
"DOTA_Workshop_Err_FileTooBig"	"ไฟล์ต้นฉบับ '%1' ใหญ่เกินไป (%2 KB สูงสุดคือ %3 KB)"
"DOTA_Workshop_BrowseForPngFilter"	"PNG"
"DOTA_Workshop_BrowseForWavFilter"	"WAV"
"DOTA_Workshop_Err_SessionTooBig"	"ขนาดผลงานนำเสนอทั้งหมดใหญ่เกินไป (%1 KB สูงสุดคือ %2 KB)"
"DOTA_Workshop_Items_Err_Name_In_Use"	"ชื่อไอเท็ม '%1' ถูกใช้กับไอเท็ม %2 อยู่แล้ว"
"DOTA_Workshop_Automatically_Close_Importer"	"ปิดเครื่องมือนำเข้าเมื่อบันทึกโดยอัตโนมัติ"
"DOTA_Workshop_GenerateIconImages"	"สร้างภาพไอคอนเริ่มต้น"
"DOTA_Workshop_ItemSubmit_Create_Button"	"สร้างไฟล์ไอเท็ม"
"DOTA_Workshop_ItemSubmit_Recreate_Button"	"สร้างไฟล์ไอเท็มใหม่"
"DOTA_Workshop_ItemSubmit_Update_Button"	"อัปเดตไฟล์ไอเท็ม"
"DOTA_Workshop_ItemSubmit_Create_IDLabel_Test"	"ไอเท็มทดสอบใหม่: '%1'"
"DOTA_Workshop_ItemSubmit_Create_IDLabel_Test_With_Def_Index"	"ไอเท็มทดสอบใหม่: %1 '%2'"
"DOTA_Workshop_ItemSubmit_Create_IDLabel_GCReserved"	"ไอเท็มใหม่: %1 '%2'"
"DOTA_SoaringCacheTreasure_Title"	"ได้รับ Bonus Cache!"
"DOTA_SoaringCacheTreasure_Description"	"การเปิด Soaring Cache ทุกห้าครั้งก่อนวันที่ 1 มกราคม คุณจะได้รับ BONUS CACHE หนึ่งหีบที่บรรจุระดับ Compendium และไอเท็มหายาก"
"DOTA_FlutteringCacheTreasure_Title"	"ได้รับ Bonus Cache!"
"DOTA_FlutteringCacheTreasure_Description"	"การเปิด Fluttering Cache ทุกห้าครั้งก่อนวันที่ 1 มกราคม คุณจะได้รับ BONUS CACHE หนึ่งหีบที่บรรจุระดับ Compendium และไอเท็มหายาก"
"DOTA_SoaringCacheTreasure_Bonus"	"โบนัส"
"DOTA_CacheTreasure_UntilReward"	"เปิดอีก {d:action_score} หีบ เพื่อรับ Bonus Cache"
"DOTA_CacheTreasure_Open3"	"เปิดอีก {d:action_score} หีบ เพื่อรับระดับ Compendium"
"DOTA_CacheTreasure_Open7"	"เปิดอีก {d:action_score} หีบเพื่อรับ 3 ระดับ Compendium"
"FrontPage_VideoStream_Live"	"สด"
"FrontPage_VideoStream_Teams"	"{s:team_1} ปะทะ {s:team_2}"
"FrontPage_VideoStream_GameState"	"{s:stage_name}"
"FrontPage_VideoStream_GameState_Series"	"{s:stage_name} - เกมที่ {i:game_number} / {i:games_total}"
"FrontPage_VideoStream_Watch"	"เข้าชมในเกม"
"FrontPage_VideoStream_WatchInBrowser"	"เข้าชมในเบราว์เซอร์"
"FrontPage_VideoStream_BroadcastInProgress"	"การถ่ายทอดสดกำลังดำเนินการอยู่ในขณะนี้"
"FrontPage_VideoStream_WatchLiveInGame"	"เข้าชมสดในเกม"
"FrontPage_VideoStream_BroadcastUpcoming"	"การถ่ายทอดสดจะกลับมาใน:"
"FrontPage_VideoStream_BroadcastUpcomingTime"	"{t:r:m:upcoming_broadcast_time}"
"FrontPage_VideoStream_BroadcastUpcomingSoon"	"เร็ว ๆ นี้"
"FrontPage_VideoStream_UpcomingMatch"	"<span class=\"UpcomingMatchPrefix\">แมตช์ถัดไป:</span> {s:stage_name}"
"FrontPage_VideoStream_ViewBrackets"	"ดูสายการแข่งปัจจุบัน"
