"dota"
{
"DOTA_Accept"	"Kabul Et"
"DOTA_AntiAddiction_Initial_No_ID"	"Hesabınız kayıtlı değil.\nSon çevrimiçi olma tarihi: %s1\nSon IP Adresi: %s2"
"DOTA_AntiAddiction_Blocked_Time_Exceeded"	"Anti bağımlılık sistemi tarafından izin verilen oyun süresi sınırı aşıldı. Kapatılıyor."
"DOTA_AntiAddiction_Initial_No_ID_Popup"	"Hesap kayıt bilgileriniz tam değil. Bilgilerinizi şimdi girmek ister misiniz?"
"DOTA_AntiAddiction_CompleteInfoNow"	"Bilgileri Girin"
"DOTA_AntiAddiction_CompleteInfoNotNow"	"Şimdi Değil"
"DOTA_AntiAddiction_Initial_DateFormat"	"%s1Y%s2A%s3G %s4:%s5:%s6"
"DOTA_AntiAddiction_Label_Green"	"Oyun Süresi: {s:playtime} ( Sağlıklı )"
"DOTA_AntiAddiction_Label_Yellow"	"Oyun Süresi: {s:playtime} ( Sağlıklı Değil )"
"DOTA_AntiAddiction_Label_Red"	"Oyun Süresi: {s:playtime} ( Aşıldı )"
"DOTA_Workshop_Browse"	"Atölyeye Gözat"
"DOTA_Workshop_TextureName_color"	"Renk"
"DOTA_Workshop_MaterialName_MetalnessTexture"	"Metallik"
"DOTA_Workshop_MaterialName_NormalTexture"	"Dik Harita"
"DOTA_Workshop_MaterialName_RimMaskTexture"	"Çerçeve Maskesi"
"DOTA_Workshop_TextureName_selfillummask"	"Kendini Aydınlatma Maskesi"
"DOTA_Workshop_MaterialName_SpecMaskTexture"	"Yansıtıcı Maske"
"DOTA_Workshop_MaterialDetail_ColorTexture"	"Bu renk dokusudur! Renktir."
"DOTA_Workshop_MaterialDetail_MetalnessTexture"	"Bu metallik dokusudur! Metalliği belirler."
"DOTA_Workshop_MaterialDetail_NormalTexture"	"Bu normal dokudur! Normaldir."
"DOTA_Workshop_MaterialDetail_RimMaskTexture"	"Bu çerçeve maskesi dokusudur! Çerçeve maskesini belirler."
"DOTA_Workshop_MaterialDetail_SpecMaskTexture"	"Bu yansıtıcı maske dokusudur! Yansıtıcı maskeyi belirler."
"DOTA_Workshop_Model"	"Model"
"DOTA_Workshop_Animations"	"Animasyonlar"
"DOTA_Workshop_Misc"	"Çeşitli"
"DOTA_Workshop_SubmissionType_Ward"	"Göz"
"DOTA_Workshop_ImportP4"	"Aktar (P4)"
"DOTA_Workshop_ImportNoP4"	"Aktar (P4 değil)"
"DOTA_Workshop_SaveSettings"	"Ayarları Kaydet"
"DOTA_Workshop_LoadSettings"	"Ayarları Yükle"
"DOTA_Workshop_Ready"	"Hazır"
"DOTA_Workshop_Optional"	"İsteğe Bağlı"
"DOTA_Workshop_Required"	"Gerekli"
"DOTA_Workshop_Required_Texture"	"Gerekli (Dokuların yeniden boyutlandırılma oranı: %s1)"
"DOTA_Workshop_Required_Geometry"	"Gerekli (Maksimum Üçgen sayısı: %s1)"
"DOTA_Workshop_NotRequired_Geometry"	"(Maksimum Üçgen sayısı: %s1)"
"DOTA_Workshop_NotRequired_Texture"	"(Dokuların yeniden boyutlandırılma oranı: %s1)"
"DOTA_Workshop_ItemName"	"Eşya Adı"
"DOTA_Workshop_ItemName_Desc"	"Bu, eşyanın çıktı dosya adıdır. Oyuncular tarafından görülmez ve en fazla 50 karakter uzunluğunda olmalıdır."
"DOTA_Workshop_GenericModelName_Desc"	"Bu aktarılan içeriğinizin ismidir, Valve içinde kullanılır. Bu yüzden lütfen özgün ve açıklayıcı bir isim kullanın. Bu bilgi oyuncular tarafından görülemez ve en fazla 50 karakter uzunluğunda olabilir."
"DOTA_Workshop_UnknownLOD"	"Bilinmeyen Geometri Dosyası"
"DOTA_Workshop_LOD0Title"	"Portre Geometrisi"
"DOTA_Workshop_LOD0Desc"	"Bu, eşyanın yüksek çözünürlüklü geometrisini içeren .DMX, .SMD ya da .FBX dosyasıdır. Portre görünümünde kullanılır. Eşya, kahramanın portresinde tam olarak görünmüyorsa bu kısım boş bırakılmalıdır. Bunun yerine oyun için geometri kullanılacaktır."
"DOTA_Workshop_LOD1Title"	"Oyun İçi Geometri"
"DOTA_Workshop_LOD1Desc"	"Bu, eşyanızın yüzey geometrisini içeren .DMX, .SMD ya da .FBX dosyasıdır. Oyun içinde kullanılacaktır."
"DOTA_Workshop_Texture_Title"	"Doku Dosyaları"
"DOTA_Workshop_Texture_Desc"	"Dokuları bu geometri dosyasında birleştiren dört adet .TGA dosyası setidir. Burada, .TGA dosyalarından _color, _normal, _mask1 ya da _mask2 seçeneklerinden herhangi birisi seçilmelidir. Diğerlerini ise aynı dizinden bulacağız."
"DOTA_Workshop_Texturing"	"Dokulandırma Yardımı"
"DOTA_Workshop_Modelling"	"Modelleme Yardımı"
"DOTA_Workshop_Animation"	"Animasyon Yardımı"
"DOTA_Workshop_AbilityIconsHelp"	"Yetenek Simgeleri Yardımı"
"DOTA_Workshop_DisableNICE"	"Doku Filtrelemesini Devre Dışı Bırak"
"DOTA_Workshop_DisableNICE_Desc"	"Bazı dokularda NICE filtresi kullanıldığında üzerindeki mipmap'lerde görünmeyen karmaşık doku detaylarını çok daha rahat görebiliyoruz. Eğer dokularınızda böyle bir sorunla karşılaşıyorsanız bu seçeneği açık hale getirebilir ve dokularınızı daha belirgin bir şekilde görebilirsiniz."
"DOTA_Workshop_Reimport"	"Güncelle"
"DOTA_Workshop_Models_Title"	"Modeller"
"DOTA_Workshop_Materials_Title"	"Materyaller"
"DOTA_Workshop_Attachments_Title"	"Ekler"
"DOTA_Workshop_Marketing_Title"	"Pazarlama"
"DOTA_Workshop_Marketing_Desc"	"Gönderinizi tanıtmak için kullanabileceğiniz, tanıtımınızın bir kısmını içeren .PSD dosyasıdır. .PSD dosyasınız için önerilen yapısal biçimi ve gerekli şartları görmek için Tanıtım Yardımı bağlantısına tıklayınız."
"DOTA_Workshop_Marketing_Help"	"Pazarlama Yardımı"
"DOTA_Workshop_Particles_Title"	"Parçacıklar"
"DOTA_Workshop_Particles_Desc"	"Bu model oynanabilirlik amacıyla oyun içinde üzerine yerleştirilen bir parçacık sistemine sahip olacak. Bu, parçacık sisteminin nasıl yerleştirilmesi gerektiğini belirleyen köşeleri içeren .DMX, .SMD ya da .FBX dosyasıdır."
"DOTA_Workshop_Particles_Help"	"Parçacık Yardımı"
"DOTA_Workshop_Images_Title"	"Resimler"
"DOTA_Workshop_AbilityIcons_Title"	"Yetenek Simgeleri"
"DOTA_Workshop_HudSkin_Intro"	"Gösterge Görünümleri oyun içi göstergelerin yerini almak üzere tasarlanmış bir takım resimlerdir."
"DOTA_Workshop_HudSkin_Desc"	"HUD Skin Photoshop Dışa Aktarma Aracı ile üretilmiş bir dizi .PNG dosyası. Biraz göz atın ve .PNG dosyalarından birini seçin, gerisini biz buluruz. .PNG dosyalarını Dışa Aktarma Aracı tarafından yaratılmış dizinde bulabilirsiniz."
"DOTA_Workshop_HudSkin_Help"	"Gösterge Görünümü Yardımı"
"DOTA_Workshop_CursorPack_Intro"	"İmleç Paketleri oyun içindeki imleçleri değiştirmek için bir araya getirilmiş görsellerdir."
"DOTA_Workshop_CursorPack_Help"	"İmleç Paketi Yardımı"
"DOTA_Workshop_ImportLoadingScreen"	"YÜKLEME EKRANI İÇE AKTAR"
"DOTA_Workshop_LoadingScreen_Intro"	"Varsayılan Dota 2 Yükleme Ekranını değiştiren bir resim"
"DOTA_Workshop_LoadingScreen_Desc"	"loadingscreen.png için gözat."
"DOTA_Workshop_LoadScreen_Preview_Title"	"Görüntü oranı kesim önizlemesi"
"DOTA_UI_LoadScreen_16_9"	"16:9 Görüntü Oranı"
"DOTA_UI_LoadScreen_16_10"	"16:10 Görüntü Oranı"
"DOTA_UI_LoadScreen_4_3"	"4:3 Görüntü Oranı"
"DOTA_Workshop_ImportChatEmoticon"	"SOHBET İFADELERİNİ İÇE AKTAR"
"DOTA_Workshop_ChatEmoticon_Intro"	"Hareketli bir sohbet ifadesi"
"DOTA_Workshop_ChatEmoticon_Help"	"Sohbet İfadeleri Yardımı"
"DOTA_Workshop_ChatEmoticon_Title"	"Kaynak Resim Dosyası"
"DOTA_Workshop_ChatEmoticon_ItemName"	"İfade Anahtar Kelimesi"
"DOTA_Workshop_ChatEmoticon_ItemName_Desc"	"Önerilen sohbet ifadesi anahtar kelimesi"
"DOTA_Workshop_ChatEmoticon_AnimationSpeed"	"Görüntü Süresi"
"DOTA_Workshop_ChatEmoticon_AnimationSpeed_Desc"	"Milisaniye cinsinden görüntü süresidir. Çoğu ifade görüntü başına 100 milisaniyeyi kullanır."
"DOTA_Workshop_ChatEmoticon_DefaultFrame"	"Varsayılan Görüntü"
"DOTA_Workshop_ChatEmoticon_DefaultFrame_Desc"	"İfade animasyonu aktif değilken gösterilecek görüntüdür. Görüntü sayısı 0'dan görüntü sayısının bir eksiğine kadar olan aralıktadır. Otomatik olarak son görüntüyü seçmek için -1'i kullanın. Eğer belirtilmemişse, ilk görüntü kullanılacaktır (0)."
"DOTA_Workshop_ChatEmoticon_Preview_Title"	"Sohbet İfadesini Önizle"
"DOTA_Workshop_ImportChatEmoticon_Preview"	"Önizleme"
"DOTA_Workshop_File_ChatEmoticon"	"Kaynak Resim (.png dosyaları)"
"DOTA_Workshop_Attachments_Desc"	"Eklenti noktaları modelin üstünde bulunan ve oyunun belirli efektleri yerleştirmek için kullandığı noktalardır. Her bir eklenti noktası modelinizin kemiğinden yola çıkarak belirlenen bir konum ve açıya sahiptir. Aktarılan modelinizi oluşturduğumuzda, konumunu doğrulayabilmeniz için eklenti noktalarının bir önizlemesi size gösterilecektir."
"DOTA_Workshop_Attachments_UIBlock"	"Eklentiler %s1"
"DOTA_Workshop_Attachment_HitLocation"	"Vuruş Konumu Kemik ismi"
"DOTA_Workshop_Attachment_HitLocation_Desc"	"Gelen düşman atışlarının model üzerinde nereye ulaşacağını belirler. Modelin merkez noktasının üst kısımları iyi bir konum olabilir, örneğin insansı yaratıklarda kafanın orta noktası gibi."
"DOTA_Workshop_Attachment_LeftEye"	"Sol Göz Kemik ismi"
"DOTA_Workshop_Attachment_LeftEye_Desc"	"Yaratığın sol gözünde olması gereken Olağandışı parçacık efektlerinin nereye yerleştirileceğini belirler. Sadece animasyona sahip olmayan bir göz eklemine veya kafa eklemine yerleştirin. Kırmızı ok ileriyi gösterecek şekilde Sol Gözde konumlandırın."
"DOTA_Workshop_Attachment_RightEye"	"Sağ Göz Kemik ismi"
"DOTA_Workshop_Attachment_RightEye_Desc"	"Yaratığın sağ gözünde olması gereken Olağandışı parçacık efektlerinin nereye yerleştirileceğini belirler. Sadece animasyona sahip olmayan bir göz eklemine veya kafa eklemine yerleştirin. Kırmızı ok ileriyi gösterecek şekilde Sağ Gözde konumlandırın."
"DOTA_Workshop_Attachment_AttackPoint"	"Saldırı Noktası Kemik ismi"
"DOTA_Workshop_Attachment_AttackPoint_Desc"	"Menzilli saldırı üniteleri için, saldırı atışlarının nerede başlayacağını belirler. Yakın dövüş üniteleri içinse, kan sıçramaları gibi vuruş efektlerinin nerede oluşturulacağını belirler."
"DOTA_Workshop_Attachment_AttackPoint2"	"İkincil Silah Saldırı Noktası Kemik ismi"
"DOTA_Workshop_Attachment_AttackPoint2_Desc"	"SALDIRI animasyonu yerine İKİNCİL SİLAH SALDIRISI animasyonu oynatıldığında, vuruş efektleri ve atışlar için bu saldırı noktası kullanılacaktır."
"DOTA_Workshop_Attachment_Mouth"	"Ağız Kemik ismi"
"DOTA_Workshop_Attachment_Mouth_Desc"	"Ünitenin ağız bölgesinde bulunması gereken parçacık efektlerinin model üzerinde nereye yerleştirileceğini belirler."
"DOTA_Workshop_Attachment_BowTop"	"Yay Kirişi Üst Eklenti noktası"
"DOTA_Workshop_Attachment_BowTop_Desc"	"Yay kirişinin üst bölgesine eklenmesi gereken parçacık efektlerinin model üzerinde nereye yerleştirileceğini belirler."
"DOTA_Workshop_Attachment_BowMid"	"Yay Kirişi Orta Eklenti noktası"
"DOTA_Workshop_Attachment_BowMid_Desc"	"Yay kirişinin ortasına eklenmesi gereken parçacık efektlerinin model üzerinde nereye yerleştirileceğini belirler. Ateş açmak üzere yay kirişinin bükülmesi için kullanılır."
"DOTA_Workshop_Attachment_BowBot"	"Yay Kirişi Alt Eklenti noktası"
"DOTA_Workshop_Attachment_BowBot_Desc"	"Yay kirişinin alt bölgesine eklenmesi gereken parçacık efektlerinin model üzerinde nereye yerleştirileceğini belirler."
"DOTA_Workshop_Attachment_LowerStaff"	"Earth Spirit Alt Asa Eklenti noktası"
"DOTA_Workshop_Attachment_LowerStaff_Desc"	"Asa modelinde alt parçacık efektlerinin nereye eklenmesi gerektiğini belirler."
"DOTA_Workshop_Attachment_UpperStaff"	"Earth Spirit Üst Asa Eklenti noktası"
"DOTA_Workshop_Attachment_UppperStaff_Desc"	"Asa modelinde üst parçacık efektlerinin nereye eklenmesi gerektiğini belirler."
"DOTA_Workshop_Animation_Title"	"Aimasyonlar"
"DOTA_Workshop_Animation_Desc"	"Animasyonlar .DMX .SMD veya .FBX dosyalarıdır, her bir dosya modeliniz için bir animasyon içerir."
"DOTA_Workshop_Animation_UIBlock"	"Animasyon %s1"
"DOTA_Workshop_Preview_Anim"	"Animasyon:"
"DOTA_Workshop_Preview_Gesture"	"Arayüz:"
"DOTA_Workshop_Preview_Skin"	"Doku:"
"DOTA_Workshop_Preview_Model"	"Model:"
"DOTA_Workshop_Preview_Attachment"	"Eklentiyi Vurgula:"
"DOTA_Workshop_Preview_NoAttachment"	"Hiçbiri"
"DOTA_Workshop_Preview_ShowReference"	"Referans Modelini Göster"
"DOTA_Workshop_Preview_ToggleLOD"	"Düşük Çözünürlüklü Modeli Göster"
"DOTA_Workshop_Preview_TogglePedestal"	"Tabanı Aç/Kapa"
"DOTA_Workshop_Preview_ToggleUI"	"Arayüzü Aç/Kapa"
"DOTA_Workshop_ImportError_Validation"	"Doğrulama Başarısız"
"DOTA_Workshop_Error_TooManyBones"	"%1 izin verilenden daha fazla kemik içeriyor.\nModellerde 52 taneden daha fazla kemik bulunamaz."
"DOTA_Workshop_ImportError"	"Aktarım Hatası"
"DOTA_Workshop_Error_VMTCount"	"%s1 modeli birden fazla materyal kullanıyor. Modeldeki detaylar için sadece bir materyal kullanımına izin verilir.\nBulunan materyaller:\n\n%s2"
"DOTA_Workshop_Error_TextureNameA"	"Seçilen .TGA dosyasının ismi tanımlanamıyor. Doku dosyaları yalnızca şu son eklerden biri ile bitmelidir: _color, _normal, _mask1, _mask2"
"DOTA_Workshop_Error_TextureNameB"	"Belirtilen ekle eşleşen .TGA dosyası bulunamadı:\n %s1"
"DOTA_Workshop_RequiredFileError"	"Gerekli Dosya Bulunamadı!"
"DOTA_Workshop_RequiredFile_Name"	"Belirtilen isimde bir gerekli dosya bulunamadı:\n %s1"
"DOTA_Workshop_ZipError"	"Dosya Hatası!"
"DOTA_Workshop_ZipError_Desc"	"Geçiçi zip dosyası gönderisi yaratılması şu konum için başarısız oldu: %s1"
"DOTA_Workshop_Error"	"Aktarım Hatası"
"DOTA_Workshop_Error_Unskinned"	"%1: Kahraman modelindeki iskelete uyan bir iskelet bulunamadı. Kuşanılabilir eşyalar gönderilmeden önce kahramanın iskeletine uygun hâle getirilmelidir."
"DOTA_Workshop_Error_NoManifest"	"Sıkıştırma dosyası manifest.txt içermiyor."
"DOTA_Workshop_Quicksave_Fail"	"Kaydetme Başarısız"
"DOTA_Workshop_Quicksave_Fail_Desc"	"%s1 adresindeki aktarma durumu kaydı başarısız"
"DOTA_Workshop_Quickload_Fail"	"Yükleme Başarısız"
"DOTA_Workshop_Quickload_Fail_Desc"	"Yükleme başarısız: kayıt dosyası %s1 adresinde bulunamadı"
"DOTA_Workshop_NotInTest"	"Dota 2 Test'te Yayınlanamaz"
"DOTA_Workshop_NotInTest_Desc"	"Steam Atölyesi ile etkileşim için lütfen ana Dota 2 istemcisini kullanın."
"DOTA_Workshop_Import"	"İçe Aktar"
"DOTA_Workshop_Importing"	"Aktarılıyor"
"DOTA_Workshop_Import_Success"	"AKTARMA BAŞARILI"
"DOTA_Workshop_Import_Failed"	"AKTARMA BAŞARISIZ"
"DOTA_Workshop_OutOfBudget"	"%1 üçgen kapasitesi dışında:\n kapasite sadece %4 izin vermesine rağmen %2 %3 üçgen içeriyor."
"DOTA_Workshop_LOD0Title_Ward"	"Portre Geometrisi"
"DOTA_Workshop_LOD0Desc_Ward"	"Bu, gözünüzün yüksek çözünürlüklü geometrisini içeren .DMX, .SMD veya .FBX dosyasıdır. Sadece portre görünümünde kullanılacaktır."
"DOTA_Workshop_LOD1Title_Ward"	"Oyun İçi Geometrisi"
"DOTA_Workshop_LOD1Desc_Ward"	"Eşyanızın yüzey geometrisini içeren .DMX, .SMD veya .FBX dosyasıdır. Sadece oyun içinde kullanılacaktır."
"DOTA_Workshop_Mat0Title_Ward"	"İzleyici Doku Dosyaları"
"DOTA_Workshop_Mat0Desc_Ward"	"İzleyici Göz olarak kullanılmak üzere geometri dokuları içeren _color .TGA dosyasıdır. _normal, _mask1 ve _mask2 .TGA dosyaları isteğe bağlıdır. Aynı dizin üzerinde bulunursa otomatik olarak kullanılacaktır."
"DOTA_Workshop_Mat1Title_Ward"	"Nöbetçi Doku Dosyaları"
"DOTA_Workshop_Mat1Desc_Ward"	"Nöbetçi Göz olarak kullanılmak üzere geometri dokuları içeren _color .TGA dosyasıdır. _normal, _mask1 ve _mask2 .TGA dosyaları isteğe bağlıdır. Aynı dizin üzerinde bulunursa otomatik olarak kullanılacaktır."
"DOTA_Workshop_Animation_Spawn"	"Canlanma"
"DOTA_Workshop_Animation_Idle"	"Bekleme"
"DOTA_Workshop_Animation_IdleAlt"	"Alternatif Bekleme"
"DOTA_Workshop_Animation_IdleRare"	"Nadir Bekleme"
"DOTA_Workshop_Animation_Run"	"Koşma"
"DOTA_Workshop_Animation_RunAlt"	"Alternatif Koşma"
"DOTA_Workshop_Animation_RunRare"	"Nadir Koşma"
"DOTA_Workshop_Animation_RunHaste"	"Süratli Koşma"
"DOTA_Workshop_Animation_RunInjured"	"Yaralı Koşma"
"DOTA_Workshop_Animation_Die"	"Ölüm"
"DOTA_Workshop_Animation_Die2"	"Alternatif Ölüm"
"DOTA_Workshop_Animation_Attack"	"Saldırı"
"DOTA_Workshop_Animation_Attack_Desc"	"Saldırı animasyonları ünitenin varsayılan animasyon zamanlamasıyla uyumlu olmalıdır. Bu ünite için saldırı animasyonu %s2 saniye olmalıdır ve saldırı %s1 saniye içinde gerçekleşir."
"DOTA_Workshop_Animation_AttackB"	"Alternatif Saldırı"
"DOTA_Workshop_Animation_AttackB_Desc"	"SALDIRI animasyonu yerine rastgele oynatılacak alternatif bir saldırı animasyonudur. SALDIRI animasyonu ile aynı uzunluk ve zamanlamaya sahip olmalıdır."
"DOTA_Workshop_Animation_Attack2"	"İkincil Silah Saldırısı"
"DOTA_Workshop_Animation_Attack2_Desc"	"SALDIRI animasyonun yerine rastgele oynatılacak alternatif saldırı animasyonudur. İsabet parçacıkları ve atılan cisimler SALDIRI NOKTASI yerine SOL EL SALDIRI NOKTASI eklentisi üzerinde yaratılacaktır. SALDIRI animasyonu ile aynı uzunlukta ve zamanlamada olmalıdır."
"DOTA_Workshop_Animation_Attack2B"	"İkincil Silah Alternatif Saldırı"
"DOTA_Workshop_Animation_Attack2B_Desc"	"SALDIRI animasyonun yerine rastgele oynatılacak alternatif saldırı animasyonudur. İsabet parçacıkları / atılan cisimler SALDIRI NOKTASI yerine SOL EL SALDIRI NOKTASI eklentisi üzerinde yaratılacaktır. SALDIRI animasyonu ile aynı uzunlukta ve zamanlamada olmalıdır."
"DOTA_Workshop_Animation_Flail"	"Zedelenmek"
"DOTA_Workshop_Animation_Flail_Desc"	"Birim devre dışı bırakıldığında veya yeri değiştirildiğinde tekrar eden bir animasyon kullanılır (örneğin cyclone, black hole gibi büyülere maruz kaldığında veya havaya fırlatıldığında)"
"DOTA_Workshop_Animation_Disabled"	"Devre Dışı / Sersemletildi"
"DOTA_Workshop_Animation_TurnPoseCenter"	"Pozu Merkeze Çevir"
"DOTA_Workshop_Animation_TurnPoseLeft"	"Pozu Sola Çevir"
"DOTA_Workshop_Animation_TurnPoseRight"	"Pozu Sağa Çevir"
"DOTA_Workshop_Animation_TurnPoseCenter_Desc"	"Birimin öne doğru bakan tek karelik pozudur. Genellikle animasyonun 0'ıncı karesi kullanılabilir. Ayarlanmışsa, Sağ ve Sola dönüş pozlarını sağlamanız gerekebilir."
"DOTA_Workshop_Animation_TurnPoseLeft_Desc"	"Birimin sola dönüşünün tek karelik pozudur. Birim sola döndükçe merkez pozu ve bu poz birleştirilecektir. Belirlenmişsse, Merkez ve Sağa dönüş pozlarını sağlamanız gerekir."
"DOTA_Workshop_Animation_TurnPoseRight_Desc"	"Birimin sağa dönüşünün tek karelik pozudur. Birim sağa döndükçe merkez pozu ve bu poz birleştirilecektir. Belirlenmişsse, Merkez ve sola dönüş pozlarını sağlamanız gerekir."
"DOTA_Workshop_Animation_PortraitIdle"	"Bekleyen Portre"
"DOTA_Workshop_Animation_PortraitRare"	"Nadir Portre Beklemesi"
"DOTA_Workshop_Animation_BackLeftIdle"	"Sol Arka Bekleme"
"DOTA_Workshop_Animation_LeftIdle"	"Boşta"
"DOTA_Workshop_Animation_RightIdle"	"Sağ Bekleme"
"DOTA_Workshop_Animation_BackRightIdle"	"Sağ Arka Bekleme"
"DOTA_Workshop_Animation_BackLeftAttack"	"Sol Arka Saldırı"
"DOTA_Workshop_Animation_LeftAttack"	"Sol Saldırı"
"DOTA_Workshop_Animation_RightAttack"	"Sağ Saldırı"
"DOTA_Workshop_Animation_BackRightAttack"	"Sağ Arka Saldırı"
"DOTA_Workshop_Animation_Center_Desc"	"Bunu animasyonun merkezi olarak düşünün. Bu animasyon, birim başka bir birimi bulunduğu pozisyona kadar sorunsuzca takip edebilmesi için aynı animasyonun sağ ve sol versiyonuyla birleştirilecektir."
"DOTA_Workshop_Animation_BackLeft_Desc"	"Bu, merkez sürümüyle aynı sayıda kareye sahip olması gereken tam bir animasyondur fakat birim 179 derece sola dönmüş olmalıdır. Yani, modelin alt kısmı karşıya dönük olarak kalmalı fakat üst kısmı sola kıvrılarak neredeyse tamamen arkaya dönmüş olmalıdır."
"DOTA_Workshop_Animation_Left_Desc"	"Bu, merkez sürümüyle aynı sayıda kareye sahip olması gereken tam bir animasyondur fakat birim 90 derece sola dönmüş olmalıdır. Yani, modelin alt kısmı karşıya dönük olarak kalmalı fakat üst kısmı direkt olarak sola dönmüş olmalıdır."
"DOTA_Workshop_Animation_Right_Desc"	"Bu, merkez sürümüyle aynı sayıda kareye sahip olması gereken tam bir animasyondur fakat birim 90 derece sağa dönmüş olmalıdır. Yani, modelin alt kısmı karşıya dönük olarak kalmalı fakat üst kısmı direkt olarak sağa dönmüş olmalıdır."
"DOTA_Workshop_Animation_BackRight_Desc"	"Bu, merkez sürümüyle aynı sayıda kareye sahip olması gereken tam bir animasyondur fakat birim 179 derece sağa dönmüş olmalıdır. Yani, modelin alt kısmı karşıya dönük olarak kalmalı fakat üst kısmı sağa kıvrılarak neredeyse tamamen arkaya dönmüş olmalıdır."
"DOTA_Workshop_LD_Trueform_Ability1"	"SUMMON SPIRIT BEAR"
"DOTA_Workshop_LD_Trueform_Ability1_Desc"	"40 kare uzunluğunda, çağırma işlemi 15'inci karede gerçekleşir."
"DOTA_Workshop_LD_Trueform_Ability2"	"RABİD"
"DOTA_Workshop_LD_Trueform_Ability2_Desc"	"30 kare uzunluğunda, çağırma işlemi 0'ıncı karede gerçekleşir."
"DOTA_Workshop_LD_Trueform_Ability4"	"BATTLECRY"
"DOTA_Workshop_LD_Trueform_Ability4_Desc"	"40 kare uzunluğunda, çağırma işlemi 15'inci karede gerçekleşir."
"DOTA_Workshop_LD_Trueform_AbilityUlt"	"DRUID FORMU"
"DOTA_Workshop_LD_Trueform_AbilityUlt_Desc"	"Druid Formuna geri dönüşüm. Toplam 70 kare, 58'inci karede yer altında kaybolmalı."
"DOTA_Workshop_Animation_Victory"	"ZAFER"
"DOTA_Workshop_Animation_Defeat"	"YENİLGİ"
"DOTA_Workshop_Animation_IdleOutOfRange"	"BOŞTA (MENZİL DIŞI)"
"DOTA_Workshop_Animation_IdleOutOfRange_Desc_SB"	"Bu Boşta animasyonu Lone Druid saldırması için ayısından çok uzakta olduğunda kullanılır."
"DOTA_Workshop_Animation_RunOutOfRange"	"KOŞU (MENZİL DIŞI)"
"DOTA_Workshop_Animation_RunOutOfRange_Desc_SB"	"Bu Koşma animasyonu Lone Druid ayısından saldırması için çok uzakta olduğunda kullanılır."
"DOTA_Workshop_Animation_Die_Forward"	"ÖNE DOĞRU ÖLÜM"
"DOTA_Workshop_AmbientLight"	"Çevre Işığı"
"DOTA_Workshop_BackgroundColor"	"Arka Plan Rengi"
"DOTA_Workshop_BackgroundTexture"	"Arka Plan Dokusu"
"DOTA_Workshop_Camera"	"Kamera"
"DOTA_Workshop_CameraFOV"	"Kamera Görüş Alanı"
"DOTA_Workshop_EditAngles"	"Açıları Düzenle"
"DOTA_Workshop_EditAttachments"	"Ekleri Düzenle"
"DOTA_Workshop_EditGeneric"	"Genel Düzenleme"
"DOTA_Workshop_EditOrigin"	"Başlangıç Noktasını Düzenle"
"DOTA_Workshop_EditPortrait"	"Portreyi Düzenle"
"DOTA_Workshop_GameDay"	"Gündüz"
"DOTA_Workshop_GameNight"	"Gece"
"DOTA_Workshop_ImportLog"	"Kayıt Aktar"
"DOTA_Workshop_Next"	"İleri"
"DOTA_Workshop_PickType"	"Seçim Türü"
"DOTA_Workshop_Portrait"	"Portre"
"DOTA_Workshop_Prev"	"Önceki"
"DOTA_Workshop_Preview"	"Önizleme"
"DOTA_Workshop_PreviewInGame"	"Oyunda İncele"
"DOTA_Workshop_SelectInputs"	"Girdileri Seç"
"DOTA_Workshop_SelectWearables"	"Giyilebilirleri Seç"
"DOTA_Workshop_ShadowColor"	"Gölge Rengi"
"DOTA_Workshop_ShowLowResModel"	"Düşük Çözünürlüklü Modeli Göster"
"DOTA_Workshop_ShowPedestal"	"Tabanı Göster"
"DOTA_Workshop_ShowReferenceModel"	"Referans Modeli Göster"
"DOTA_Workshop_SpotLight"	"Spot Işığı"
"DOTA_Workshop_SpotlightDistance"	"Spot Işığı Uzaklığı"
"DOTA_Workshop_SpotlightSize"	"Spot ışığı Boyutu"
"DOTA_Workshop_Submit"	"Gönder"
"DOTA_Workshop_Texture"	"Doku"
"DOTA_Workshop_TurnTable"	"DönerLevha"
"DOTA_Workshop_WorkshopImportDialog"	"Atölye Aktarım Diyaloğu"
"DOTA_Workshop_Err_MissingInput"	"Gerekli Girdi Eksik: '%1'"
"DOTA_Workshop_Err_InvalidFile"	"Geçersiz dosya: '%1'"
"DOTA_Workshop_Err_FileDoesNotExist"	"Kaynak Dosya '%1' mevcut değil"
"DOTA_Workshop_Err_FailedToCopy"	"Adrese kopyalama başarısız '%1'"
"DOTA_Workshop_Err_FailedToWrite"	"Adrese yazım başarısız '%1'"
"DOTA_Workshop_Err_FailedToCompile"	"'%1' Derlemesi başarısız"
"DOTA_Workshop_Err_SerializeVMDL"	"İç Hata (VMDL serileştirme)"
"DOTA_Workshop_Err_ZipExists"	"İç Hata (Eşsiz sıkıştırma zaten mevcut)"
"DOTA_Workshop_Err_FileNotInAssetSystem"	"İç Hata (assetsystem'de dosya mevcut değil) '%1'"
"DOTA_Workshop_Err_NoGameFile"	"İç Hata (Oyun dosyası yok) '%1'"
"DOTA_Workshop_Err_NoContentFile"	"İç Hata (İçerik Dosyası yok) '%1'"
"DOTA_Workshop_Err_AssetNotInTestbed"	"İç Hata (Varlık testbed içerisinde değil) '%1'"
