"dota"
{
"DOTA_Accept"	"Akceptuj"
"DOTA_Workshop_Animation_BackLeft_Desc"	"To pełna animacja, która musi mieć tyle samo klatek co wersja centralna. Jednakże jednostka powinna się obrócić, by wycelować o 179 stopni w lewo - dół modelu powinien być skierowany do przodu, a jego góra powinna się prawie całkowicie obracać do tyłu przez lewy bok."
"DOTA_Workshop_Animation_Left_Desc"	"To pełna animacja, która musi mieć tyle samo klatek co wersja centralna. Jednakże jednostka powinna się obrócić, by wycelować o 90 stopni w lewo - dół modelu powinien być skierowany do przodu, a jego góra powinna się bezpośrednio obrócić w lewo."
"DOTA_Workshop_Animation_Right_Desc"	"To pełna animacja, która musi mieć tyle samo klatek co wersja centralna. Jednakże jednostka powinna się obrócić, by wycelować o 90 stopni w prawo - dół modelu powinien być skierowany do przodu, a jego góra powinna się bezpośrednio obrócić w prawo."
"DOTA_Workshop_Animation_BackRight_Desc"	"To pełna animacja, która musi mieć tyle samo klatek co wersja centralna. Jednakże jednostka powinna się obrócić, by wycelować o 179 stopni w prawo - dół modelu powinien być skierowany do przodu, a jego góra powinna się prawie całkowicie obracać do tyłu przez prawy bok."
"DOTA_Workshop_LD_Trueform_Ability1"	"SUMMON SPIRIT BEAR"
"DOTA_Workshop_LD_Trueform_Ability1_Desc"	"składa się z 40 klatek, a przywołanie następuje w klatce 15."
"DOTA_Workshop_LD_Trueform_Ability2"	"RABID"
"DOTA_Workshop_LD_Trueform_Ability2_Desc"	"składa się z 30 klatek, a przywołanie następuje w klatce 0."
"DOTA_Workshop_LD_Trueform_Ability4"	"BATTLECRY"
"DOTA_Workshop_LD_Trueform_Ability4_Desc"	"składa się z 40 klatek, a przywołanie następuje w klatce 15."
"DOTA_Workshop_LD_Trueform_AbilityUlt"	"DRUID FORM"
"DOTA_Workshop_LD_Trueform_AbilityUlt_Desc"	"Przemiana w formę druida. Składa się z 70 klatek, powinna zniknąć pod ziemią w klatce 58."
"DOTA_Workshop_Animation_Victory"	"ZWYCIĘSTWO"
"DOTA_Workshop_Animation_Defeat"	"PORAŻKA"
"DOTA_Workshop_Animation_IdleOutOfRange"	"BEZCZYNNOŚĆ (POZA ZASIĘGIEM)"
"DOTA_Workshop_Animation_IdleOutOfRange_Desc_SB"	"Ta animacja bezczynności jest używana, gdy Lone Druid znajduje się zbyt daleko od swojego niedźwiedzia, by ten mógł atakować."
"DOTA_Workshop_Animation_RunOutOfRange"	"BIEG (POZA ZASIĘGIEM)"
"DOTA_Workshop_Animation_RunOutOfRange_Desc_SB"	"Ta animacja biegu jest używana, gdy Lone Druid znajduje się zbyt daleko od swojego niedźwiedzia, by ten mógł atakować."
"DOTA_Workshop_Animation_Die_Forward"	"ŚMIERĆ (PRZODEM)"
"DOTA_Workshop_AmbientLight"	"Światło otoczenia"
"DOTA_Workshop_BackgroundColor"	"Kolor tła"
"DOTA_Workshop_BackgroundTexture"	"Tekstura tła"
"DOTA_Workshop_Camera"	"Kamera"
"DOTA_Workshop_CameraFOV"	"FOV kamery"
"DOTA_Workshop_EditAngles"	"Edytuj nachylenia"
"DOTA_Workshop_EditAttachments"	"Edytuj punkty zaczepienia"
"DOTA_Workshop_EditGeneric"	"Edytuj standardowy"
"DOTA_Workshop_EditOrigin"	"Edytuj źródło"
"DOTA_Workshop_EditPortrait"	"Edytuj portret"
"DOTA_Workshop_GameDay"	"Dzień"
"DOTA_Workshop_GameNight"	"Noc"
"DOTA_Workshop_ImportLog"	"Rejestr importu"
"DOTA_Workshop_Next"	"Dalej"
"DOTA_Workshop_PickType"	"Wybierz typ"
"DOTA_Workshop_Portrait"	"Portret"
"DOTA_Workshop_Prev"	"Poprzednie"
"DOTA_Workshop_Preview"	"Podgląd"
"DOTA_Workshop_PreviewInGame"	"Podgląd w grze"
"DOTA_Workshop_SelectInputs"	"Wybierz wejścia"
"DOTA_Workshop_SelectWearables"	"Wybierz przedmioty do noszenia"
"DOTA_Workshop_ShadowColor"	"Kolor cienia"
"DOTA_Workshop_ShowLowResModel"	"Pokaż model niskiej jakości"
"DOTA_Workshop_ShowPedestal"	"Pokaż piedestał"
"DOTA_Workshop_ShowReferenceModel"	"Pokaż źródłowy model"
"DOTA_Workshop_SpotLight"	"Światło punktowe"
"DOTA_Workshop_SpotlightDistance"	"Zasięg reflektora"
"DOTA_Workshop_SpotlightSize"	"Rozmiar reflektora"
"DOTA_Workshop_Submit"	"Wyślij"
"DOTA_Workshop_Texture"	"Tekstura"
"DOTA_Workshop_TurnTable"	"Obrotnica"
"DOTA_Workshop_WorkshopImportDialog"	"Okno dialogowe importowania do Warsztatu"
"DOTA_Workshop_Err_MissingInput"	"Brakuje wymaganego wejścia: „%1”"
"DOTA_Workshop_Err_InvalidFile"	"Nieprawidłowy plik: „%1”"
"DOTA_Workshop_Err_FileDoesNotExist"	"Plik źródłowy „%1” nie istnieje"
"DOTA_Workshop_Err_FailedToCopy"	"Nie udało się skopiować do celu „%1”"
"DOTA_Workshop_Err_FailedToWrite"	"Nie udało się zapisać do celu „%1”"
"DOTA_Workshop_Err_FailedToCompile"	"Nie udało się skompilować „%1”"
"DOTA_Workshop_Err_SerializeVMDL"	"Błąd wewnętrzny (serializacja VMDL)"
"DOTA_Workshop_Err_ZipExists"	"Błąd wewnętrzny (Plik ZIP już istnieje)"
"DOTA_Workshop_Err_FileNotInAssetSystem"	"Błąd wewnętrzny (Plik nie znajduje się w zbiorze zasobów) „%1”"
"DOTA_Workshop_Err_NoGameFile"	"Błąd wewnętrzny (Brak pliku gry) „%1”"
"DOTA_Workshop_Err_NoContentFile"	"Błąd wewnętrzny (Brak pliku zawartości) „%1”"
"DOTA_Workshop_Err_AssetNotInTestbed"	"Błąd wewnętrzny (Zasoby nie znajdują się w obszarze testowym) „%1”"
"DOTA_Workshop_BrowseForZipCaption"	"Wybierz Zip"
"DOTA_Workshop_BrowseForZipFilter"	"Elementy Warsztatu"
"DOTA_Workshop_BrowseForSessionCaption"	"Wybierz sesję Warsztatu"
"DOTA_Workshop_BrowseForSessionFilter"	"Sesja Warsztatu"
"DOTA_Workshop_LoadSession"	"Wczytaj sesję"
"DOTA_Workshop_SaveSession"	"Zapisz sesję"
"DOTA_Workshop_LoadSessionError"	"Błąd wczytywania sesji"
"DOTA_Workshop_SaveSessionError"	"Błąd zapisu sesji"
"DOTA_Workshop_Err_SessionSaveKV3"	"Błąd wewnętrzny (KV3 Save: %1)"
"DOTA_Workshop_Err_SessionSaveNoTemplate"	"Błąd wewnętrzny (Brak szablonu)"
"DOTA_Workshop_Err_SessionLoadKV3"	"Błąd wewnętrzny: (ładowanie KV3)\n%1\n%2"
"DOTA_Workshop_Err_SessionLoadBadData"	"Błąd wewnętrzny (Wczytano złe dane: %1)"
"DOTA_Workshop_Err_SessionLoadBadTemplate"	"Nierozpoznawalna nazwa szablonu: „%1”"
"DOTA_Workshop_Err_Misc"	"Błąd wewnętrzny (%1)"
"DOTA_Workshop_Err_BadCfg"	"Błąd wewnętrzny (brakujące oczekiwane „%1”: %2)"
"DOTA_Workshop_Err_BadUI"	"Błąd wewnętrzny (nieprawidłowa konfiguracja UI, oczekiwane „%1”: %2)"
"DOTA_Workshop_Err_BadSession"	"Błąd wewnętrzny (nieprawidłowa konfiguracja sesji, oczekiwane „%1”: %2)"
"DOTA_Filter_Field_Category"	"Tagi"
"DOTA_Armory_Tags_Popup_Title"	"Ustaw tagi"
"DOTA_Armory_Attributes"	"Atrybuty"
"DOTA_Event_Level"	"Poziom"
"DOTA_Skip"	"Pomiń"
"DOTA_Done"	"Gotowe"
"DOTA_TryAgain"	"Spróbuj ponownie"
"DOTA_Treasure_OpenAnother"	"Otwórz kolejny"
"DOTA_Treasure_OpenTreasure"	"Otwórz skarb"
"DOTA_Treasure_OpenNoDupe"	"Każdy skarb, który otworzysz, będzie zawierać {d:items_per_treasure} ze zwykłych przedmiotów. Nie otrzymasz duplikatów, dopóki nie będziesz mieć po jednym z każdego. Jeśli będziesz mieć szczęście, możesz też otrzymać jeden z rzadkich przedmiotów."
"DOTA_Treasure_OpenDupe"	"Każdy skarb, który otworzysz, będzie zawierać {d:items_per_treasure} ze zwykłych przedmiotów. Możesz trafić na duplikat. Jeśli będziesz mieć szczęście, możesz też otrzymać jeden z rzadkich przedmiotów."
"DOTA_Treasure_OpenFailed_NoItem"	"Nie udało się odnaleźć w twoim ekwipunku skarbu, który można otworzyć."
"DOTA_Treasure_OpenFailed_NoItemsReceived"	"Nie udało się uzyskać listy przedmiotów możliwych do otrzymania ze skarbu."
"DOTA_Treasure_OpenSuccess"	"Gratulacje! Otrzymujesz:"
"dota_settings_force_right_click_attack"	"Wymuś atak PPM"
"DOTA_Settings_Tooltip_Force_Right_Click_Attack"	"Kliknięcie PPM na sojuszniczej jednostce sprawi, że twój bohater spróbuje ją zaatakować."
"DOTA_Effigy_AcceptCustomize"	"Zatwierdź wyposażoną podobiznę"
"DOTA_Effigy_CancelCustomize"	"Anuluj wyposażoną podobiznę"
"DOTA_Custom_Game_Created_By"	"Autor: <b>{g:dota_persona:author}</b>"
"DOTA_Custom_Game_Dedicated_Servers"	"Dedykowane serwery"
"DOTA_Custom_Game_Dedicated_Servers_I"	"Ta gra niestandardowa ma dedykowane serwery. Gry będą rozgrywane na dedykowanych serwerach Valve."
"dota_settings_rangefinder"	"Pokaż zasięg umiejętności podczas jej używania"
"DOTA_View_Details"	"Zobacz szczegóły"
"DOTA_TabName_Featured"	"Wyróżnione"
"DOTA_TabName_Heroes"	"Bohaterowie"
"DOTA_Friends_ID"	"ID znajomego:"
"DOTA_Profile_Edit"	"Edytuj profil"
"DOTA_Profile_LifetimeStats"	"Statystyki ogólne"
"DOTA_Profile_ViewSteamProfile"	"Wyświetl profil Steam"
"DOTA_Profile_SendMessage"	"Wyślij wiadomość"
"DOTA_Trophies_ViewAvailable"	"Dostępne"
"DOTA_TrophyXPProgress"	"{d:trophy_xp} / {d:total_trophy_xp} <span class=\"TrophyPointTextSmall\">PT</span>"
"DOTA_TrophyDetails_XP"	"{d:trophy_details_xp} <span class=\"TrophyPointTitleSmall\">PT</span>"
"DOTA_TrophyDetails_PointsPerLevel"	"Zdobywaj {d:trophy_points_per_level} Punktów Trofeum za każdym razem, gdy podniesie się poziom tego przedmiotu."
"DOTA_Trophy_Upgraded"	"Ulepszono trofeum"
"DOTA_Trophy_Achieved"	"Zdobyto trofeum"
"DOTA_TrophyPlusProfileXP"	"+{d:trophy_xp} Punktów Trofeum"
"DOTA_ProfileBadge_Upgraded"	"Ulepszono odznakę w profilu"
"DOTA_Lobby_Settings_Tournament_None"	"Brak"
"DOTA_Lobby_Settings_Tournament"	"Liga"
"DOTA_WatchReplaysConextMenu_Watch"	"Obejrzyj"
"DOTA_WatchReplaysConextMenu_DownloadWatch"	"Pobierz i obejrzyj teraz"
"DOTA_WatchReplaysConextMenu_DownloadWatchLater"	"Pobierz i obejrzyj później"
"DOTA_WatchReplaysConextMenu_WatchLater"	"Obejrzyj później"
"DOTA_WatchReplaysConextMenu_WatchLaterClear"	"Usuń z list do obejrzenia później"
"DOTA_WatchReplays_Game1"	"Gra 1"
"DOTA_WatchReplays_Game2"	"Gra 2"
"DOTA_WatchReplays_Game3"	"Gra 3"
"DOTA_WatchReplays_Game4"	"Gra 4"
"DOTA_WatchReplays_Game5"	"Gra 5"
"DOTA_WatchReplayError"	"Błąd przy oglądaniu powtórki"
"DOTA_WatchReplayError_Incompatible"	"Ta powtórka jest niezgodna z tą wersją Dota."
"DOTA_WatchReplayError_DoesNotExist"	"Ten mecz nie istnieje."
"DOTA_WatchTournaments_PrizePoolLabel"	"pula nagród"
"DOTA_WatchTournaments_PrizePoolTicketPrice"	"Bilet {g:dota_item_price:ticket_itemdef}"
"DOTA_WatchTournaments_PrizePoolActivate"	"Aktywuj bilet"
"DOTA_WatchTournaments_LiveGames"	"- GRY NA ŻYWO W TOKU"
"DOTA_WatchTournaments_View"	"Zobacz"
"DOTA_WatchTournaments_Region_NA"	"Ameryka Północna"
"DOTA_WatchTournaments_Region_SA"	"Ameryka Południowa"
"DOTA_WatchTournaments_Region_EU"	"Europa"
"DOTA_WatchTournaments_Region_RU"	"Rosja"
"DOTA_WatchTournaments_Region_CN"	"Chiny"
"DOTA_WatchTournaments_Region_SEA"	"Azja Płd.-Wsch."
"DOTA_WatchTournament_BestOf3"	"Do 2 zwycięstw"
"DOTA_WatchTournament_BestOf5"	"Do 3 zwycięstw"
"DOTA_WatchTournament_Website"	"Zobacz stronę internetową turnieju"
"DOTA_WatchTournament_Compendium"	"Zobacz Kompendium"
"DOTA_WatchTournament_Page"	"Strona {i:page_cur} / {i:page_max}"
"DOTA_WatchTournament_Spectators"	"{i:spectators} oglądających"
"DOTA_ShuffledItem_Label"	"Do przetasowania"
"DOTA_EquippedItem_Button_SingleItemShuffle"	"Załóż"
"DOTA_Feed_Title"	"Kanały znajomych"
"DOTA_Armory_Category_EffigyBlocks"	"Bryła Podobizny"
"DOTA_Armory_Category_EffigyReforgers"	"Modyfikatory podobizny"
"DOTA_Armory_Category_Leagues"	"Przedmioty ligowe"
"DOTA_Armory_Category_Charms"	"Talizmany"
"DOTA_Armory_Category_CharmFragments"	"Okruchy talizmanu"
"DOTA_Armory_Category_MegaKills"	"Mega-zabójstwa"
"DOTA_Armory_Category_Treasures"	"Skarby"
"DOTA_Armory_Category_Gifts"	"Prezenty"
"DOTA_Armory_Category_Bundles"	"Pakiety"
"DOTA_Armory_Category_Compendiums"	"Kompendia"
"DOTA_Armory_Category_Tools"	"Narzędzia"
"DOTA_Armory_ActiveFilterLabel"	"Filtr:"
"DOTA_Armory_EditFilter"	"Edytuj filtr"
"DOTA_Armory_ContextMenu_AddShuffle"	"Dodaj do przetasowania"
"DOTA_Armory_ContextMenu_RemoveShuffle"	"Usuń z przetasowania"
"DOTA_Armory_Filter_Tradeable"	"WYMIENIALNE"
"DOTA_Armory_Filter_Equipped"	"W UŻYCIU"
"DOTA_Armory_Filter_Duplicate"	"DUPLIKAT"
"DOTA_Armory_Filter_HasSockets"	"MA GNIAZDO"
"DOTA_Armory_Filter_IsJunk"	"OZNACZONE JAKO ZŁOM"
"DOTA_Armory_Filter_WillExpire"	"STRACĄ WAŻNOŚĆ"
"DOTA_Armory_Filter_IsBundle"	"ZESTAWY"
"DOTA_Armory_Filter_IsGift"	"OTRZYMANE W PREZENCIE"
"DOTA_Armory_Filter_Rarity"	"RZADKOŚĆ"
"DOTA_Armory_Filter_Quality"	"JAKOŚĆ"
"DOTA_Armory_Filter_Tags"	"TAGI"
"DOTA_Armory_Filter_Delete"	"Usuń filtr"
"DOTA_Armory_Filter_CreateNew"	"Nowy filtr..."
"DOTA_Armory_Filter_FilterName"	"Nazwa filtru"
"DOTA_Armory_Filter_Required"	"WYMAGANE"
"DOTA_tooltip_econ_item_tags"	"Tagi"
"Compendium_LeagueID"	"ID ligi"
"Compendium_InvalidLeagueID"	"Nie podano ID ligi lub podano nieprawidłowe."
"Compendium_Unsupported"	"Kompendium jest niewspierane"
"Compendium_Unsupported_Desc"	"To kompendium jest starszą wersją, która nie jest obecnie wspierana."
"Compendium_TestingBadLeagueID"	"Brakujący lub nieprawidłowy klucz „league_id” w pliku Kompendium."
"DOTA_GlobalItems_CursorPacks"	"Zestawy kursorów"
"DOTA_Workshop_Materials"	"Tekstury"
"DOTA_Workshop_Meshes"	"Siatki"
"DOTA_Workshop_EditTarget"	"Edytuj cel"
"DOTA_Workshop_Err_AddToZip"	"Nie udało zapakować pliku do ZIP: %1"
"DOTA_Workshop_Err_BadPath"	"Zła ścieżka: „%1”"
"DOTA_Workshop_Err_ZipWithoutManifest"	"Plik ZIP spoza Warsztatu (brak manifestu)"
"DOTA_Workshop_UnrecognizedTemplate"	"Nieznany szablon Warsztatu"
"DOTA_Armory_Tags_Popup_Info"	"Zmiana nazwy taga slotu nie wyczyści zmiany nazwy w poprzednich przedmiotach, które miały ustawione tego taga. Przedmioty te odziedziczą nową nazwę."
"DOTA_Popup_Item_Received_Header_Unknown"	"Otrzymujesz przedmiot!"
"DOTA_Popup_Item_Received_Header_Dropped"	"Otrzymujesz przedmiot!"
"DOTA_Popup_Item_Received_Header_Crafted"	"Wytwarzasz przedmiot!"
"DOTA_Popup_Item_Received_Header_Traded"	"Wymieniasz się za przedmiot!"
"DOTA_Popup_Item_Received_Header_Purchased"	"Zakupiono przedmiot!"
"DOTA_Popup_Item_Received_Header_FoundInCrate"	"Otrzymujesz przedmiot!"
"DOTA_Popup_Item_Received_Header_Gifted"	"Otrzymujesz prezent!"
"DOTA_Popup_Item_Received_Header_Support"	"Pomoc techniczna dała ci przedmiot!"
"DOTA_Popup_Item_Received_Header_Promotion"	"Otrzymano przedmiot promocyjny ze sklepu!"
"DOTA_Popup_Item_Received_Header_Earned"	"Zdobywasz przedmiot!"
"DOTA_Popup_Item_Received_Header_Refunded"	"Zwrócono Ci przedmiot!"
"DOTA_Popup_Item_Received_Header_GiftWrapped"	"Zapakowano przedmiot w prezent!"
"DOTA_Popup_Item_Received_Header_Foreign"	"Znaleziono przedmiot w innej grze!"
"DOTA_Popup_Item_Received_Header_CollectionReward"	"Odebrano nagrodę kolekcji!"
"DOTA_Popup_Item_Received_Header_PreviewItem"	"Testujesz nowy przedmiot!"
"DOTA_Popup_Item_Received_Header_PreviewItemPurchased"	"Zakupiono przedmiot!"
"DOTA_Popup_Item_Received_Header_PeriodicScoreReward"	"Zdobywasz przedmiot!"
"DOTA_Popup_Item_Received_Header_Recycling"	"Wytwarzasz przedmiot!"
"DOTA_Popup_Item_Received_Header_TournamentDrop"	"Otrzymano przedmiot turniejowy!"
"DOTA_Popup_Item_Received_Header_RecipeOutput"	"Wytwarzasz przedmiot!"
"DOTA_Popup_Item_Received_Header_CommunityMarketPurchase"	"Zakupiono przedmiot!"
"DOTA_Popup_Item_Received_Header_GemExtract"	"Wydobywasz przedmiot!"
"DOTA_Popup_Item_Received_Header_CompendiumReward"	"Otrzymujesz nagrodę kompendium!"
"DOTA_Popup_Item_Received_Header_CompendiumDrop"	"Otrzymano przedmiot z Kompendium!"
"DOTA_Popup_Item_Received_Label_IOfN"	"{d:item_i} z {d:item_n}"
"DOTA_Popup_Item_Received_Button_Accept"	"Zaakceptuj"
"DOTA_Popup_Item_Received_Button_AcceptAll"	"Zaakceptuj wszystko ({d:item_n})"
"DOTA_TrophyDetails_PointsPerInterval"	"Zdobywaj {d:trophy_points_per_level} Punktów Trofeum za każde {d:trophy_points_interval_size} poziomów."
"dota_casters"	"Komentatorzy"
"LobbySetting_League"	"Liga"
"LobbySetting_League_Value"	"{s:lobbysetting_league}"
"DOTA_WatchLive_Purchase"	"Bilet {g:dota_item_price:ticket_itemdef}"
"DOTA_WatchLive_Activate"	"Aktywuj bilet"
"DOTA_WatchLive_LoadMore"	"Wczytaj więcej"
"DOTA_WatchReplays_Pending"	"Oczekiwanie..."
"DOTA_WatchReplays_Downloading"	"Pobieranie...{i:download_pct}%"
"DOTA_WatchReplays_Decompressing"	"Dekompresowanie...{i:decompress_pct}%"
"LoadingScreenCastersInfo"	"Komentatorzy: {i:casters_loaded}/{i:casters_total}"
"DOTA_Armory_ContextMenu_EquipSet"	"Załóż zestaw"
"DOTA_Armory_Tag1_Default"	"Tag 1"
"DOTA_Armory_Tag2_Default"	"Tag 2"
"DOTA_Armory_Tag3_Default"	"Tag 3"
"DOTA_Armory_Tag4_Default"	"Tag 4"
"DOTA_Armory_Tag5_Default"	"Tag 5"
"DOTA_Armory_Tag6_Default"	"Tag 6"
"DOTA_Armory_Tag7_Default"	"Tag 7"
"DOTA_Armory_Tag8_Default"	"Tag 8"
"dota_page_match_details_replay_existence_decompressing"	"Dekompresowanie..."
"DOTA_Workshop_TextureName_trans"	"Przezroczystość"
"DOTA_Workshop_TextureName_normal"	"Normalna"
"DOTA_Workshop_TextureName_detailmask"	"Maska szczegółów"
"DOTA_Workshop_TextureName_diffusemask"	"Maska rozpraszająca/Fresnela"
"DOTA_Workshop_TextureName_metalnessmask"	"Maska metaliczności"
"DOTA_Workshop_TextureName_specmask"	"Maska intensywności lustrzanej"
"DOTA_Workshop_TextureName_rimmask"	"Maska intensywności oświetlenia bocznego"
"DOTA_Workshop_TextureName_basetintmask"	"Maska odcienia bazowego"
"DOTA_Workshop_TextureName_specexp"	"Lustrzane wykładnicze"
"DOTA_Workshop_TextureDetails_color"	"Mapa kolorów"
"DOTA_Workshop_TextureDetails_trans"	"Ustala, gdzie tekstura będzie pokrywać obiekt (biały kolor oznacza pokrywanie, czarny jest niewidoczny)"
"DOTA_Workshop_TextureDetails_normal"	"Mapa normalnych"
"DOTA_Workshop_TextureDetails_detailmask"	"Określa widoczność mapy szczegółowości (jeśli tekstura ma ją włączoną)"
"DOTA_Workshop_TextureDetails_diffusemask"	"Określa widoczność efektu zniekształcania kolorów (jeśli tekstura ma go włączonego)"
"DOTA_Workshop_TextureDetails_metalnessmask"	"Określa obszar tłumienia koloru, co ma symulować metaliczny wygląd"
"DOTA_Workshop_TextureDetails_selfillummask"	"Określa samooświetlający się obszar powierzchni, który jest niezależny od oświetlenia środowiska (kolor samooświetlenia pochodzi wyłącznie od koloru tekstury)"
"DOTA_Workshop_TextureDetails_specmask"	"Określa jakość wysokich świateł pomnożoną przez intensywność oświetlenia lustrzanego od tekstury"
"DOTA_Workshop_TextureDetails_rimmask"	"Określa jasność konturów modelu (oświetlenie boczne, znane także jako intensywność Fresnela)"
"DOTA_Workshop_TextureDetails_basetintmask"	"Określa głębokość koloru, jaką oświetlenie lustrzane otrzymuje od tekstury koloru"
"DOTA_Workshop_TextureDetails_specexp"	"Określa rozmiar oświetlenia lustrzanego, funkcjonuje jako skala wartości wykładniczej lustrzanej z tekstury"
"DOTA_Workshop_Ward_Model"	"Model warda"
"DOTA_Workshop_CreateNewItem"	"Utwórz nowy przedmiot"
"DOTA_Workshop_Err_Model_Portrait_NotEdited"	"Portret modelu %1 nie został skonfigurowany."
"DOTA_PreviewSounds_ExampleSounds"	"Przykładowe dźwięki"
"DOTA_Tournament_Premium"	"Premium"
"DOTA_Tournament_Professional"	"Profesjonalny"
"DOTA_Tournament_Amateur"	"Amatorski"
"DOTA_Treasure_MarketPurchase"	"Na rynku"
"DOTA_Treasure_HelpHeader"	"Każdy skarb zawiera {d:items_per_treasure} z tych przedmiotów"
"DOTA_Treausre_HelpNoDupe"	"Dopóki zostanie zakupiona i otwarta, nie będziesz wiedzieć który dostaniesz. Jeśli kupisz więcej niż jedną, nie dostaniesz duplikatów dopóki nie będziesz posiadać każdego z przedmiotów, które nie są rzadkie."
"DOTA_Treasure_HelpDupe"	"Dopóki zostanie zakupiona i otwarta, nie będziesz wiedzieć który dostaniesz. Jeśli kupisz więcej niż jedną, możesz dostać duplikaty."
"DOTA_Treasure_HelpRares"	"Jeśli zaś masz dużo szczęścia, oprócz zwykłych przedmiotów możesz także dostać jeden z rzadkich przedmiotów dodatkowych."
"DOTA_Treasure_FilterAvailable"	"Dostępne"
"DOTA_Treasure_FilterOwned"	"Nieotwarte: ({d:treasures_owned_count})"
"DOTA_Treasure_FilterAll"	"Wszystkie"
"DOTA_Workshop_ValveSelectItemID"	"Wybierz ID przedmiotu"
"DOTA_Workshop_Err_FailedToLoadMaterialTemplate"	"Nie można załadować szablonu materiału: „%1”"
"DOTA_Workshop_ExtraMiscTags"	"Dodatkowe tagi"
"DOTA_Workshop_ExtraBrandingTags"	"Tagi marki"
"DOTA_Workshop_Tags_SingleItem"	"Pojedynczy przedmiot"
"DOTA_Trophies_ViewMyCollection"	"Moja kolekcja"
"DOTA_Trophies_ViewActive"	"Aktywne"
"DOTA_Trophies_Info"	"Zdobywaj trofea, aby zwiększać swój poziom Dota.<br><br>Każde trofeum dodaje do twojego poziomu Dota inną ilość Punktów Trofeum. Punkty Trofeum są otrzymywane po zdobyciu nowego trofeum lub podniesieniu poziomu już zdobytego.<br><br>Zdobywając 100 Punktów Trofeum, podnosisz swój poziom Dota o 1."
"DOTA_Custom_Game_About"	"Informacje"
"DOTA_Custom_Game_Updates"	"Aktualizacje"
"DOTA_Workshop_Reset_To_Default"	"Przywróć ustawienia domyślne"
"DOTA_Workshop_Error_FailedToLoadCompiledModel"	"Nie można załadować modelu: %1"
"DOTA_EventName_International2014"	"The International 2014"
"DOTA_EventName_International2015"	"The International 2015"
"DOTA_EventName_FallMajor2015"	"Jesień 2015"
"DOTA_Combine"	"Połącz"
"DOTA_Profile_SaveChanges"	"Zapisz zmiany"
"dota_lobby_broadcast_channel_title"	"Kanały transmisji"
"dota_settings_shadowquality_off"	"Wył."
"dota_lobby_host"	"Host poczekalni: {s:lobby_host_name}"
"dota_lobby_row_region"	"{s:region}"
"dota_lobby_browser_header_region"	"Region"
"dota_lobby_browser_all_regions"	"Wszystkie regiony"
"DOTA_Armory_Category_Event"	"Jesienne Kompendium"
"DOTA_Armory_Category_CompendiumLevels"	"Poziomy"
"DOTA_Armory_Category_CompendiumCoins"	"Monety"
"dota_profile_recent_games_option_show_custom_games"	"Wyświetl niestandardowe gry"
"dota_profile_recent_games_option_show_ranked_mmr_change"	"Pokaż zmiany rankingowego MMR"
"dota_profile_recent_game_result_uncalibrated_ranked"	"Plasowanie"
"dota_profile_recent_game_result_win_ranked"	"{i:ranked_mmr} (+{i:ranked_mmr_delta})"
"dota_profile_recent_game_result_loss_ranked"	"{i:ranked_mmr} ({i:ranked_mmr_delta})"
"DOTA_tooltip_econ_item_gift_dedication"	"{s:gift_dedication}"
"DOTA_econ_item_details_original_name_label"	"Oryginalna nazwa:"
"DOTA_econ_item_details_add_socket"	"Dodaj gniazdo"
"DOTA_econ_item_details_add_gem"	"Dodaj klejnot"
"DOTA_econ_item_details_extract_gem"	"Wydobądź klejnot"
"DOTA_econ_item_details_extract_gem_short"	"Wydobądź"
"DOTA_econ_item_details_reset_gem"	"Zresetuj"
"DOTA_econ_item_details_gift_header"	"Prezent"
"DOTA_econ_item_details_gift_clear_gifter"	"Usuń imię nadawcy prezentu"
"DOTA_econ_item_details_gift_clear_dedication"	"Usuń dedykację"
"DOTA_econ_item_details_sockets_header"	"Pospolite gniazda"
"DOTA_econ_item_details_styles_header"	"Style"
"DOTA_econ_item_details_style_name"	"{s:style_name}"
"DOTA_econ_item_details_style_selected"	"Wybrany"
"DOTA_econ_item_details_style_available"	"Wybierz"
"DOTA_econ_item_details_style_locked"	"Zablokowany"
"DOTA_econ_item_details_tooltip_lock_reason_title"	"Wymagania odblokowania:"
"DOTA_econ_item_details_tooltip_lock_reason"	"{s:style_lock_reason}"
"DOTA_econ_item_details_description_header"	"Opis"
"DOTA_econ_item_details_description_reset"	"Zresetuj"
"DOTA_econ_item_details_description_edit"	"Edytuj"
"DOTA_Crafting"	"Wytwarzanie"
"DOTA_Crafting_Confirm"	"Czy na pewno chcesz przetworzyć te przedmioty w coś innego?"
"DOTA_CraftingResult_Success"	"Sukces! Ciesz się swoimi nowymi przedmiotami!"
"DOTA_CraftingResult_OfferingDisabled"	"Ten przepis wytwarzania jest aktualnie niedostępny. Spróbuj ponownie później."
"DOTA_CraftingResult_InvalidItems"	"Błąd: niewłaściwe przedmioty"
"DOTA_CraftingResult_InternalError"	"Niepowodzenie: błąd wewnętrzny."
"DOTA_CraftingResult_MissingLeague"	"Błąd: Musisz posiadać Kompendium, by użyć tej receptury."
"DOTA_Workshop_Attachment_Edit_Disabled"	"Edytowanie punków zaczepienia jest aktualnie niewspierane. Funkcjonalność ta zostanie dodana w przyszłej aktualizacji."
"DOTA_Workshop_Mat0Title"	"Pliki tekstur"
"DOTA_Workshop_Mat0Desc"	"Jest to zestaw plików, które zostaną nałożone w formie tekstury na twoje pliki geometrii."
