"dota"
{
"DOTA_Accept"	"Aceitar"
"DOTA_ActorCredits_7_Name"	"Jim French"
"DOTA_ActorCredits_7_Heroes"	"elder_titan"
"DOTA_ActorCredits_8_Name"	"Michael Gregory"
"DOTA_ActorCredits_8_Heroes"	"bounty_hunter,clinkz,silencer"
"DOTA_ActorCredits_9_Name"	"Gin Hammond"
"DOTA_ActorCredits_9_Heroes"	"crystal_maiden,drow_ranger,enchantress,mirana,phantom_assassin,spectre,vengefulspirit"
"DOTA_ActorCredits_10_Name"	"John Patrick Lowrie"
"DOTA_ActorCredits_10_Heroes"	"ancient_apparition,dark_seer,doom_bringer,earthshaker,pudge,nevermore,storm_spirit"
"DOTA_ActorCredits_11_Name"	"Ellen McLain"
"DOTA_ActorCredits_11_Heroes"	"broodmother,death_prophet"
"DOTA_ActorCredits_12_Name"	"Bruce Miles"
"DOTA_ActorCredits_12_Heroes"	"alchemist,life_stealer,omniknight"
"DOTA_ActorCredits_13_Name"	"Linda K. Morris"
"DOTA_ActorCredits_13_Heroes"	"luna,naga_siren,queenofpain,templar_assassin"
"DOTA_ActorCredits_13_Extra"	"Locutora"
"DOTA_ActorCredits_14_Name"	"Sam A. Mowry"
"DOTA_ActorCredits_14_Heroes"	"antimage,beastmaster,rattletrap,necrolyte,slardar,warlock"
"DOTA_ActorCredits_14_Extra"	"Comerciante da Loja Secreta"
"DOTA_ActorCredits_15_Name"	"Eric Newsome"
"DOTA_ActorCredits_15_Heroes"	"chen,leshrac,furion,razor,tidehunter,tiny,zuus"
"DOTA_ActorCredits_16_Name"	"Nolan North"
"DOTA_ActorCredits_16_Heroes"	"brewmaster,earth_spirit,gyrocopter,keeper_of_the_light,lone_druid,lycan,meepo,ogre_magi,shadow_demon,troll_warlord"
"DOTA_ActorCredits_17_Name"	"Dempsey Pappion"
"DOTA_ActorCredits_17_Heroes"	"magnataur,nyx_assassin,visage"
"DOTA_ActorCredits_18_Name"	"TJ Ramini"
"DOTA_ActorCredits_18_Heroes"	"abaddon,bristleback,skywrath_mage,shredder"
"DOTA_ActorCredits_19_Name"	"Harry S. Robins"
"DOTA_ActorCredits_19_Heroes"	"tinker"
"DOTA_ActorCredits_20_Name"	"Gary Schwartz"
"DOTA_ActorCredits_20_Heroes"	"lich,pugna"
"DOTA_ActorCredits_21_Name"	"David Scully"
"DOTA_ActorCredits_21_Heroes"	"bane,dazzle,juggernaut,morphling,sand_king,sven,weaver"
"DOTA_ActorCredits_22_Name"	"Mike Shapiro"
"DOTA_ActorCredits_22_Heroes"	"oracle"
"DOTA_ActorCredits_23_Name"	"David Sobolov"
"DOTA_ActorCredits_23_Heroes"	"terrorblade"
"DOTA_ActorCredits_24_Name"	"Jon St. John"
"DOTA_ActorCredits_24_Heroes"	"axe,bloodseeker,enigma,kunkka"
"DOTA_ActorCredits_25_Name"	"Fred Tatasciore"
"DOTA_ActorCredits_25_Heroes"	"disruptor,spirit_breaker,treant,undying,ursa"
"DOTA_ActorCredits_25_Extra"	"Golem do Warlock"
"DOTA_ActorCredits_26_Name"	"Jen Taylor"
"DOTA_ActorCredits_26_Heroes"	"lina,medusa,puck,windrunner"
"DOTA_ActorCredits_27_Name"	"Tony Todd"
"DOTA_ActorCredits_27_Heroes"	"dragon_knight,night_stalker,viper"
"DOTA_ActorCredits_28_Name"	"
"
"DOTA_ActorCredits_28_Heroes"	"
"
"DOTA_PlayerContextMenu_Trade"	"Convidar para trocar"
"DOTA_Custom_Game_Finished_Vote_Title"	"Votação de Modo Customizado"
"DOTA_Custom_Game_Finished_Vote_Question"	"O que achaste deste modo?"
"DOTA_Custom_Game_Finished_Vote_Skip"	"Saltar"
"DOTA_TabName_ModsLobbyList"	"Lista de Lobbies"
"DOTA_WatchLive_Fullscreen"	"ECRÃ COMPLETO"
"DOTA_JoinChatChannel_ChannelName"	"Nome do canal"
"DOTA_JoinChatChannel_ChannelMemberCount"	"Membros"
"DOTA_Chat_ChannelMemberCount"	"{d:channel_member_count}"
"dota_settings_coop_fullscreen"	"Ecrã completo p/ desktops"
"DOTA_Trading_UI_Body_Outgoing"	"À espera que {s:player_name} responda ao teu pedido..."
"DOTA_GiftWrap_Item"	"A embrulhar {g:dota_item_name:gift_item_def}."
"DOTA_GiftWrap_ConfirmDedication_Title"	"Confirmar dedicatória"
"DOTA_GiftWrap_ConfirmDedication_Message"	"De certeza que queres incluir a dedicatória \"{s:gift_dedication}\"?"
"DOTA_GiftWrap_Success_Header"	"Sucesso"
"DOTA_GiftWrap_Success"	"O teu presente foi entregue."
"DOTA_GiftWrap_Error_RateLimitedNormal"	"Só podes presentear {d:gift_limit_count} itens a cada {d:gift_limit_hours} horas. Já enviaste bastantes presentes, aguarda antes de poderes enviar este."
"DOTA_GiftWrap_Error_RateLimitedCharge"	"O teu nível de perfil do Dota 2 só te permite presentear {d:gift_limit_count} itens não trocáveis a cada {d:gift_limit_hours} horas. Este presente não pôde ser enviado."
"DOTA_GiftWrap_Error_RateLimitedChargeNone"	"O teu nível de perfil do Dota 2 atual não te permite presentear itens não trocáveis. Este presente não pôde ser enviado."
"DOTA_Custom_Game_Sort_Most_Played"	"Mais populares da semana"
"dota_settings_about"	"Informações"
"dota_settings_fullscreen_focus_behavior"	"Ecrã completo p/ desktops minimiza o jogo ao perder o foco"
"DOTA_EquippedItem_AddToShuffle"	"Adicionar ao Aleatório"
"DOTA_EquippedItem_RemoveFromShuffle"	"Remover do Aleatório"
"DOTA_EquippedItem_Unpack_And_AddToShuffle"	"Abrir e adicionar ao Aleatório"
"DOTA_ClientVersion"	"Versão: <span class=\"VersionNumber\">{d:client_version_number}</span>"
"DOTA_GameplayVersion"	"Versão da jogabilidade: <span class=\"VersionNumber\">{s:gameplay_version_number}</span>"
"DOTA_CurrentGameplayVersion"	"6.84c"
"DOTA_Credits_LindaKMorris_Extra"	"e a Locutora padrão"
"DOTA_Credits_SamAMowry_Extra"	"e o Comerciante da Loja Secreta"
"DOTA_Credits_FredTatasciore_Extra"	"e o Golem do Warlock"
"DOTA_Recycling"	"Reciclagem"
"DOTA_Recycling_Action"	"Reciclar"
"DOTA_Recycling_DragItems"	"Arrasta os itens que não queres para aqui"
"DOTA_Recycling_Outputs"	"Vais receber"
"DOTA_Recycling_Confirm"	"Queres mesmo reciclar estes itens?"
"DOTA_RecyclingCharm_Name"	"Charm of the Crucible Jewel II"
"DOTA_RecyclingCharm_Bonus"	"+25 Moedas do Compêndio"
"custom_game_file_error"	"Erro ao aceder aos ficheiros de modos customizados."
"DOTA_Previous"	"Anterior"
"DOTA_PreviousShort"	"Ant."
"DOTA_Next"	"Seguinte"
"DOTA_Friends_Add_Friend_Tooltip"	"Adicionar amigo"
"DOTA_Friends_Add_Friend_Entry_Placeholder"	"Introduz o ID do amigo a procurar"
"DOTA_Friends_Add_Friend_Your_ID"	"O teu ID é:"
"dota_settings_voice_always_sample_mic"	"Pressionar para falar - Simplificado"
"dota_settings_voice_always_sample_mic_tooltip"	"Mantém o dispositivo de gravação ativo para evitar que o jogo encrave em alguns sistemas."
"DOTA_EconItemSet_Tooltip_MultipleTeams"	"Tem estilos diferentes para os Radiant e para os Dire"
"DOTA_HeroLoadout_Shuffle_Count"	"Itens no Aleatório: {i:loadout_items_in_shuffle}"
"DOTA_HeroLoadout_Add_All_To_Shuffle"	"Adic. tudo ao Aleatório"
"DOTA_HeroLoadout_Clear_Shuffle"	"Limpar Aleatório"
"DOTA_Armory_ActiveFilter"	"{s:filter_field} {s:filter_op} {s:filter_value}"
"DOTA_Treasure_Purchase"	"Comprar Tesouro"
"DOTA_Treasure_CharmPurchase"	"Comprar Amuleto"
"DOTA_Treasure_SearchPlaceholder"	"Procurar Tesouros"
"DOTA_Treasure_ViewAll"	"Ver todos"
"DOTA_Treasure_QuantityOption"	"Qde: {d:quantity}"
"DOTA_Treasure_Gift"	"Presentear"
"DOTA_Treasure_Open"	"Abrir"
"DOTA_Treasure_OpenQuantity"	"{d:owned_quantity}"
"DOTA_Treasure_Owned"	"No Arsenal"
"DOTA_Treasure_Received"	"Recebido"
"DOTA_Treasure_Autographed"	"Autógrafo:"
"DOTA_Treasure_AutographName"	"{s:treasure_autograph_name}"
"DOTA_OpenTreasureTooltip_NormalTitle"	"Contém os seguintes itens:"
"DOTA_OpenTreasureTooltip_NoDupeDescription"	"Não receberás repetidos até teres um de cada."
"DOTA_OpenTreasureTooltip_DupeDescription"	"Poderás receber itens repetidos antes de teres um de cada."
"DOTA_OpenTreasureTooltip_RareTitle"	"Com a chance de receber itens bónus"
"DOTA_OpenTreasureTooltip_UnitName"	"{g:dota_item_unit_name:item_def}"
"DOTA_OpenTreasureTooltip_ItemName"	" - {g:dota_item_name:item_def}"
"dota_profile_content_tab_official_info"	"Dados prof."
"dota_profile_oi_player_name"	"ALCUNHA"
"dota_profile_oi_player_name_sub"	"Deve ser algo facilmente reconhecível para todos os jogadores no mundo e não deve incluir afiliação a nenhuma equipa ou patrocinador."
"dota_profile_oi_team"	"EQUIPA"
"dota_profile_oi_team_sub"	"Se jogas oficialmente numa equipa oficial de Dota, seleciona-a. A sigla (tag) da mesma será exibida com o teu nome."
"dota_profile_oi_sponsor"	"PATROCINADOR"
"dota_profile_oi_sponsor_sub"	"Os nomes dos patrocinadores serão adicionados ao teu nome."
"dota_profile_oi_country"	"PAÍS"
"dota_profile_oi_role"	"CARGO"
"dota_profile_oi_role_sub"	"Se jogas num cargo específico, seleciona-o. 'Core' inclui jogadores que jogam como 'carry', 'mid' e 'off-lane'."
"dota_profile_oi_preview"	"O teu nome será exibido assim nas tabelas de liderança e em partidas de ligas:"
"dota_profile_oi_preview_warning"	"Estes dados só podem ser editados uma vez a cada 2 semanas, por isso certifica-te de que está tudo certo antes de os atualizares!"
"dota_profile_oi_submit_info"	"Enviar dados"
"dota_profile_oi_submit_pending"	"A enviar..."
"dota_profile_oi_submit_success"	"Sucesso!"
"dota_profile_oi_submit_failure"	"Erro - Tenta de novo."
"dota_role_core"	"Core"
"dota_role_support"	"Support"
"Compendium_GenerateFail"	"Falha ao gerar ficheiro de recursos '{s:s1}'."
"Compendium_PreparePublish"	"Preparar para publicação"
"Compendium_PublishError"	"Falha a copiar '{s:s1}' para o diretório do compêndio em '{s:s2}'."
"Compendium_PublishFinishedTitle"	"Publicação bem-sucedida"
"Compendium_PublishFinished"	"Os ficheiros compilados foram copiados para o diretório datafile.\n\nEnvia todos os ficheiros .vxml_c, .vtex_c, e .vcss_c quando enviares o compêndio para a página web da liga."
"DOTA_Treasure"	"Tesouro"
"DOTA_Blog"	"Novidades no Dota 2"
"DOTA_SortBy"	"Ordenar por"
"DOTA_SortOption_Newest"	"Mais novos"
"DOTA_SortOption_Owned"	"No Arsenal"
"DOTA_SortOption_Price"	"Preço"
"DOTA_SortOption_Alphabetical"	"Ordem alfabética"
"Action_Use"	"Usar"
"DOTA_BadgeLevel"	"{d:badge_level}"
"DOTA_AHC_CurrentHero"	"Herói atual"
"DOTA_AHC_CurrentHeroName"	"{s:current_hero_name}"
"DOTA_AHC_InProgress"	"A decorrer"
"DOTA_AHC_CurrentHeroAttempts"	"{s:current_hero_attempts} tentativa(s)"
"DOTA_AHC_CurrentHeroAverage"	"Média mundial"
"DOTA_AHC_CurrentHeroAverageAttempts"	"{s:current_hero_average_attempts} tentativas"
"DOTA_AHC_NextHero"	"Próximo herói"
"DOTA_AHC_NextHeroName"	"{s:next_hero_name}"
"DOTA_AHC_ChallengeProgress"	"Progresso atual ({d:challenge_progress_percent}%)"
"DOTA_AHC_HeroesCompleted"	"Heróis concluídos"
"DOTA_AHC_HeroesCompletedValue"	"{d:heroes_completed} / {d:heroes_total}"
"DOTA_AHC_TotalAttempts"	"Total de tentativas"
"DOTA_AHC_TotalAttemptsValue"	"{d:challenge_total_attempts} partidas"
"DOTA_AHC_EquivalentWorldAverage"	"Média mundial equivalente"
"DOTA_AHC_EquivalentWorldAverageValue"	"{d:challenge_average_total_attempts} partidas"
"DOTA_AHC_LifetimeStats"	"Estatísticas gerais"
"DOTA_AHC_FullChallengesCompleted"	"Desafios totalmente concluídos"
"DOTA_AHC_FullChallengesCompletedValue"	"{d:full_challenges_completed}"
"DOTA_AHC_BestFullChallenge"	"Recorde pessoal"
"DOTA_AHC_BestFullChallengeValueNone"	"N/D"
"DOTA_AHC_BestFullChallengeValue"	"{d:best_full_challenge} partidas"
"DOTA_AHC_FullChallengeAverage"	"Média mundial"
"DOTA_AHC_FullChallengeAverageValue"	"{s:full_challenge_average} partidas"
"DOTA_AHC_ChallengeReward"	"Recompensa"
"DOTA_AHC_ChallengeTrophyName"	"{s:challenge_trophy_name}"
"DOTA_AHC_ChallengeTrophyLevel"	"Nível {d:challenge_trophy_level}"
"DOTA_Trophies_ViewEarned"	"Obtidos"
"DOTA_Party_Add_Friends"	"Adiciona amigos para criares um grupo"
"DOTA_ItemSet_Count_text"	"{d:item_current_group} / {d:item_group_count}"
"DOTA_Custom_Game_Map_AnyNumbered"	"Qualquer ({d:map_choices})"
"dota_settings_enable_console"	"Ativar consola"
"dota_settings_enable_console_tooltip"	"Opções de arranque que ativam a consola, como -dev ou -console, ignoram esta opção"
"dota_settings_binding_options"	"Opções de teclas"
"dota_settings_allow_gui_key_to_bind"	"Permitir que a tecla Windows/Cmd possa ser usada"
"DOTA_HeroLoadout_Loadout"	"Equipamento"
"DOTA_HeroLoadout_About"	"Sobre"
"DOTA_HeroLoadout_Guides"	"Guias"
"DOTA_HeroLoadout_Roles"	"Cargos"
"DOTA_HeroLoadout_Biography"	"Biografia"
"DOTA_Feed_Say_Something"	"Diz alguma coisa..."
"DOTA_Armory_ClearFilter"	"Apagar filtro"
"DOTA_Armory_ContextMenu_Tags"	"Marcadores..."
"DOTA_Armory_ContextMenu_EffigyPose"	"Pose..."
"DOTA_Armory_ContextMenu_EffigyReforge"	"Reconstruir..."
"DOTA_EffigyEditor_CreateEffigy"	"Criar Efígie"
"DOTA_EffigyEditor_PoseEffigy"	"Posar Efígie"
"DOTA_EffigyEditor_ReforgeEffigy"	"Reconstruir Efígie"
"DOTA_EffigyEditor_Model"	"Herói"
"DOTA_EffigyEditor_Loadout"	"Abrir Equipamento"
"DOTA_EffigyEditor_Inscription"	"Inscrição:"
"DOTA_EffigyEditor_Animation"	"Animação:"
"DOTA_EffigyEditor_Frame"	"Selecionar frame:"
"DOTA_EffigyEditor"	"Editor de efígies"
"DOTA_EffigyEditor_ConfirmCreate"	"Criar uma Efígie Heroica irá consumir o Bloco de Efígie. Após a criação, só pode ser modificada com um Reconstrutor de Efígies. De certeza que queres continuar?"
"DOTA_EffigyEditor_ConfirmReforge"	"Reconstruir uma Efígie Heroica irá consumir um Reconstrutor de Efígies. De certeza que queres continuar?"
"DOTA_EffigyEditor_Error"	"Falha ao gerar Efígie Heroica."
"DOTA_EffigyEditor_ErrorReforge"	"Falha ao reconstruir Efígie Heroica."
"DOTA_EffigyEditor_ErrorPose"	"Falha ao definir a pose da Efígie Heroica."
"DOTA_EffigyEditor_Success"	"A tua Efígie Heroica foi criada com sucesso."
"DOTA_EffigyEditor_SuccessReforge"	"A tua Efígie Heroica foi reconstruída com sucesso."
"DOTA_EffigyEditor_SuccessPose"	"A pose da tua Efígie Heroica foi definida com sucesso."
"dota_profile_content_tab_all_hero_challenge"	"Desafio de Heróis"
"DOTA_tooltip_econ_item_delete_restriction"	"Não eliminável"
"DOTA_tooltip_econ_item_modifiers"	"Modificadores"
"DOTA_tooltip_econ_item_modifier_animation"	"Animação"
"DOTA_tooltip_econ_item_modifier_announcer"	"Locutor"
"DOTA_tooltip_econ_item_modifier_HUD"	"HUD"
"DOTA_tooltip_econ_item_modifier_health_bar"	"Barra de vida"
"DOTA_tooltip_econ_item_modifier_ability_name"	"Nome de habilidade"
"DOTA_tooltip_econ_item_modifier_loading_screen"	"Ecrã de Loading"
"DOTA_tooltip_econ_item_modifier_cursor_pack"	"Pack de cursores"
"DOTA_tooltip_econ_item_modifier_portrait"	"Retrato"
"DOTA_tooltip_econ_item_modifier_ambient_effects"	"Efeitos ambientais"
"DOTA_tooltip_econ_item_modifier_kill_effects"	"Efeitos em vítimas"
"DOTA_tooltip_econ_item_modifier_spell_effects"	"Efeitos de habilidades"
"DOTA_tooltip_econ_item_modifier_model"	"Modelo"
"DOTA_tooltip_econ_item_modifier_scale"	"Escala"
"DOTA_tooltip_econ_item_modifier_wearable"	"Acessório"
"DOTA_tooltip_econ_item_modifier_courier"	"Estafeta"
"DOTA_tooltip_econ_item_modifier_flying_courier"	"Estafeta voador"
"DOTA_tooltip_econ_item_modifier_pet"	"Mascote"
"DOTA_tooltip_econ_item_modifier_weather"	"Meteorologia"
"DOTA_tooltip_econ_item_modifier_sound"	"Som"
"DOTA_tooltip_econ_item_modifier_soundscape"	"Sons ambientais"
"DOTA_tooltip_econ_item_modifier_voice"	"Voz"
"DOTA_tooltip_econ_item_modifier_icon"	"Ícone"
"DOTA_econ_item_details_style_label"	"Estilo:"
"DOTA_econ_item_details_gift_label"	"Presente de:"
"Compendium_Downloading"	"A transferir compêndio..."
"Compendium_DLFailed"	"O download falhou"
"Compendium_DLFailed_Desc"	"Não foi possível transferir o compêndio.\n\nTenta de novo mais tarde."
"Compendium_Error"	"Erro do compêndio"
"Compendium_Error_Desc"	"Há um problema com o compêndio e estamos agora a resolvê-lo.\n\nTenta de novo mais tarde."
"Compendium_Retry"	"Tentar de novo"
"Compendium_preview_mode"	"DEMONSTRAÇÃO"
"Compendium_preview_click"	"Clica aqui para ativar!"
"Compendium_level"	"NÍVEL"
"Compendium_to_next_level"	"PARA O PRÓX. NÍVEL"
"Compendium_LevelupPts_Singular"	"1 Pt"
"Compendium_LevelupPts_Plural"	"{d:next_comp_level} Pts"
"DOTA_GlobalItems_MegaKill"	"Mega-Assassínios"
"DOTA_Treasure_BonusReward"	"Recompensa bónus"
"DOTA_OpenTreasureTooltip_ExtraItems"	"... e mais {d:extra_items_count} itens!"
"DOTA_AASystem_Green"	"Tempo de jogo online acumulado: {s:playtime}. Atualmente estás a jogar dentro dos limites de tempo saudáveis. Desfruta do jogo!"
"DOTA_AASystem_Yellow"	"Tempo de jogo online acumulado: {s:playtime}. Excedeste os limites de tempo de jogo considerados saudáveis. Lembra-te de descansar!"
"DOTA_AASystem_Red"	"Tempo de jogo online acumulado: {s:playtime}. Excedeste os limites de tempo de jogo considerados saudáveis. Recomenda-se que saias do jogo e descanses!"
"DOTA_AntiAddiction_Initial_With_ID_18Plus"	"Última sessão: %s1\nÚltimo endereço IP: %s2"
"DOTA_AntiAddiction_Initial_With_ID_Under_18"	"Tens menos de 18 anos de idade. O sistema anti-vício foi ativado.\nÚltima sessão: %s1\nÚltimo endereço IP: %s2"
"DOTA_AntiAddiction_Initial_No_ID"	"A tua conta não está registada.\nÚltima sessão: %s1\nÚltimo endereço IP: %s2\n"
"DOTA_AntiAddiction_Blocked_Time_Exceeded"	"Tempo de jogo permitido pelo sistema anti-vício excedido. A desligar o jogo."
"DOTA_AntiAddiction_Initial_No_ID_Popup"	"A tua conta não está registada devidamente. Gostarias de introduzir os teus dados agora?"
"DOTA_AntiAddiction_CompleteInfoNow"	"Introduzir dados"
"DOTA_AntiAddiction_CompleteInfoNotNow"	"Agora não"
"DOTA_AntiAddiction_Initial_DateFormat"	"%s1Y%s2M%s3D %s4:%s5:%s6"
"DOTA_AntiAddiction_Label_Green"	"Tempo de jogo: {s:playtime} ( Saudável )"
"DOTA_AntiAddiction_Label_Yellow"	"Tempo de jogo: {s:playtime} ( Pouco saudável )"
"DOTA_AntiAddiction_Label_Red"	"Tempo de jogo: {s:playtime} ( Excedido )"
"DOTA_Workshop_Browse"	"Explorar"
"DOTA_Workshop_TextureName_color"	"Cor"
"DOTA_Workshop_MaterialName_MetalnessTexture"	"Metalicidade"
"DOTA_Workshop_MaterialName_NormalTexture"	"Normal Map"
"DOTA_Workshop_MaterialName_RimMaskTexture"	"Rim mask"
"DOTA_Workshop_TextureName_selfillummask"	"Autoiluminação"
"DOTA_Workshop_MaterialName_SpecMaskTexture"	"Specular mask"
"DOTA_Workshop_MaterialDetail_ColorTexture"	"Esta é a textura da cor! Trata-se da cor."
"DOTA_Workshop_MaterialDetail_MetalnessTexture"	"Esta é a textura da metalicidade! Trata-se da metalicidade."
"DOTA_Workshop_MaterialDetail_NormalTexture"	"Esta é a textura dos normal maps! Trata-se dos normal maps."
"DOTA_Workshop_MaterialDetail_RimMaskTexture"	"Esta é a textura da rim mask! Trata-se da rim mask."
"DOTA_Workshop_MaterialDetail_SelfIllumTexture"	"Esta é a textura da autoiluminação! Trata-se da autoiluminação."
"DOTA_Workshop_MaterialDetail_SpecMaskTexture"	"Esta é a textura da spec mask! Trata-se da specular mask."
"DOTA_Workshop_Model"	"Modelo"
"DOTA_Workshop_Animations"	"Animações"
"DOTA_Workshop_Misc"	"Diversos"
"DOTA_Workshop_SubmissionType_Ward"	"Ward"
"DOTA_Workshop_ImportP4"	"Importar (P4)"
"DOTA_Workshop_ImportNoP4"	"Importar (sem P4)"
"DOTA_Workshop_SaveSettings"	"Guardar definições"
"DOTA_Workshop_LoadSettings"	"Carregar definições"
"DOTA_Workshop_Ready"	"Pronto"
"DOTA_Workshop_Optional"	"Opcional"
"DOTA_Workshop_Required"	"Obrigatório"
"DOTA_Workshop_Required_Texture"	"Obrigatório (Texturas serão ajustadas para %s1)"
"DOTA_Workshop_Required_Geometry"	"Obrigatório (Número máx. de triângulos: %s1)"
"DOTA_Workshop_NotRequired_Geometry"	"(Número máx. de triângulos: %s1)"
"DOTA_Workshop_NotRequired_Texture"	"(Texturas serão ajustadas para %s1)"
"DOTA_Workshop_ItemName"	"Nome do item"
"DOTA_Workshop_ItemName_Desc"	"Este é o nome do ficheiro resultante do teu item. Ele não será visto pelos jogadores e deve ter menos de 50 caracteres."
"DOTA_Workshop_GenericModelName_Desc"	"Este é o nome do conteúdo importado, é usado internamente na Valve, por isso usa um nome distinto ou descritivo. Não é visto por jogadores e deve ter menos de 50 caracteres."
"DOTA_Workshop_UnknownLOD"	"Ficheiro de geom. desconhecido"
"DOTA_Workshop_LOD0Title"	"Geometria de retrato"
"DOTA_Workshop_LOD0Desc"	"Este é o ficheiro .DMX, .SMD ou .FBX que contém a geometria texturada de alta resolução para o teu item. Só será usado no retrato. Se o teu item não tiver destaque no retrato do herói, deixa isto a branco e usaremos a geometria do próprio jogo."
"DOTA_Workshop_LOD1Title"	"Geometria no jogo"
"DOTA_Workshop_LOD1Desc"	"Este é o ficheiro .DMX, .SMD, ou .FBX que contém a geometria texturada para o teu item. Será usado durante o jogo."
"DOTA_Workshop_Texture_Title"	"Ficheiros de textura"
"DOTA_Workshop_Texture_Desc"	"Este é o conjunto dos quatro ficheiros .TGA que se combinam para texturizar este ficheiro de geometria. Procura e seleciona qualquer um dos ficheiros .TGA de _color, _normal, _mask1 ou _mask2, e iremos procurar pelo resto no mesmo diretório."
"DOTA_Workshop_Texturing"	"Ajuda com texturas"
"DOTA_Workshop_Modelling"	"Ajuda com modelação"
"DOTA_Workshop_Animation"	"Ajuda com animações"
"DOTA_Workshop_AbilityIconsHelp"	"Ajuda com Ícones"
"DOTA_Workshop_DisableNICE"	"Desativar filtragem de texturas"
"DOTA_Workshop_DisableNICE_Desc"	"Em algumas texturas, o filtro NICE que usamos pode resultar em mipmaps que não mantêm alguns detalhes específicos da textura. Se notas que isso acontece com as tuas texturas, tenta ativar esta opção e vê se as texturas ficam mais visíveis."
"DOTA_Workshop_Reimport"	"Atualizar"
"DOTA_Workshop_Models_Title"	"Modelos"
"DOTA_Workshop_Materials_Title"	"Materiais"
"DOTA_Workshop_Attachments_Title"	"Pontos de fixação"
"DOTA_Workshop_Marketing_Title"	"Marketing"
"DOTA_Workshop_Marketing_Desc"	"Um ficheiro .PSD que contém uma seleção de imagens promocionais para publicitar o teu projeto. Clica no link de Ajuda de Marketing para veres os requisitos e o formato sugerido para o teu ficheiro .PSD."
"DOTA_Workshop_Marketing_Help"	"Ajuda com Marketing"
"DOTA_Workshop_Particles_Title"	"Partículas"
"DOTA_Workshop_Particles_Desc"	"Este modelo terá um sistema de partículas anexado durante o jogo. Este é o ficheiro .DMX, .SMD, ou .FBX que contém os vértices que especificam como o sistema de partículas deveria ser anexado."
"DOTA_Workshop_Particles_Help"	"Ajuda com partículas"
"DOTA_Workshop_Images_Title"	"Imagens"
"DOTA_Workshop_AbilityIcons_Title"	"Ícones de habilidades"
"DOTA_Workshop_HudSkin_Intro"	"Temas de HUD são um conjunto de imagens que são combinadas para substituir a interface nas partidas."
"DOTA_Workshop_HudSkin_Desc"	"Um conjunto de ficheiros .PNG que foram produzidos pela ferramenta de exportação de temas de HUD do Photoshop. Procura e seleciona qualquer um dos ficheiros .PNG e nós trataremos do resto. Devem estar na estrutura de diretórios criada pela ferramenta."
"DOTA_Workshop_HudSkin_Help"	"Ajuda com Temas de HUD"
"DOTA_Workshop_CursorPack_Intro"	"Packs de Cursores são um conjunto de imagens que substituem os cursores padrão do jogo."
"DOTA_Workshop_CursorPack_Desc"	"Um conjunto de ficheiros .BMP e .ANI que representam a variedade de cursores para a interface. Também são necessários os ficheiros .PNG originais para os mesmos cursores. Procura e seleciona o ficheiro icon.png (que vai ser o ícone do pacote no inventário) e nós encontraremos o resto."
"DOTA_Workshop_CursorPack_Help"	"Ajuda com packs de cursores"
"DOTA_Workshop_ImportLoadingScreen"	"IMPORTAR ECRÃ DE LOADING"
"DOTA_Workshop_LoadingScreen_Intro"	"Uma imagem que substitui o ecrã de carregamento padrão do Dota 2"
"DOTA_Workshop_LoadingScreen_Desc"	"Procura por loadingscreen.png."
"DOTA_Workshop_LoadScreen_Preview_Title"	"Prévia do corte para proporção"
"DOTA_UI_LoadScreen_16_9"	"Formato 16:9"
"DOTA_UI_LoadScreen_16_10"	"Formato 16:10"
"DOTA_UI_LoadScreen_4_3"	"Formato 4:3"
"DOTA_Workshop_ImportChatEmoticon"	"IMPORTAR EMOTICON"
"DOTA_Workshop_ChatEmoticon_Intro"	"Um emoticon animado para o chat"
"DOTA_Workshop_ChatEmoticon_Help"	"Ajuda com emoticons"
"DOTA_Workshop_ChatEmoticon_Title"	"Imagem-fonte"
"DOTA_Workshop_ChatEmoticon_ItemName"	"Atalho do emoticon"
"DOTA_Workshop_ChatEmoticon_ItemName_Desc"	"Atalho do emoticon proposto"
"DOTA_Workshop_ChatEmoticon_AnimationSpeed"	"Tempo das frames"
"DOTA_Workshop_ChatEmoticon_AnimationSpeed_Desc"	"Tempo das frames, em milissegundos. A maioria dos emoticons usa 100 milissegundos por frame."
"DOTA_Workshop_ChatEmoticon_DefaultFrame"	"Frame padrão"
"DOTA_Workshop_ChatEmoticon_DefaultFrame_Desc"	"Esta é a frame a mostrar quando o emoticon não se estiver a mexer. As frames vão de 0 até ao número total menos 1. Usa -1 para escolheres automaticamente a última frame. Se não especificares, será usada a primeira frame (0)."
"DOTA_Workshop_ChatEmoticon_Preview_Title"	"Prévia do emoticon"
"DOTA_Workshop_ImportChatEmoticon_Preview"	"Prévia"
"DOTA_Workshop_File_ChatEmoticon"	"Imagem-fonte (ficheiros .png)"
"DOTA_Workshop_Attachments_Desc"	"Pontos de fixação são pontos no modelo que o jogo pode usar para posicionar certos efeitos. Cada ponto de fixação tem tanto uma posição como um ângulo, que deriva de um osso do teu modelo. Para cada ponto de fixação requerido, especifica o nome do osso. Depois de construirmos o teu modelo importado, a pré-visualização irá mostrar-te o ponto de fixação para poderes verificar a sua posição."
"DOTA_Workshop_Attachments_UIBlock"	"Pontos de Fixação %s1"
"DOTA_Workshop_Attachment_HitLocation"	"Nome do osso de Colisão"
