"dota"
{
"DOTA_Accept"	"Приемане"
"DOTA_ItemRemoveAttribute_CannotBeRemoved"	"Потребителският атрибут за „{s:l:item_attribute}“ не може да бъде премахнат от този предмет."
"DOTA_ItemRemoveAttribute_Failed"	"Възникна грешка при опит да се премахне атрибута за „{s:l:item_attribute}“ на този предмет."
"DOTA_TributeTreasure_GuaranteedDescription"	"Съкровища до следващия Infuser: "
"DOTA_Leaf_Halloween2015_Title"	"Colosseum"
"DOTA_Leaf_Halloween2015_SubTitle"	"Нова потребителска игра от Valve"
"DOTA_Leaf_Halloween2015_Desc"	"Два отбора с пет участника се сражават за териториален контрол, в една повсеместна битка за надмощие."
"DOTA_Leaf_Halloween2015_Capture"	"Превземане"
"DOTA_Leaf_Halloween2015_Control"	"Контролиране"
"DOTA_Leaf_Halloween2015_Tricks"	"Измамване"
"DOTA_Leaf_Halloween2015_Win"	"Побеждаване"
"DOTA_Leaf_Halloween2015_Capture_Desc"	"Превземайте контролни точки (КТ), като застанете върху тях. Печелите точки за отбора си, когато той притежава три или повече КТ.<br><br> Колкото повече КТ притежавате, толкова по-бързо печелите точки."
"DOTA_Leaf_Halloween2015_Control_Desc"	"Забавете или блокирайте враговете, които превземат точка, като застанете върху оспорваната КТ.<br><br>Използвайте Glyph of Fortification, така че временно да блокирате вражеските превземания."
"DOTA_Leaf_Halloween2015_Tricks_Desc"	"Стъпете върху активаторите за капаните, така че да се борите с враговете отдалеч.<i> Но внимавайте!</i> Spike Traps и Pendulum Traps могат да наранят, както Вас, така и съотборниците Ви.<br><br>Всеки 1 000 точки, които врагът спечели, причиняват появата на приятелски Behemoths, чиято цел е да сражават за Вас."
"DOTA_Leaf_Halloween2015_Win_Desc"	"<font color='#DAFCD9'>Първият отбор, достигнал 5 000 точки печели играта.</font><br><br>Покосете враговете си, за да съберете скъпоценни лакомства. Те възстановяват Вашето здраве, мана или предоставят допълнително злато."
"DOTA_Leaf_Halloween2015_Play"	"Към Colosseum"
"FrontPage_Halloween2015_Haunted_Colosseum_Header"	"Нова потребителска игра"
"FrontPage_Halloween2015_Haunted_Colosseum_Title"	"Colosseum"
"FrontPage_Halloween2015_Haunted_Colosseum_Desc"	"Нова потребителска игра от Valve"
"DOTA_SplashAd_FallMajorCompendium_AddedTitle"	"Придобийте достъп до ексклузивно съдържание и игрално преживяване"
"DOTA_SplashAd_FallMajorCompendium_List1"	"<font color='#B3E432'>—</font> Завършвайте предизвикателства, за да печелите монети;"
"DOTA_SplashAd_FallMajorCompendium_List2"	"<font color='#B3E432'>—</font> Правете монетни облози за Вашите победи;"
"DOTA_SplashAd_FallMajorCompendium_List3"	"<font color='#B3E432'>—</font> Употребяване на монети за ексклузивни награди."
"DOTA_SplashAd_FallMajorCompendium_Purchase"	"Почнете сега само за <font color='#FFFFFF'>{g:dota_item_price:compendium_itemdef_lvl1}</font>"
"DOTA_ItemChangeName_NeedTool_Title"	"Закупуване на етикет за име?"
"DOTA_ItemChangeName_NeedTool"	"Нужен Ви е етикет за име, така че да промените името на предмета. Искате ли да закупите такъв сега?"
"DOTA_ItemChangeName_EnterAttribute_Title"	"Въведете ново име на предмета"
"DOTA_ItemChangeName_EnterAttribute_Body"	"Наберете новото име, което искате за предмета. Променянето на името ще употреби един инструмент за „Етикет за име“."
"DOTA_ItemChangeName_Processing_Title"	"Обработване на промененото име"
"DOTA_ItemChangeName_Processing_Text"	"Променя се името на този предмет…"
"DOTA_ItemChangeName_TooLong_Title"	"Прекалено дълго име на предмета"
"DOTA_ItemChangeName_TooLong_Body"	"Въведеното име на предмета е прекалено дълго. Моля, опитайте отново и въведете по-късо име."
"DOTA_ItemChangeName_Succeeded"	"Името на този предмет беше успешно променено."
"DOTA_ItemChangeName_Error"	"Възникна грешка при опит да се промени името на предмета."
"DOTA_ItemChangeDescription_NeedTool_Title"	"Закупуване на етикет за описание?"
"DOTA_ItemChangeDescription_NeedTool"	"Нужен Ви е етикет за описание, така че да промените описанието на предмета. Искате ли да закупите такъв сега?"
"DOTA_ItemChangeDescription_EnterAttribute_Title"	"Въведете ново описание на предмета"
"DOTA_ItemChangeDescription_EnterAttribute_Body"	"Наберете новото описание, което искате за предмета. Променянето на описанието ще употреби един инструмент за „Етикет за описание“."
"DOTA_ItemChangeDescription_Processing_Title"	"Обработване на промененото описание"
"DOTA_ItemChangeDescription_Processing_Text"	"Променя се описанието на този предмет…"
"DOTA_ItemChangeDescription_TooLong_Title"	"Прекалено дълго описание на предмета"
"DOTA_ItemChangeDescription_TooLong_Body"	"Въведеното описание на предмета е прекалено дълго. Моля, опитайте отново и въведете по-късо описание."
"DOTA_ItemChangeDescription_Succeeded"	"Описанието на този предмет беше успешно променено."
"DOTA_ItemChangeDescription_Error"	"Възникна грешка при опит да се промени описанието на предмета."
"DOTA_ItemRemoveName_Title"	"Премахване на името?"
"DOTA_ItemRemoveName"	"Премахване на потребителското име от този предмет и възстановяване на оригиналното му?\n"
"DOTA_ItemRemoveName_Succeeded"	"Потребителското име беше успешно премахнато от този предмет."
"DOTA_ItemRemoveName_CannotBeRemoved"	"Потребителското име не може да бъде премахнато от този предмет."
"DOTA_ItemRemoveName_Failed"	"Възникна грешка при опит да се премахне името на този предмет."
"DOTA_ItemRemoveDescription_Title"	"Премахване на описанието?"
"DOTA_ItemRemoveDescription"	"Премахване на потребителското описание от този предмет и възстановяване на оригиналното му?\n"
"DOTA_ItemRemoveDescription_Succeeded"	"Потребителското описание беше успешно премахнато от този предмет."
"DOTA_ItemRemoveDescription_CannotBeRemoved"	"Потребителското описание не може да бъде премахнато от този предмет."
"DOTA_ItemRemoveDescription_Failed"	"Възникна грешка при опит да се премахне описанието на този предмет."
"DOTA_ItemRemoveGift_Title"	"Премахване на информацията за подаръка?"
"DOTA_ItemRemoveGift_Succeeded"	"Информацията за подаръка беше успешно премахната от този предмет."
"DOTA_ItemRemoveGift_CannotBeRemoved"	"Информацията за подаръка не може да бъде премахнато от този предмет."
"DOTA_ItemRemoveGift_Failed"	"Възникна грешка при опит да се премахне подаръчната информация на този предмет."
"DOTA_Custom_Game_Last_Updated_String"	"Обновено на {s:last_updated_date_string}"
"DOTAWatchDownloads_Search"	"Търсене на турнири…"
"DOTA_OwnedItemDetails_DefaultSet"	"Стандартен комплект"
"DOTA_OwnedItemDetails_Style"	"{i:item_style_count} стил(а)"
"DOTA_OwnedItemDetails_BundleName"	"В пакет „{s:item_bundle}“"
"DOTA_econ_item_details_reset_name"	"Връщане към първоначалното име"
"DOTA_econ_item_details_edit_name"	"Създаване на потребителско име"
"GC_updating"	"В момента игралният координатор на Dota 2 се обновява…"
"GC_logging_in"	"Свързани сте към игралния координатор на Dota 2. Влизане…"
"GC_steamupdating"	"В момента Steam сървърите се обновяват…"
"DOTA_Workshop_RunAnim"	"Това е анимация за бягане — движението ще бъде извлечено от костта, наречена „root“ (или основата на скелета, ако не е налична такава кост)."
"DOTA_Workshop_DeltaAnim"	"Това е делта анимация — тя ще бъде наслоена при изпълняването на друга. (Първият кадър определя неутралната поза.)"
"DOTA_Workshop_SMDWarning"	"ПРЕДУПРЕЖДЕНИЕ: поддръжката на SMD файлове скоро ще бъде премахната."
"DOTA_Workshop_Err_NonexistentFile"	"Несъществуващ файл: „%1“"
"DOTA_TributeTreasure_PreviewInfuser"	"Преглед на комплекти с Infuser"
"DOTA_Hide"	"Скриване"
"DOTA_Show"	"Показване"
"UI_On"	"Вкл."
"UI_Off"	"Изкл."
"DOTA_PartnerPurchase_ItemName"	"{s:item_name}"
"DOTA_PartnerPurchase_ItemCount"	"{d:item_count}"
"DOTA_PartnerPurchase_ItemPrice"	"{m:item_price}"
"DOTA_PartnerPurchase_ItemName_Title"	"Предмет"
"DOTA_PartnerPurchase_ItemCount_Title"	"Количество"
"DOTA_PartnerPurchase_ItemPrice_Title"	"Цена"
"DOTA_Lobby_Settings_Tournament_Series"	"Серии"
"DOTA_Lobby_Settings_Tournament_Game"	"Игра в серия"
"DOTA_TournamentBracket_GrandFinals"	"Гранд финали"
"DOTA_TournamentBracket_UBFinals"	"Финали от горната скоба"
"DOTA_TournamentBracket_UBSemiFinals"	"Полуфинали в горната скоба"
"DOTA_TournamentBracket_UBQuarterFinals"	"Четвъртфинали от горната скоба"
"DOTA_TournamentBracket_LosersMatch"	"Елиминационен мач"
"DOTA_TournamentBracket_Qualification1"	"Квалификация №1"
"DOTA_TournamentBracket_Qualification2"	"Квалификация №2"
"DOTA_TournamentBracket_AllStar"	"Мачът на звездите"
"DOTA_TournamentBracket_TieBreaker"	"Определяне на победител при равенство"
"DOTA_TournamentBracket_Group1"	"Група „A“"
"DOTA_TournamentBracket_Group2"	"Група „B“"
"DOTA_TournamentBracket_Group3"	"Група „C“"
"DOTA_TournamentBracket_Group4"	"Група „D“"
"DOTA_TournamentBracket_Group5"	"Група „E“"
"DOTA_TournamentBracket_Group6"	"Група „F“"
"DOTA_TournamentBracket_Group7"	"Група „G“"
"DOTA_TournamentBracket_Group8"	"Група „H“"
"DOTA_TournamentBracket_Match1"	"Мач 1"
"DOTA_TournamentBracket_Match2"	"Мач 2"
"DOTA_TournamentBracket_Match3"	"Мач 3"
"DOTA_TournamentBracket_Match4"	"Мач 4"
"DOTA_TournamentBracket_Match5"	"Мач 5"
"DOTA_TournamentBracket_Match6"	"Мач 6"
"DOTA_TournamentBracket_Match7"	"Мач 7"
"DOTA_TournamentBracket_Match8"	"Мач 8"
"DOTA_TournamentBracket_Match9"	"Мач 9"
"DOTA_TournamentBracket_Match10"	"Мач 10"
"DOTA_TournamentBracket_LBR1"	"1 рунд от долната скоба"
"DOTA_TournamentBracket_LBR2"	"2 рунд от долната скоба"
"DOTA_TournamentBracket_LBR3"	"3 рунд от долната скоба"
"DOTA_TournamentBracket_LBR4"	"4 рунд от долната скоба"
"DOTA_TournamentBracket_LBR5"	"5 рунд от долната скоба"
"DOTA_TournamentBracket_LBR6"	"6 рунд от долната скоба"
"DOTA_TournamentBracket_LBFinals"	"Финали от долната скоба"
"DOTA_TournamentBracket_Sidebar_Watch"	"Наблюдаване"
"DOTA_TournamentBracket_MatchList_TBD"	"НЕУСТАНОВЕНО"
"DOTA_TournamentBracket_MatchList_Game"	"Игра {i:game}"
"DOTA_TournamentBracket_Sidebar_Stage"	"{s:stage} (най-добри от {i:best_of})"
"DOTA_TournamentBracket_Sidebar_GameNumber"	"Игра {i:game_number}"
"DOTA_TournamentBracket_Sidebar_Live"	"Започнали"
"DOTA_TournamentBracket_Sidebar_TimeRemaining"	"Започва след {t:m:r:duration}"
"DOTA_TournamentBracket_Sidebar_WinnerGoes"	"Победилият преминава към {s:winner_goes}"
"DOTA_TournamentBracket_Sidebar_LoserGoes"	"Загубилият пропада към {s:loser_goes}"
"DOTA_TournamentBracket_Sidebar_LoserEliminated"	"Загубилият бива елиминиран"
"DOTA_TournamentBracket_Sidebar_WinnerChampion"	"Победителят става шампион."
"DOTA_TournamentBracket_Sidebar_PreviousMatch"	"Предишният мач на {s:name}: с/у {s:prevopponent} {s:prevscore}"
"DOTA_MatchDetailsGame_DownloadProgress"	"Сваляне… {i:download_pct}%"
"DOTA_MatchDetailsGame_DecompressProgress"	"Декомпресиране… {i:decompress_pct}%"
"DOTA_WatchTournamentBracket_PrizePoolLabel"	"Общ награден фонд"
"DOTATournamentUpcomingMatches"	"Предстоящи мачове"
"DOTATournamentBracketFormat"	"Формат"
"DOTATournamentBracketLANPlayoffs"	"Плейофи в локална мрежа"
"DOTATournamentBracketLANGroupStage"	"Групов етап в локална мрежа"
"DOTA_WatchTournamentBracket_StartDate"	"Начална дата"
"DOTA_WatchTournamentBracket_EndDate"	"Крайна дата"
"DOTA_WatchTournamentBracket_Dates"	"Дати"
"DOTA_WatchTournamentBracket_Location"	"Местоположение"
"DOTA_WatchTournamentBracket_Organizer"	"Организатор"
"DOTA_WatchTournamentBracket_Tier"	"Етап"
"DOTA_TournamentNewsDate"	"{t:r:m:date}"
"DOTATournamentBracket_MatchDate"	"{t:s:date}"
"DOTA_TournamentBracket_RowRank"	"{i:rank}"
"DOTA_TournamentBracket_RowTeamName"	"{s:team_name}"
"DOTA_TournamentBracket_RowGamesPlayed"	"{i:played}"
"DOTA_TournamentBracket_RowPoints"	"{i:won} — {i:tied} — {i:lost}"
"DOTA_TournamentBracket_Score"	"{i:score}"
"DOTA_TournamentDetails_Spoiler"	"Блокиране на спойлери"
"DOTA_TournamentDetails_SpoilerOff"	"Блокиране на спойлери"
"DOTA_TournamentMatchList_All"	"Всички дни"
"DOTA_TournamentMatchListTime"	"{t:s:time}"
"DOTA_TournamentMatchListTeam1"	"{s:team1}"
"DOTA_TournamentMatchListTeam2"	"{s:team2}"
"DOTA_TournamentMatchListScore"	"{i:score1} — {i:score2}"
"DOTA_TournamentButtonExpand"	"Разширяване"
"DOTA_TournamentButtonHide"	"Скриване"
"DOTA_TournamentButtonWatch"	"Наблюдаване"
"DOTA_TournamentButtonDetails"	"Подробности"
"DOTA_TournamentButtonMatchDetails"	"Подробности за мача"
"DOTATournamentBracketPlayoffs"	"Плейофи"
"DOTATournamentBracketGroupPhase"	"Групов етап"
"DOTATournamentBracketWildcards"	"Допълнителни отбори"
"DOTATournamentDetailsPhase"	"{s:phase}"
"DOTATournamentDetailsSchedule"	"График"
"DOTATournamentDetailsGrid"	"Решетка за мачове"
"DOTATournamentDetailsStandings"	"Класиране"
"DOTATournamentDetailsBracket"	"Скоба"
"DOTATournamentBracketOverview"	"Общ изглед"
"DOTATournamentBracketTeams"	"Отбори"
"DOTATournamentStageAndGame"	"{s:stage_name} — Игра {i:game_number}"
"DOTATournamentStage"	"{s:stage_name}"
"DOTATournamentTeamUnknown"	"НЕУСТАНОВЕНО"
"DOTATournamentTeamVersus"	"СРЕЩУ"
"DOTATournamentTeamGameInProgress"	"Започнала — Наблюдаване на живо"
"DOTATournamentMatchListWatch"	"Наблюдаване"
"DOTATournamentMatchListDetails"	"Подробности"
"DOTATournamentMatchListWatchLive"	"Наблюдаване на живо"
"DOTA_WatchTournament_Recent"	"Скорошни игри"
"DOTA_WatchTournament_Live"	"Започнали игри на живо"
"DOTA_Tournament_Major"	"Major Championship"
"DOTA_ReplayDownload_Error"	"Грешка при сваляне на повторение: {s:download_error}"
"dota_settings_chat_allow_global"	"Позволяване на чат съобщения от даден канал да се появяват в разделите за други такива"
"DOTA_econ_item_details_item_creation_date"	"Излязъл: {t:l:creation_date}"
"DOTA_store_item_details_included"	"Включено в тази покупка"
"DOTA_Workshop_SubmissionType_TeamLogo"	"Отборно лого"
"DOTA_Workshop_SubmissionType_TeamLogo_Desc"	"Лого за професионален Dota отбор"
"DOTA_Workshop_LogoMarketingImage"	"Отборно лого"
"DOTA_Workshop_LogoMarketingImage_Desc"	"Изображение или лого, което да се асоциира с отбора Ви. Трябва да е квадратно и поне 600x600. Трябва да има и прозрачен фон подходящ за наслагване върху други изображения. Трябва да притежавате правата, за да използвате това изображение."
"DOTA_Workshop_MoreInfoURL"	"(Още информация)"
"DOTA_Workshop_SubmissionType_MusicPack"	"Музикален пакет"
"DOTA_Workshop_SubmissionType_MusicPack_Desc"	"Заменя всичката музика в играта. Това включва тази в главното меню и всичката останала музика, която чувате по време на мач."
"DOTA_Workshop_Music_Section_UI"	"Песни за интерфейса"
"DOTA_Workshop_Music_Section_PreGame"	"Песни преди началото на играта"
"DOTA_Workshop_Music_Section_Laning"	"Песни и слоеве за алеите"
"DOTA_Workshop_Music_Section_Battle"	"Бойни песни"
"DOTA_Workshop_Music_Section_Roshan"	"Песен за Roshan"
"DOTA_Workshop_Music_Section_Smoke"	"Песен за Smoke of Deceit"
"DOTA_Workshop_Music_Section_Gank"	"Музикална тема за Gank"
"DOTA_Workshop_Music_Section_Killed"	"Посмъртна песен"
"DOTA_Workshop_Music_Section_EndOfMatch"	"Музикална тема за края на мача"
"DOTA_Workshop_MusicMarketingImage"	"Художествено творчество за музикалния пакет"
"DOTA_Workshop_MusicMarketingImageDesc"	"Изображение или лого, което да се асоциира с отбора Ви. Трябва да е квадратно и поне 600x600. Трябва да има и прозрачен фон подходящ за наслагване върху други изображения. Трябва да притежавате правата, за да използвате това изображение."
"DOTA_Workshop_Music_ui_startup"	"Стартов интерфейс"
"DOTA_Workshop_Music_ui_main"	"Основен интерфейс"
"DOTA_Workshop_Music_ui_hero_select"	"Избиране на герой"
"DOTA_Workshop_Music_countdown"	"Обратното отброяване"
"DOTA_Workshop_Music_laning_01_layer_01"	"Алеи №1, слой 1"
"DOTA_Workshop_Music_laning_01_layer_02"	"Алеи №1, слой 2"
"DOTA_Workshop_Music_laning_01_layer_03"	"Алеи №1, слой 3"
"DOTA_Workshop_Music_laning_02_layer_01"	"Алеи №2, слой 1"
"DOTA_Workshop_Music_laning_02_layer_02"	"Алеи №2, слой 2"
"DOTA_Workshop_Music_laning_02_layer_03"	"Алеи №2, слой 3"
"DOTA_Workshop_Music_laning_03_layer_01"	"Алеи №3, слой 1"
"DOTA_Workshop_Music_laning_03_layer_02"	"Алеи №3, слой 2"
"DOTA_Workshop_Music_laning_03_layer_03"	"Алеи №3, слой 3"
"DOTA_Workshop_Music_battle_01"	"Битка №1"
"DOTA_Workshop_Music_battle_01_end"	"Битка №1 край"
"DOTA_Workshop_Music_battle_02"	"Битка №2"
"DOTA_Workshop_Music_battle_02_end"	"Битка №2 край"
"DOTA_Workshop_Music_battle_03"	"Битка №3"
"DOTA_Workshop_Music_battle_03_end"	"Битка №3 край"
"DOTA_Workshop_Music_roshan"	"roshan"
"DOTA_Workshop_Music_roshan_end"	"roshan_end"
"DOTA_Workshop_Music_smoke"	"smoke"
"DOTA_Workshop_Music_smoke_end"	"smoke_end"
"DOTA_Workshop_Music_smoke_end_hero"	"smoke_end_hero"
"DOTA_Workshop_Music_ganked_sml_01"	"ganked_sml_01"
"DOTA_Workshop_Music_ganked_med_01"	"ganked_med_01"
"DOTA_Workshop_Music_ganked_lg_01"	"ganked_lg_01"
"DOTA_Workshop_Music_killed"	"killed"
"DOTA_Workshop_Music_respawn"	"respawn"
"DOTA_Workshop_Music_radiant_win"	"radiant_win"
"DOTA_Workshop_Music_radiant_lose"	"radiant_lose"
"DOTA_Workshop_Music_dire_win"	"dire_win"
"DOTA_Workshop_Music_dire_lose"	"dire_lose"
"DOTA_Workshop_SubmissionType_Emoticon"	"Чат емотикона"
"DOTA_Workshop_SubmissionType_Emoticon_Desc"	"Анимирана чат емотикона"
"DOTA_Workshop_ChatEmoticon_Image"	"Изображение на емотиконата"
"DOTA_Workshop_ChatEmoticon_Keyword"	"Ключова дума за емотиконата"
"DOTA_Workshop_ChatEmoticon_Keyword_Desc"	"Предложена ключова дума за емотикона"
"DOTA_Workshop_Emoticon"	"Емотикона"
"DOTA_Workshop_EmoticonAlt"	"Допълнителна емотикона"
"DOTA_Workshop_Error_ImageExactWidth"	"Лоша ширина на изображението: %1 (трябва да е %2px)"
"DOTA_Workshop_Error_ImageExactHeight"	"Лоша височина на изображението: %1 (трябва да е %2px)"
"DOTA_Workshop_Error_EmoticonHeight"	"Лоша ширина на изображението: %1 (височината на емотиконата трябва да е %2px)"
"DOTA_Workshop_Error_EmoticonWidth"	"Лоша ширина на изображението: %1 (ширината на емотиконата трябва да е кратна на %2px)"
"DOTA_Workshop_AmbientLightScale"	"Яркост на околната светлина"
"DOTA_Workshop_CloneCamera"	"Дублиране на изгледа от камерата"
"DOTA_Workshop_Copy"	"Копиране"
"DOTA_Workshop_PasteAll"	"Поставяне на всичко"
"DOTA_Workshop_PasteVisuals"	"Поставяне на изображения"
"DOTA_Workshop_EntityShadowScale"	"Мащаб на сянката"
"DOTA_Workshop_SpotLightScale"	"Яркост на прожектора"
"DOTA_Workshop_SubmissionType_ContractOnly_Desc"	"За използване само ако Valve са се свързали с Вас."
"DOTA_Workshop_Err_FileTooBig"	"Изходният файл „%1“ е прекалено голям (%2 KB, максимумът е %3 KB)"
"DOTA_Workshop_BrowseForPngFilter"	"PNG"
"DOTA_Workshop_BrowseForWavFilter"	"WAV"
"DOTA_Workshop_Err_SessionTooBig"	"Общият размер на публикацията е прекалено голям (%1 KB, максимумът е %2 KB)"
"DOTA_Workshop_Items_Err_Name_In_Use"	"Името на предмета „%1“ вече се използва от %2"
"DOTA_Workshop_Automatically_Close_Importer"	"Автоматично затваряне на внасянето при запазване"
"DOTA_Workshop_GenerateIconImages"	"Генериране на изображения за иконите по подразбиране"
"DOTA_Workshop_ItemSubmit_Create_Button"	"Създаване на файл за предмета"
"DOTA_Workshop_ItemSubmit_Recreate_Button"	"Пресъздаване на файла за предмета"
"DOTA_Workshop_ItemSubmit_Update_Button"	"Обновяване на файла за предмета"
"DOTA_Workshop_ItemSubmit_Create_IDLabel_Test"	"Нов изпитателен предмет: „%1“"
"DOTA_Workshop_ItemSubmit_Create_IDLabel_Test_With_Def_Index"	"Нов изпитателен предмет: %1 „%2“"
"DOTA_Workshop_ItemSubmit_Create_IDLabel_GCReserved"	"Нов предмет: %1 „%2“"
"DOTA_SoaringCacheTreasure_Title"	"Спечелете Bonus Cache!"
"DOTA_SoaringCacheTreasure_Description"	"За всеки пет Soaring Caches, които отварите преди 1 януари, ще придобивате един BONUS CACHE. То ще съдържа Compendium нива или рядък предмет."
"DOTA_FlutteringCacheTreasure_Title"	"Спечелете Bonus Cache!"
"DOTA_FlutteringCacheTreasure_Description"	"За всеки пет Fluttering Caches, които отварите преди 1 януари, ще придобивате един BONUS CACHE. То ще съдържа Compendium нива или рядък предмет."
"DOTA_SoaringCacheTreasure_Bonus"	"Бонус"
"DOTA_CacheTreasure_UntilReward"	"Отворете още {d:action_score}, за да получите Bonus Cache"
"DOTA_CacheTreasure_Open3"	"Отворете още {d:action_score} и ще придобиете Compendium ниво"
"DOTA_CacheTreasure_Open7"	"Отворете още {d:action_score} и ще придобиете три Compendium нива"
"FrontPage_VideoStream_Live"	"На живо"
"FrontPage_VideoStream_Teams"	"{s:team_1} с/у {s:team_2}"
"FrontPage_VideoStream_GameState"	"{s:stage_name}"
"FrontPage_VideoStream_GameState_Series"	"{s:stage_name} — Игра {i:game_number} / {i:games_total}"
"FrontPage_VideoStream_Watch"	"Наблюдаване в играта"
"FrontPage_VideoStream_WatchInBrowser"	"Наблюдаване в браузър"
"FrontPage_VideoStream_BroadcastInProgress"	"Излъчването вече е започнало"
"FrontPage_VideoStream_WatchLiveInGame"	"Наблюдаване на живо в играта"
"FrontPage_VideoStream_BroadcastUpcoming"	"Възобновяване на излъчването от събитието:"
"FrontPage_VideoStream_BroadcastUpcomingTime"	"{t:r:m:upcoming_broadcast_time}"
"FrontPage_VideoStream_BroadcastUpcomingSoon"	"Скоро"
"FrontPage_VideoStream_UpcomingMatch"	"<span class=\"UpcomingMatchPrefix\">Следващ мач:</span> {s:stage_name}"
"FrontPage_VideoStream_ViewBrackets"	"Преглед на текущите скоби"
"DOTA_SplashAd_FallMajorCompendium_Cache2"	"Fluttering Cache"
"DOTA_SplashAd_FallMajorCompendium_Cache2_Owned"	"Нови комплекти и шанс да вземете Bloodseeker куриера само за <font color='#FFFFFF'>{g:dota_item_price:treasure_itemdef}</font>."
"DOTA_SplashAd_FallMajorCompendium_Cache2_NotOwned"	"Съдържа нови комплекти и Bloodseeker куриера за притежателите на есенен Compendium!"
"DOTA_LobbySeriesTeamMismatchHeader"	"ОТБОРИТЕ НЕ СЪВПАДАТ С ИНФОРМАЦИЯТА ЗА СЕРИЯТА НА МАЧА"
"DOTA_LobbySeriesTeamMismatchMessage"	"Поне един от отборите не съвпада с идентификациите, определени в информацията за серията. Неуспешно започване на мача?"
"DOTA_TournamentBracket_Sidebar_Soon"	"Започва скоро"
"DOTATournamentSpoilerToolip"	"Включвайки „Блокиране на спойлери“ ще скриете резултатите за „Най-добри от…“ в страницата с графика. Това ще изисква ръчното разкриване резултатите от мачове в турнирната скоба."
"DOTATournamentUpcomingMatchesBlocked"	"Предстоящите мачове са блокирани за спойлери"
"DOTATournamentMatchReveal"	"Разкриване"
"DOTATournamentGameWinner"	"Победител"
"DOTATournamentMatch_BestOf2"	"Най-добри от две"
"DOTATournamentMatch_BestOf3"	"Най-добри от три"
"DOTATournamentMatch_BestOf4"	"Най-добри от четири"
"DOTATournamentMatch_BestOf5"	"Най-добри от пет"
"DOTA_SplashAd_AxeImmortal_Title"	"The International Axe Immortal"
"DOTA_SplashAd_AxeImmortal_Body"	"Новият Axe Immortal вече е достъпен за притежателите на International 2015 Compendium.<br>Плюс това, всеки получил Axe Immortal ще разполага и с бонус Soaring Cache!"
"UI_month_0"	"януари"
"UI_month_1"	"февруари"
"UI_month_2"	"март"
"UI_month_3"	"април"
"UI_month_4"	"май"
"UI_month_5"	"юни"
"UI_month_6"	"юли"
"UI_month_7"	"август"
"UI_month_8"	"септември"
"UI_month_9"	"октомври"
"UI_month_10"	"ноември"
"UI_month_11"	"декември"
"UI_month_short_0"	"януари"
"UI_month_short_1"	"февруари"
"UI_month_short_2"	"март"
"UI_month_short_3"	"април"
"UI_month_short_4"	"май"
"UI_month_short_5"	"юни"
"UI_month_short_6"	"юли"
"UI_month_short_7"	"август"
"UI_month_short_8"	"септември"
"UI_month_short_9"	"октомври"
"UI_month_short_10"	"ноември"
"UI_month_short_11"	"декември"
"UI_day_1"	"неделя"
"UI_day_2"	"понеделник"
"UI_day_3"	"вторник"
"UI_day_4"	"сряда"
"UI_day_5"	"четвъртък"
"UI_day_6"	"петък"
"UI_day_7"	"събота"
"UI_day_short_1"	"нд"
"UI_day_short_2"	"пн"
"UI_day_short_3"	"вт"
"UI_day_short_4"	"ср"
"UI_day_short_5"	"чт"
"UI_day_short_6"	"пт"
"UI_day_short_7"	"сб"
"UI_day_shorter_1"	"нд"
"UI_day_shorter_2"	"пн"
"UI_day_shorter_3"	"вт"
"UI_day_shorter_4"	"ср"
"UI_day_shorter_5"	"чт"
"UI_day_shorter_6"	"пт"
"UI_day_shorter_7"	"сб"
"DOTATournamentDetailsDatesYearDiff"	"{s:start_day} {s:start_month} {s:start_year} — {s:end_day} {s:end_month} {s:end_year}"
"DOTATournamentDetailsDatesMonthDiff"	"{s:start_day} {s:start_month} — {s:end_day} {s:end_month} {s:end_year}"
"DOTATournamentDetailsDatesDayDiff"	"{s:start_month} {s:start_day} — {s:end_day} {s:end_year}"
"DOTATournamentDetailsDates"	"{s:start_month} {s:start_day} {s:end_year}"
"DOTA_TeamTransferAdmin_Confirm_Header"	"СМЯНА НА АДМИНИСТРАТОРА"
"DOTA_TeamTransferAdmin_Confirm_Message"	"Желаете ли да направите {s:player_name} администратор на отбора? Ако продължите, повече няма да имате възможност да управлявате този отбор."
"DOTA_TeamTransferAdmin_Success_Header"	"УСПЕШНО"
"DOTA_TeamTransferAdmin_Success_Message"	"Успешно прехвърлихте администрирането на отбора към {s:player_name}."
"DOTA_TeamTransferAdmin_Failure_Header"	"ГРЕШКА"
"DOTA_TeamTransferAdmin_Failure_Message_NotAdmin"	"Не сте текущия администратор на този отбор."
"DOTA_TeamTransferAdmin_Failure_Message_OnOtherTeam"	"{s:player_name} вече е играч в състава на друг отбор."
"DOTA_TeamTransferAdmin_Failure_Message_AdminOfOtherTeam"	"{s:player_name} е администратор на друг отбор"
"DOTA_TeamTransferAdmin_Failure_Message_Unspecified"	"Неуспешна промяна на отборния администратор"
"DOTA_TeamTransferAdmin_Notification_Header"	"АДМИНИСТРАЦИЯ НА ОТБОРА"
"DOTA_TeamTransferAdmin_Notification_Message"	"Бяхте избрани за администратор на отбора {s:team_name}"
"DOTA_TeamMakeAdmin"	"Избиране за администратор"
"UI_Cancel"	"Отказ"
"DOTA_MainMenu_Store"	"Магазин"
"DOTA_TabName_Browse"	"Преглед"
"DOTA_ProfileCard_Slot_Clear"	"Премахване"
