"dota"
{
"DOTA_Accept"	"Αποδοχή"
"DOTA_AHC_FullChallengesCompleted"	"Ολοκληρωμένες προκλήσεις"
"DOTA_AHC_FullChallengesCompletedValue"	"{d:full_challenges_completed}"
"DOTA_AHC_BestFullChallenge"	"Καλύτερη πρόκληση"
"DOTA_AHC_BestFullChallengeValueNone"	"Μ/Δ"
"DOTA_AHC_BestFullChallengeValue"	"{d:best_full_challenge} παιχνίδια"
"DOTA_AHC_FullChallengeAverageValue"	"{s:full_challenge_average} παιχνίδια"
"DOTA_AHC_ChallengeReward"	"Ανταμοιβή πρόκλησης"
"DOTA_AHC_ChallengeTrophyName"	"{s:challenge_trophy_name}"
"DOTA_AHC_ChallengeTrophyLevel"	"Επίπεδο {d:challenge_trophy_level}"
"DOTA_Trophies_ViewEarned"	"Ξεκλειδωμένο"
"DOTA_Party_Add_Friends"	"Προσθέστε φίλους για δημιουργία παρέας"
"DOTA_ItemSet_Count_text"	"{d:item_current_group} / {d:item_group_count}"
"DOTA_Custom_Game_Map_AnyNumbered"	"Οποιοδήποτε ({d:map_choices})"
"dota_settings_enable_console"	"Ενεργοποίηση κονσόλας"
"dota_settings_enable_console_tooltip"	"Αν έχετε επιλογές εκκίνησης όπως -dev ή -console που ενεργοποιούν την κονσόλα παρακάμπτουν αυτή τη ρύθμιση"
"DOTA_HeroLoadout_Loadout"	"Εξοπλισμός"
"DOTA_HeroLoadout_About"	"Σχετικά"
"DOTA_HeroLoadout_Guides"	"Οδηγοί"
"DOTA_HeroLoadout_Roles"	"Ρόλοι"
"DOTA_HeroLoadout_Biography"	"Βιογραφία"
"DOTA_Feed_Say_Something"	"Πείτε κάτι στη ροή σας..."
"DOTA_Armory_ClearFilter"	"Εκκαθάριση φίλτρου"
"DOTA_Armory_ContextMenu_Tags"	"Ετικέτες..."
"DOTA_Armory_ContextMenu_EffigyPose"	"Πόζα..."
"DOTA_EffigyEditor_CreateEffigy"	"Δημιουργία ομοιώματος"
"DOTA_EffigyEditor_PoseEffigy"	"Πόζα ομοιώματος"
"DOTA_EffigyEditor_Model"	"Ήρωας"
"DOTA_EffigyEditor_Loadout"	"Μετάβαση στον εξοπλισμό"
"DOTA_EffigyEditor_Inscription"	"Επιγραφή:"
"DOTA_EffigyEditor_Animation"	"Κίνηση:"
"DOTA_EffigyEditor_Frame"	"Επιλογή καρέ:"
"DOTA_EffigyEditor"	"Επεξεργαστής ομοιωμάτων"
"dota_profile_content_tab_all_hero_challenge"	"ΠΡΟΚΛΗΣΗ ΟΛΩΝ ΤΩΝ ΗΡΩΩΝ"
"DOTA_tooltip_econ_item_delete_restriction"	"Μη διαγράψιμο"
"DOTA_tooltip_econ_item_modifiers"	"Τροποποιητές"
"DOTA_tooltip_econ_item_modifier_animation"	"Κίνηση"
"DOTA_tooltip_econ_item_modifier_announcer"	"Εκφωνητής"
"DOTA_tooltip_econ_item_modifier_HUD"	"HUD"
"DOTA_tooltip_econ_item_modifier_health_bar"	"Μπάρα ζωής"
"DOTA_tooltip_econ_item_modifier_ability_name"	"Όνομα ικανότητας"
"DOTA_tooltip_econ_item_modifier_loading_screen"	"Οθόνη φόρτωσης"
"DOTA_tooltip_econ_item_modifier_cursor_pack"	"Πακέτο κερσόρων"
"DOTA_tooltip_econ_item_modifier_portrait"	"Πορτραίτο"
"DOTA_tooltip_econ_item_modifier_ambient_effects"	"Εφέ περιβάλλοντος"
"DOTA_tooltip_econ_item_modifier_kill_effects"	"Εφέ σκοτωμών"
"DOTA_tooltip_econ_item_modifier_spell_effects"	"Εφέ ικανοτήτων"
"DOTA_tooltip_econ_item_modifier_model"	"Μοντέλο"
"DOTA_tooltip_econ_item_modifier_scale"	"Κλίμακα"
"DOTA_tooltip_econ_item_modifier_wearable"	"Εξοπλισμός"
"DOTA_tooltip_econ_item_modifier_courier"	"Μεταφορέας"
"DOTA_tooltip_econ_item_modifier_pet"	"Κατοικίδιο"
"DOTA_tooltip_econ_item_modifier_weather"	"Καιρός"
"DOTA_tooltip_econ_item_modifier_voice"	"Φωνή"
"DOTA_tooltip_econ_item_modifier_icon"	"Εικονίδιο"
"DOTA_econ_item_details_style_label"	"Στυλ:"
"DOTA_econ_item_details_gift_label"	"Δώρο από:"
"Compendium_Downloading"	"Λήψη Compendium..."
"Compendium_DLFailed"	"Αποτυχία λήψης"
"Compendium_Error"	"Σφάλμα Compendium"
"Compendium_Retry"	"Επανάληψη"
"Compendium_preview_click"	"Πατήστε για περισσότερες πληροφορίες"
"Compendium_level"	"ΕΠΙΠΕΔΟ"
"Compendium_LevelupPts_Singular"	"1 πόντος"
"Compendium_LevelupPts_Plural"	"{d:next_comp_level} πόντοι"
"DOTA_Treasure_BonusReward"	"Επιπλέον ανταμοιβή"
"DOTA_AntiAddiction_CompleteInfoNotNow"	"Όχι τώρα"
"DOTA_Workshop_Model"	"Μοντέλο"
"DOTA_Workshop_Animations"	"Κινήσεις"
"DOTA_Workshop_Misc"	"Λοιπά"
"DOTA_Workshop_SubmissionType_Ward"	"Ward"
"DOTA_Workshop_ImportP4"	"Εισαγωγή (P4)"
"DOTA_Workshop_ImportNoP4"	"Εισαγωγή (όχι P4)"
"DOTA_Workshop_SaveSettings"	"Ρυθμίσεις αποθήκευσης"
"DOTA_Workshop_LoadSettings"	"Ρυθμίσεις φόρτωσης"
"DOTA_Workshop_Ready"	"Έτοιμο"
"DOTA_Workshop_Optional"	"Προαιρετικό"
"DOTA_Workshop_Required"	"Υποχρεωτικό"
"DOTA_Workshop_Required_Texture"	"Υποχρεωτικό (το μέγεθος των υφών θα αλλάξει σε: %s1)"
"DOTA_Workshop_ItemName"	"Όνομα αντικειμένου"
"DOTA_Workshop_ItemName_Desc"	"Αυτό είναι το όνομα του αρχείου για το αντικείμενό σας. Δε φαίνεται στους παίκτες και πρέπει να είναι μικρότερο από 50 χαρακτήρες σε μήκος."
"DOTA_Workshop_GenericModelName_Desc"	"Αυτό είναι το όνομα του εισαγόμενου περιεχομένου σας, χρησιμοποιείται εσωτερικά στην Valve οπότε χρησιμοποιήστε ένα μοναδικό ή περιγραφικό όνομα. Δεν φαίνεται στους παίκτες και πρέπει να είναι μικρότερο από 50 χαρακτήρες σε μήκος."
"DOTA_Workshop_UnknownLOD"	"Άγνωστο αρχείο γεωμετρίας"
"DOTA_Workshop_LOD0Title"	"Γεωμετρία πορτραίτου"
"DOTA_Workshop_LOD0Desc"	"Αυτό είναι το αρχείο .DMX, .SMD ή .FBX που περιέχει τη γεωμετρία υψηλής ανάλυσης για το αντικείμενό σας. Θα χρησιμοποιείται στις προβολές πορτραίτου, εξοπλισμού και προθηκών. Παρακαλούμε ελέγξτε το πλέγμα για ελλιπείς πίσω όψεις. Αν αυτή η καταχώρηση είναι κενή, θα χρησιμοποιηθεί η γεωμετρία εντός-παιχνιδιού."
"DOTA_Workshop_LOD1Title"	"Γεωμετρία εντός παιχνιδιού"
"DOTA_Workshop_LOD1Desc"	"Αυτό είναι το αρχείο .DMX, .SMD ή .FBX που περιέχει τη γεωμετρία εμφάνισης για το αντικείμενό σας. Θα χρησιμοποιηθεί εντός παιχνιδιού."
"DOTA_Workshop_Texture_Title"	"Αρχεία υφών"
"DOTA_Workshop_Texture_Desc"	"Αυτό είναι το σετ τεσσάρων αρχείων .TGA που συνδυάζονται για τη δημιουργία υφής για αυτό το αρχείο γεωμετρίας. Περιηγηθείτε και επιλέξτε οποιοδήποτε από τα .TGA αρχεία _color, _normal, _mask1 ή _mask2 και θα αναζητήσουμε τα υπόλοιπα στον ίδιο φάκελο."
"DOTA_Workshop_Texturing"	"Βοήθεια υφών"
"DOTA_Workshop_Modelling"	"Βοήθεια μοντελοποιήσεων"
"DOTA_Workshop_Animation"	"Βοήθεια κινήσεων"
"DOTA_Workshop_AbilityIconsHelp"	"Βοήθεια εικονιδίων ικανοτήτων"
"DOTA_Workshop_DisableNICE"	"Απενεργοποίηση φιλτραρίσματος υφών"
"DOTA_Workshop_Reimport"	"Ενημέρωση"
"DOTA_Workshop_Models_Title"	"Μοντέλα"
"DOTA_Workshop_Materials_Title"	"Υλικά"
"DOTA_Workshop_Attachments_Title"	"Συνημμένα"
"DOTA_Workshop_Marketing_Title"	"Μάρκετινγκ"
"DOTA_Workshop_Marketing_Desc"	"Ένα αρχείο .PSD που περιέχει μια ποικιλία εικόνων μάρκετινγκ για να χρησιμοποιήσετε κατά την προώθηση της υποβολής σας. Πατήστε στον σύνδεσμο Βοήθεια μάρκετινγκ για να δείτε τις απαιτήσεις και την προτεινόμενη μορφή του αρχείου .PSD σας."
"DOTA_Workshop_Marketing_Help"	"Βοήθεια μάρκετινγκ"
"DOTA_Workshop_Particles_Title"	"Σωματίδια"
"DOTA_Workshop_Particles_Desc"	"Αυτό το μοντέλο θα έχει προσαρτημένο ένα σύστημα σωματιδίων εντός παιχνιδιού για σκοπούς παιχνιδιού. Αυτό είναι το αρχείο .DMX, .SMD ή.FBX που περιέχει κορυφές που ορίζουν πώς πρέπει να προσαρτηθεί το σύστημα σωματιδίων."
"DOTA_Workshop_Particles_Help"	"Βοήθεια σωματιδίων"
"DOTA_Workshop_Images_Title"	"Εικόνες"
"DOTA_Workshop_AbilityIcons_Title"	"Εικονίδια ικανοτήτων"
"DOTA_Workshop_HudSkin_Intro"	"Οι εμφανίσεις HUD είναι ένα σετ εικόνων που συνδυάζονται για να αντικαταστήσουν το HUD εντός παιχνιδιού."
"DOTA_Workshop_HudSkin_Desc"	"Ένα σετ αρχείων .PNG που παράχθηκαν από το εργαλείο εξαγωγής εμφανίσεων HUD του Photoshop. Περιηγηθείτε και επιλέξτε οποιοδήποτε από τα αρχεία .PNG και θα βρούμε τα υπόλοιπα. Θα πρέπει να βρίσκονται στην ίδια δομή φακέλων που δημιουργήθηκε από το εργαλείο εξαγωγής."
"DOTA_Workshop_HudSkin_Help"	"Βοήθεια εμφανίσεων HUD"
"DOTA_Workshop_CursorPack_Intro"	"Τα πακέτα κερσόρων είναι ένα σετ εικόνων που συνδυάζονται για να αντικαταστήσουν τους κέρσορες εντός παιχνιδιού."
"DOTA_Workshop_CursorPack_Desc"	"Ένα σετ από αρχεία .BMP που αναπαριστούν την ποικιλία από κέρσορες για το UI. Επίσης απαραίτητα είναι τα αρχεία .PNG για τους ίδιους κέρσορες. Περιηγηθείτε για το icon.png που θα είναι το εικονίδιο εξοπλισμού του πακέτου σας και εμείς θα βρούμε τα άλλα αρχεία."
"DOTA_Workshop_CursorPack_Help"	"Βοήθεια πακέτων κερσόρων"
"DOTA_Workshop_ImportLoadingScreen"	"ΕΙΣΑΓΩΓΗ ΕΙΚΟΝΑΣ ΦΟΡΤΩΣΗΣ"
"DOTA_Workshop_LoadingScreen_Intro"	"Μια εικόνα που αντικαθιστά την προεπιλεγμένη οθόνη φόρτωσης του Dota 2"
"DOTA_Workshop_LoadingScreen_Desc"	"Περιήγηση για loadingscreen.png."
"DOTA_Workshop_LoadScreen_Preview_Title"	"Προεπισκόπηση αναλογιών περικοπής"
"DOTA_UI_LoadScreen_16_9"	"Αναλογία 16:9"
"DOTA_UI_LoadScreen_16_10"	"Αναλογία 16:10"
"DOTA_UI_LoadScreen_4_3"	"Αναλογία 4:3"
"DOTA_Workshop_ImportChatEmoticon"	"ΕΙΣΑΓΩΓΗ EMOTICON ΣΥΝΟΜΙΛΙΑΣ"
"DOTA_Workshop_ChatEmoticon_Intro"	"Ένα κινούμενο emoticon συνομιλίας"
"DOTA_Workshop_ChatEmoticon_Help"	"Βοήθεια emoticon συνομιλίας"
"DOTA_Workshop_ChatEmoticon_ItemName"	"Λέξη κλειδί του emoticon"
"DOTA_Workshop_ChatEmoticon_ItemName_Desc"	"Προτεινόμενη λέξη κλεδί για το emoticon συνομιλίας"
"DOTA_Workshop_ChatEmoticon_AnimationSpeed"	"Χρόνος καρέ"
"DOTA_Workshop_ChatEmoticon_AnimationSpeed_Desc"	"Χρόνος καρέ, σε χιλιοστά του δευτερολέπτου. Τα περισσότερα emoticon χρησιμοποιούν 100 χιλιοστά του δευτερολέπτου ανά καρέ."
"DOTA_Workshop_ChatEmoticon_DefaultFrame"	"Προεπιλεγμένο καρέ"
"DOTA_Workshop_ChatEmoticon_DefaultFrame_Desc"	"Το καρέ που θα εμφανίζεται όταν το emoticon δεν έχει κίνηση. Στο εύρος από 0 έως τον αριθμό των καρέ μείον ένα. Χρησιμοποιήστε -1 για να επιλέξετε αυτόματα το τελευταίο καρέ. Αν δεν οριστεί, θα χρησιμοποιηθεί το πρώτο καρέ (0)."
"DOTA_Workshop_ChatEmoticon_Preview_Title"	"Προεπισκόπηση emoticon συνομιλίας"
"DOTA_Workshop_ImportChatEmoticon_Preview"	"Προεπισκόπηση"
"DOTA_Workshop_File_ChatEmoticon"	"Πηγαία εικόνα (αρχεία .png)"
"DOTA_Workshop_Attachments_Desc"	"Τα σημεία προσάρτησης είναι σημεία στο μοντέλο που μπορούν να χρησιμοποιηθούν από το παιχνίδι για την τοποθέτηση ορισμένων εφέ. Κάθε σημείο προσάρτησης έχει μια θέση και μία γωνία, που παράγεται από ένα οστό στο μοντέλο σας. Για κάθε απαιτούμενο σημείο προσάρτησης, ορίστε το όνομα του οστού. Αφού έχουμε δημιουργήσει το εισαγόμενο μοντέλο σας, η προεπισκόπηση θα σας εμφανίσει το σημείο προσάρτησης ώστε να επαληθεύσετε τη θέση του."
"DOTA_Workshop_Attachments_UIBlock"	"Συνημμένα %s1"
"DOTA_Workshop_Attachment_HitLocation"	"Όνομα οστού τοποθεσίας χτυπημάτων"
"DOTA_Workshop_Attachment_HitLocation_Desc"	"Καθορίζει σε ποιο σημείο του μοντέλου καταλήγουν τα εισερχόμενα βλήματα. Μια καλή θέση είναι πάνω από το κέντρο του μοντέλου, όπως το κέντρο του κεφαλιού σε ένα ανθρωποειδές."
"DOTA_Workshop_Attachment_LeftEye"	"Όνομα οστού αριστερού ματιού"
"DOTA_Workshop_Attachment_LeftEye_Desc"	"Καθορίζει σε ποιο σημείο του μοντέλου τοποθετούνται Unusual εφέ σωματιδίων για το αριστερό μάτι ενός πλάσματος. Να εφαρμόζεται μόνο σε άρθρωση ματιού χωρίς κίνηση ή στην άρθρωση κεφαλιού. Τοποθετήστε το στο αριστερό μάτι με το κόκκινο βέλος tx να δείχνει προς τα εμπρός."
"DOTA_Workshop_Animation_Title"	"Κινήσεις"
"DOTA_Workshop_Animation_Desc"	"Οι κινήσεις είναι αρχεία .DMX, .SMD, ή .FBX, όπου το καθένα περιέχει μια κίνηση χωριστά για το μοντέλο σας."
"DOTA_Workshop_Animation_UIBlock"	"Κινήσεις %s1"
"DOTA_Workshop_Preview_Anim"	"Κίνηση:"
"DOTA_Workshop_Preview_Gesture"	"Επικάλυψη:"
"DOTA_Workshop_Preview_Skin"	"Υφή:"
"DOTA_Workshop_Preview_Model"	"Μοντέλο:"
"DOTA_Workshop_Preview_ToggleUI"	"Εναλλαγή UI"
"DOTA_Workshop_ImportError_Validation"	"Η επικύρωση απέτυχε"
"DOTA_Workshop_ImportError"	"Σφάλμα εισαγωγής"
"DOTA_Workshop_RequiredFileError"	"Το απαιτούμενο αρχείο δε βρέθηκε!"
"DOTA_Workshop_ZipError"	"Σφάλμα αρχείου!"
"DOTA_Workshop_Error"	"Σφάλμα εισαγωγής"
"DOTA_Workshop_Error_NoManifest"	"Το αρχείο Zip δεν περιέχει το manifest.txt."
"DOTA_Workshop_Quicksave_Fail"	"Αποτυχία αποθήκευσης"
"DOTA_Workshop_Quickload_Fail"	"Αποτυχία φόρτωσης"
"DOTA_Workshop_NotInTest_Desc"	"Παρακαλούμε χρησιμοποιήστε την κύρια εφαρμογή Dota 2 για να αλληλεπιδράσετε με το Εργαστήρι Steam."
"DOTA_Workshop_Import"	"Εισαγωγή"
"DOTA_Workshop_Importing"	"Γίνεται εισαγωγή"
"DOTA_Workshop_Import_Success"	"ΕΠΙΤΥΧΙΑ ΕΙΣΑΓΩΓΗΣ"
"DOTA_Workshop_Import_Failed"	"ΑΠΟΤΥΧΙΑ ΕΙΣΑΓΩΓΗΣ"
"DOTA_Workshop_OutOfBudget"	"%1 εκτός ορίου τριγώνων:\n %2 περιλαμβάνει %3 τρίγωνα και το όριο είναι %4."
"DOTA_Workshop_LOD0Title_Ward"	"Γεωμετρία πορτραίτου"
"DOTA_Workshop_LOD0Desc_Ward"	"Αυτό είναι το αρχείο .DMX, .SMD ή .FBX που περιέχει την γεωμετρία εμφάνισης υψηλής ανάλυσης για το ward σας. Θα χρησιμοποιείται μόνο σε προβολές πορτραίτου."
"DOTA_Workshop_LOD1Title_Ward"	"Γεωμετρία εντός παιχνιδιού"
"DOTA_Workshop_LOD1Desc_Ward"	"Αυτό είναι το αρχείο .DMX, .SMD ή .FBX που περιέχει την γεωμετρία εμφάνισης υψηλής ανάλυσης για το ward σας. Θα χρησιμοποιείται εντός παιχνιδιού."
"DOTA_Workshop_Mat0Title_Ward"	"Αρχεία υφής Observer"
"DOTA_Workshop_Mat0Desc_Ward"	"Αυτό είναι το αρχείο .TGA _color που διαμορφώνει τα αρχεία γεωμετρίας του Observer Ward. Τα αρχεία .TGA _normal, _mask1, and _mask2 είναι προαιρετικά για Ward. Αν βρεθούν στον ίδιο φάκελο, θα χρησιμοποιηθούν."
"DOTA_Workshop_Mat1Title_Ward"	"Αρχεία υφής Sentry"
"DOTA_Workshop_Mat1Desc_Ward"	"Αυτό είναι το αρχείο .TGA _color που διαμορφώνει τα αρχεία γεωμετρίας του Sentry Ward. Τα αρχεία .TGA _normal, _mask1, and _mask2 είναι προαιρετικά για Ward. Αν βρεθούν στον ίδιο φάκελο, θα χρησιμοποιηθούν."
"DOTA_Workshop_Animation_Spawn"	"Aναβίωση"
"DOTA_Workshop_Animation_Idle"	"Αδράνεια"
"DOTA_Workshop_Animation_IdleAlt"	"Εναλλακτική αδράνεια"
"DOTA_Workshop_Animation_IdleRare"	"Σπάνια αδράνεια"
"DOTA_Workshop_Animation_Run"	"Τρέξιμο"
"DOTA_Workshop_Animation_RunAlt"	"Εναλλακτικό τρέξιμο"
"DOTA_Workshop_Animation_RunRare"	"Σπάνιο τρέξιμο"
"DOTA_Workshop_Animation_RunHaste"	"Τρέξιμο με Haste"
"DOTA_Workshop_Animation_RunInjured"	"Τρέξιμο με τραυματισμό"
"DOTA_Workshop_Animation_Die"	"Θάνατος"
"DOTA_Workshop_Animation_Die2"	"Εναλλακτικός θάνατος"
"DOTA_Workshop_Animation_Attack"	"Επίθεση"
"DOTA_Workshop_Animation_Attack_Desc"	"Οι κινήσεις επίθεσης πρέπει να συγχρονίζονται με τις προεπιλεγμένες κινήσεις της μονάδας. Η κίνηση επίθεσης για αυτή τη μονάδα πρέπει να έχει διάρκεια %s2 δευτερόλεπτα και το σημείο επίθεσης να βρίσκεται %s1 δευτερόλεπτα από την έναρξή της."
"DOTA_Workshop_Animation_AttackB"	"Εναλλακτική επίθεση"
"DOTA_Workshop_Animation_AttackB_Desc"	"Μια εναλλακτική κίνηση επίθεσης που θα αναπαράγεται τυχαία αντί για την κίνηση ΕΠΙΘΕΣΗΣ. Πρέπει να έχει την ίδια διάρκεια και συγχρονισμό με την κίνηση ΕΠΙΘΕΣΗΣ."
"DOTA_Workshop_Animation_Flail"	"Χτυπημένος"
"DOTA_Workshop_Animation_Flail_Desc"	"Μια επαναλαμβανόμενη κίνηση που χρησιμοποιείται όταν μια μονάδα είναι απενεργοποιημένη και κινείται (π.χ. από κυκλώνα, μαύρη τρύπα, εκτόξευση στον αέρα)"
"DOTA_Workshop_Animation_Disabled"	"Σάστισμα"
"DOTA_Workshop_Animation_TurnPoseCenter"	"Κεντρική στάση στροφής"
"DOTA_Workshop_Animation_TurnPoseLeft"	"Στροφή αριστερά"
"DOTA_Workshop_Animation_TurnPoseRight"	"Στροφή δεξιά"
"DOTA_Workshop_Animation_TurnPoseCenter_Desc"	"Ένα καρέ της μονάδας που είναι στραμμένη προς τα εμπρός. Γενικά, μπορείτε απλά να ξαναχρησιμοποιήσετε το αρχικό καρέ της κίνησης του τρεξίματος. Αν οριστεί, θα χρειαστεί να προσθέσετε αριστερό και δεξιό καρέ."
"DOTA_Workshop_Animation_TurnPoseLeft_Desc"	"Ένα καρέ της μονάδας που είναι στραμμένη προς τα αριστερά. Όταν η μονάδα στρίβει αριστερά, θα συνδυάζεται το κεντρικό και αριστερό καρέ. Αν οριστεί, θα χρειαστεί να προσθέσετε κεντρικό και δεξιό καρέ."
"DOTA_Workshop_Animation_TurnPoseRight_Desc"	"Ένα καρέ της μονάδας που είναι στραμμένη προς τα δεξιά. Όταν η μονάδα στρίβει δεξιά, θα συνδυάζεται το κεντρικό και δεξιό καρέ. Αν οριστεί, θα χρειαστεί να προσθέσετε κεντρικό και αριστερό καρέ."
"DOTA_Workshop_Animation_PortraitIdle"	"Αδρανές πορτραίτο"
"DOTA_Workshop_Animation_PortraitRare"	"Σπάνιο αδρανές πορτραίτο"
"DOTA_Workshop_Animation_BackRight_Desc"	"Αυτή είναι μια ολοκληρωμένη κίνηση που πρέπει να έχει τον ίδιο αριθμό καρέ με το κέντρο όρασης σας. Ωστόσο η μονάδα πρέπει να γυρνάει για να στοχεύσει 179 μοίρες δεξιά. Δηλαδή το κάτω μέρος της μονάδας πρέπει να συνεχίσει να είναι στραμμένο μπροστά αλλά το πάνω μέρος πρέπει να περιστραφεί σχεδόν ολοκληρωμένα πίσω προς τα δεξιά."
"DOTA_Workshop_LD_Trueform_Ability1"	"SUMMON SPIRIT BEAR"
"DOTA_Workshop_LD_Trueform_Ability1_Desc"	"Διάρκεια 40 καρέ, η κλήτευση πραγματοποιείται στο καρέ 15."
"DOTA_Workshop_LD_Trueform_Ability2"	"RABID"
"DOTA_Workshop_LD_Trueform_Ability2_Desc"	"Διάρκεια 30 καρέ, η κλήτευση πραγματοποιείται στο καρέ 0."
"DOTA_Workshop_LD_Trueform_Ability4"	"BATTLECRY"
"DOTA_Workshop_LD_Trueform_Ability4_Desc"	"Διάρκεια 40 καρέ, η κλήτευση πραγματοποιείται στο καρέ 15."
"DOTA_Workshop_LD_Trueform_AbilityUlt_Desc"	"Μεταμόρφωση σε Druid Form. 70 καρέ σύνολο, πρέπει να εξαφανιστεί κάτω από το έδαφος στο καρέ 58."
"DOTA_Workshop_Animation_Victory"	"ΝΙΚΗ"
"DOTA_Workshop_Animation_Defeat"	"ΗΤΤΑ"
"DOTA_Workshop_AmbientLight"	"Φωτισμός περιβάλλοντος"
"DOTA_Workshop_BackgroundColor"	"Χρώμα φόντου"
"DOTA_Workshop_BackgroundTexture"	"Υφή φόντου"
"DOTA_Workshop_Camera"	"Κάμερα"
"DOTA_Workshop_CameraFOV"	"Πεδίο όρασης κάμερας"
"DOTA_Workshop_EditAngles"	"Επεξεργασία γωνιών"
"DOTA_Workshop_EditAttachments"	"Επεξεργασία προσαρτήσεων"
"DOTA_Workshop_EditOrigin"	"Επεξεργασία σημείου αναφοράς"
"DOTA_Workshop_EditPortrait"	"Επεξεργασία πορτραίτου"
"DOTA_Workshop_GameDay"	"Ημέρα"
"DOTA_Workshop_GameNight"	"Νύχτα"
"DOTA_Workshop_ImportLog"	"Εισαγωγή καταγραφής"
"DOTA_Workshop_Next"	"Επόμενο"
"DOTA_Workshop_PickType"	"Επιλογή τύπου"
"DOTA_Workshop_Portrait"	"Πορτραίτο"
"DOTA_Workshop_Prev"	"Προηγούμενο"
"DOTA_Workshop_Preview"	"Προεπισκόπηση"
"DOTA_Workshop_PreviewInGame"	"Προεπισκόπηση εντός παιχνιδιού"
"DOTA_Workshop_SelectInputs"	"Επιλογή εισόδων"
"DOTA_Workshop_SelectWearables"	"Επιλογή εξοπλισμού"
"DOTA_Workshop_ShadowColor"	"Χρώμα σκιάς"
"DOTA_Workshop_ShowLowResModel"	"Εμφάνιση μοντέλου χαμηλής ανάλυσης"
"DOTA_Workshop_ShowPedestal"	"Εμφάνιση βάθρου"
"DOTA_Workshop_ShowReferenceModel"	"Εμφάνιση μοντέλου αναφοράς"
"DOTA_Workshop_SpotLight"	"Προβολέας"
"DOTA_Workshop_SpotlightDistance"	"Απόσταση προβολέα"
"DOTA_Workshop_SpotlightSize"	"Μέγεθος προβολέα"
"DOTA_Workshop_Submit"	"Υποβολή"
"DOTA_Workshop_Texture"	"Υφή"
"DOTA_Workshop_TurnTable"	"Περιστρεφόμενη βάση"
"DOTA_Workshop_Err_MissingInput"	"Ελλιπής απαιτούμενη είσοδος: «%1»"
"DOTA_Workshop_Err_InvalidFile"	"Μη έγκυρο αρχείο: «%1»"
"DOTA_Workshop_Err_FileDoesNotExist"	"Το πηγαίο αρχείο «%1» δεν υπάρχει"
"DOTA_Workshop_Err_FailedToCopy"	"Αποτυχία αντιγραφής στον προορισμό «%1»"
"DOTA_Workshop_Err_FailedToWrite"	"Αποτυχία εγγραφής στον προορισμό «%1»"
"DOTA_Workshop_Err_FailedToCompile"	"Αποτυχία μεταγλώττισης του «%1»"
"DOTA_Workshop_Err_SerializeVMDL"	"Εσωτερικό σφάλμα (VMDL serialization)"
"DOTA_Workshop_Err_ZipExists"	"Εσωτερικό σφάλμα (Το μοναδικό zip υπάρχει ήδη)"
"DOTA_Workshop_Err_FileNotInAssetSystem"	"Εσωτερικό σφάλμα (Το αρχείο δεν υπάρχει στο assetsystem) «%1»"
"DOTA_Workshop_Err_NoGameFile"	"Εσωτερικό σφάλμα (Δεν υπάρχει αρχείο παιχνιδιού) «%1»"
"DOTA_Workshop_Err_NoContentFile"	"Εσωτερικό σφάλμα (Δεν υπάρχει αρχείο περιεχομένου) «%1»"
"DOTA_Workshop_BrowseForZipCaption"	"Επιλογή Zip"
"DOTA_Workshop_BrowseForZipFilter"	"Υποβολές εργαστηρίου"
"DOTA_Workshop_BrowseForSessionCaption"	"Επιλογή συνεδρίας Εργαστηρίου"
"DOTA_Workshop_BrowseForSessionFilter"	"Συνεδρία Εργαστηρίου"
"DOTA_Workshop_LoadSession"	"Φόρτωση συνεδρίας"
"DOTA_Workshop_SaveSession"	"Aποθήκευση συνεδρίας"
"DOTA_Workshop_LoadSessionError"	"Σφάλμα φόρτωσης συνεδρίας"
"DOTA_Workshop_SaveSessionError"	"Σφάλμα αποθήκευσης συνεδρίας"
"DOTA_Workshop_Err_SessionSaveNoTemplate"	"Εσωτερικό σφάλμα (Δεν υπάρχει πρότυπο)"
"DOTA_Workshop_Err_SessionLoadKV3"	"Εσωτερικό σφάλμα: (Φόρτωση KV3)\n%1\n%2"
"DOTA_Workshop_Err_SessionLoadBadData"	"Εσωτερικό σφάλμα (Εσφαλμένη φόρτωση δεδομένων: %1)"
"DOTA_Workshop_Err_SessionLoadBadTemplate"	"Μη αναγνωρίσιμο όνομα προτύπου: «%1»"
"DOTA_Workshop_Err_Misc"	"Εσωτερικό σφάλμα (%1)"
"DOTA_Workshop_Err_BadCfg"	"Εσωτερικό σφάλμα (Λείπει το αναμενόμενο «%1»: %2)"
"DOTA_Workshop_Err_BadUI"	"Εσωτερικό σφάλμα (Εσφαλμένη διαμόρφωση UI, Αναμενόμενο «%1»: %2)"
"DOTA_Workshop_Err_BadSession"	"Εσωτερικό σφάλμα (Εσφαλμένη διαμόρφωση συνεδρίας, Αναμενόμενο «%1»: %2)"
"DOTA_Filter_Field_Category"	"Ετικέτες"
"DOTA_Armory_Tags_Popup_Title"	"Ορισμός ετικετών"
"DOTA_Armory_Attributes"	"Χαρακτηριστικά"
"DOTA_Event_Level"	"Επίπεδο"
"DOTA_Skip"	"Παράλειψη"
"DOTA_Done"	"ΟΚ"
"DOTA_TryAgain"	"Προσπαθήστε ξανά"
"DOTA_Treasure_OpenAnother"	"Άνοιγμα άλλου"
"DOTA_Treasure_OpenTreasure"	"Άνοιγμα θησαυρού"
