"novel"
{
	"DOTA_VisualNovel_seasonal_quartero_Actor_Quartero"		"Kvarten"
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set01_itm06_Quartero_3"		"Tre dager senere kom jeg tilbake til rommet mitt på Sotpigg Kro, og gjett hvem som satt i mørket og tok seg en røyk?"
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set01_itm06_Quintessa_1"		"Jeg håper det var Blake Sextus, ellers kommer denne historien til å ta evigheter."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set01_itm06_Quartero_4"		"Det VAR Blake Sextus, og denne historien er i ferd med å komme seg, jeg lover deg."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set02_itm01_Quartero_0"		"Å, Boltspiret."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set02_itm01_Quintessa_0"		"Vent litt. Du gir dem en krone som allerede er deres?"
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set02_itm01_Quartero_1"		"Nei, nei, den var ikke heltens før nå."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set02_itm01_Quintessa_1"		"Sikker? Fordi den ser ut som om den ble LAGET for dem."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set02_itm01_Quartero_2"		"Den gjør virkelig det."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set02_itm01_Quintessa_2"		"Så, Blake Sextus hadde brutt seg inn på rommet ditt og tok seg en rolig sigg."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set02_itm01_Quartero_3"		"Det gjorde han. Og GRUNNEN til at han ..."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set02_itm01_Quartero_4"		"Grunnen til at han var på rommet mitt, mener jeg, ikke grunnen til at han tok seg en røyk i mørket, jeg antar at det var for å se kul ut ..."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set02_itm01_Quintessa_3"		"Var han?"
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set02_itm01_Quartero_5"		"Altså – helt, søster, ikke begynn å røyke! Men ja."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set02_itm01_Quartero_6"		"Uansett, grunnen til at han var på rommet mitt var for å tilby meg en jobb."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set02_itm01_Quintessa_4"		"En siste jobb?"
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set02_itm01_Quartero_7"		"Selvsagt. Og så var han ute for godt."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set02_itm01_Quartero_8"		"Mausoleumkuppet. Et mausoleum FULLT av uvurderlige rustninger, voktet av gåter."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set02_itm01_Quartero_9"		"Han sa at han trengte en gåtemester. Og jeg sa at han hadde funnet ham."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set02_itm01_Quintessa_5"		"Men du er ikke en gåtemester."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set02_itm01_Quartero_10"		"Han visste ikke det."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set02_itm02_Quartero_0"		"Du får ta med disse armbeskytterne som passer til kronen. Dumt å dele dem fra hverandre. "
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set02_itm02_Quintessa_0"		"Utrolig. Og du er sikker på at du ikke stjal dette fra helten her? Du gir det ikke bare TILBAKE?"
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set02_itm02_Quartero_1"		"Jeg sverger, det bare SER ut som om det er laget for dem. Hvor var jeg?"
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set02_itm02_Quintessa_1"		"Mausoleumkuppet."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set02_itm02_Quartero_2"		"Mausoleumkuppet! Neste kveld møtte jeg Blake Sextus ved Grimvedgodset – hjemmet til Galdron, den mørke trollmannen."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set02_itm02_Quartero_3"		"Galdron bodde inne i en enorm svart obelisk midt på eiendommen."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set02_itm02_Quartero_4"		"Ingen dører eller vinduer i det hele tatt – som passet utmerket, siden han ikke kunne se oss stjele alle sakene i bakgården."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set02_itm02_Quartero_5"		"Hver en mørk trollmann som noen gang hadde eid Grimvedgodset, hadde blitt begravet utenfor, som en familiehund. Gravlagt i sin beste rustning i godsets mausoleum."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set02_itm02_Quartero_6"		"Knapt bevoktet i det hele tatt, ifølge Blake, på grunn av gåtene."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set02_itm02_Quintessa_2"		"Som han trodde du kunne løse, av en eller annen grunn."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set02_itm02_Quartero_7"		"Som jeg løy til ham om at jeg KUNNE løse. Så av den grunn."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set02_itm02_Quartero_8"		"Men mausoleet var ikke bare ubevoktet, det var helt ulåst."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set02_itm02_Quintessa_3"		"Trollmannen hadde glemt å låse det!"
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set02_itm02_Quartero_9"		"Nei, søster, det VAR ingen låser."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set02_itm02_Quintessa_4"		"Å. Hm. Det er ILLEVARSLENDE."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set02_itm02_Quartero_10"		"Vel, du skulle ha vært der. Du kunne ha varslet oss."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set02_itm03_Quartero_0"		"Søster, kan du gi neste gjenstand til helten? Jeg vil ikke miste tråden i historien."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set02_itm03_Quintessa_0"		"Sånn."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set02_itm03_Quartero_1"		"Så der var vi, i vestibylen til mausoleet. Jeg nærmet meg trappa ned til gravkammeret da Blake stoppet meg og pekte på et portrett på veggen."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set02_itm03_Quartero_2"		"Det var et maleri av en ond, gammel mann. Jeg vil tro han eide stedet på et tidspunkt."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set02_itm03_Quartero_3"		"Og det SÅ SEG RUNDT."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set02_itm03_Quartero_4"		"Blake sa at jeg skulle gi ham den bunnløse sekken min. Jeg sa jeg tror ikke det, for da ville jeg ikke ha noen grunn til å være her, og han sa, selvfølgelig ville du ha det, du er gåtemesteren, og jeg sa, å ja, kyndigheten min med gåter."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set02_itm03_Quartero_5"		"Og så sa han, så lenge du skal skravle på den måten, kan du gjøre det foran maleriet, og så dyttet han meg frem foran det."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set02_itm03_Quartero_6"		"Så brølte maleriet «HVEM DER?»"
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set02_itm03_Quartero_7"		"Og jeg sa «Å, hei» og prøvde å unngå å se på Blake Sextus, som smøg seg opp langs veggen, noe jeg ikke klarte."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set02_itm03_Quartero_8"		"«Hva ser du på?» spurte maleriet. Det jeg så på var en meget brydd Blake Sextus som gjorde en «fortsett å snakke»-bevegelse med hånden."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set02_itm03_Quartero_9"		"Så da gjorde jeg det! Og mens maleriet ventet på sin tur til å snakke, krøp Blake Sextus opp på siden av det og skubbet det av spikeren og ned i den bunnløse sekken min."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set02_itm04_Quartero_0"		"Hvor var jeg? Å! Vi var fremme! Til gravkammeret med alle gjenstandssettene jeg gir til helten her!"
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set02_itm04_Quartero_1"		"Her er skulderstykket, forresten. Søster, kan du ta tak i en ende? Denne tingen er ENORM."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set02_itm04_Quintessa_0"		"Ikke rør deg, helt, vi blir nødt til å plutselig slippe den på skuldrene dine ..."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set02_itm04_Quartero_2"		"... SÅNN. Plutselig nesten to hundre kilo på skuldrene."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set02_itm04_Quintessa_1"		"Vær klar."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set02_itm04_Quartero_3"		"Ja. Det er nettopp det vi skulle ha bedt ham om å gjøre. Uansett, her er historien om hvordan jeg stjal den."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set02_itm04_Quartero_4"		"Forestill deg, søster – og helt, du kan også forestille deg dette – en enorm katedral, med statuer av skumle, gamle trollmenn så langt øyet kan se. Og på hver av dem, en uvurderlig rustning!"
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set02_itm04_Quartero_5"		"Hånden min var allerede utstrakt for å plukke den første stridshansken av en arm, da Blake nok en gang stoppet meg."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set02_itm04_Quartero_6"		"Vi gjemte oss bak en av statuene. Blake strakk seg mot stridshansken jeg hadde vært i ferd med å ta, og SKUBBET så vidt borti en av fingrene."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set02_itm04_Quartero_7"		"Nesten umiddelbart dukker en skikkelse opp fra en fontene i midten av kammeret. Den størknet til en kropp og slepte seg mot oss."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set02_itm04_Quintessa_2"		"En vanngolem?"
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set02_itm04_Quartero_8"		"Riktig. En skikkelig vederstyggelighet også. Den vandret like opp til oss ... strakk ut hånden ..."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set02_itm04_Quartero_9"		"... og dyttet stridshanskens finger tilbake til dens opprinnelige posisjon. Med det gikk den tilbake til fontenen. Jeg kunne puste igjen."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set02_itm04_Quartero_10"		"Blake nikket, tok en pose ut av ryggsekken sin ... "
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set02_itm04_Quartero_11"		"Og fylte fontenen med hurtigtørkende sement."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set03_itm01_Quartero_0"		"Portrettet, vanngolemen – Blake må ha forsket på dette stedet i flere måneder!"
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set03_itm01_Quartero_1"		"Han hadde kun gjort én feil hele kvelden: Antakelsen hans om den grunnleggende kompetansen min som gåtemester. Som vi alle snart kommer til å finne ut av."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set03_itm01_Quartero_2"		"Fordi idet jeg forsøkte å gripe et gjendstandssett, ble en av statuene levende."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set03_itm01_Quintessa_0"		"Å ..."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set03_itm01_Quartero_3"		"Nå, ja, han sa: «Svar på disse gåter tre, ellers bindes du for alltid til dette sted»."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set03_itm01_Quartero_4"		"Og Blake sa: «Greit, gåtemester, din tur»."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set03_itm01_Quartero_5"		"Og jeg sa: «Greit ... skal vi se ... 'du skal ikke' ... eller var det 'her skal du'?»"
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set03_itm01_Quartero_6"		"Jeg spurte vokteren om han kunne gjenta denne vanskelige første gåten, og bare så det er sagt, hvis en statue kan se forvirret ut, var dette et kroneksempel."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set03_itm01_Quartero_7"		"Den forklarte at den faktisk ikke var kommet til gåtene enda. Og jeg sa, «Skjønner». Og Blake så bekymret ut."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set03_itm02_Quartero_0"		"Søster, kan du være så snill å rekke helten disse beinskinnene? Jeg har litt krampe, jeg tror forbannelsen blusser opp igjen."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set03_itm02_Quintessa_0"		"Vær så god, helt."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set03_itm02_Quartero_1"		"Mye bedre."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set03_itm02_Quintessa_1"		"Hva VAR den første gåten, uansett?"
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set03_itm02_Quartero_2"		"Å, bare noe tull, jeg tror ikke engang den hadde en løsning. Skal vi se, hva var det? Øh..."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set03_itm02_Quartero_3"		"«Langt fra land hjemsøker det bølgen blå, fotløst ferdes det likevel nå. Ingen vinger, men flyr mang en favn – si meg dets navn, og bring svaret i havn.»"
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set03_itm02_Quintessa_2"		"Skip. Det er et skip."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set03_itm02_Quartero_4"		"Ha! Morsomt at du sier det. Det var det Blake mente også. Skrek «SKIP!» gjentatte ganger av full hals."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set03_itm02_Quartero_5"		"Jeg gikk i hvert fall for «fotløst spøkelse»."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set03_itm02_Quartero_6"		"Da sa vokteren at det var feil, og at vi nå begge var fanget i mausoleet til evig tid, og det var da alle de døde forfedrene begynte å våkne til live, og dørene begynte å lukke seg, og Blake VIRKELIG begynte å skrike til meg."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set03_itm03_Quartero_0"		"Å, skjoldet. Den siste skanse."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set03_itm03_Quartero_1"		"Det du absolutt ville ha hatt i hende foran deg hvis, for å ta et tilfeldig eksempel, et mausoleum full av sinte mumier var i ferd med å rive deg i fillebiter som et vått salathode."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set03_itm03_Quintessa_0"		"Så hvordan klarte du å unnslippe?"
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set03_itm03_Quartero_2"		"Vel. Har du hørt om leveregelen: «Jeg trenger ikke å løpe fra en bjørn, bare deg»?"
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set03_itm03_Quintessa_1"		"Ja."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set03_itm03_Quartero_3"		"Vel, jeg vet ikke om du har sett Blake Sextus' leggmuskler, men mannen skåret ut av eik, så det var ikke mulig å løpe fra ham."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set03_itm03_Quartero_4"		"Så. Der var Blake, i ferd med å spurte VEKK fra faren, og meg, mye tregere, i ferd med å bli drept av den."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set03_itm03_Quintessa_2"		"Så hva gjorde du?"
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set03_itm03_Quartero_5"		"Hva KUNNE jeg gjøre? Jeg var maktesløs. Jeg tok et tungt, utsmykket bronsesepter, og jeg fikk skikkelig sving på det ..."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set03_itm03_Quartero_6"		"... og slo ham i beinet."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set03_itm03_Quintessa_3"		"Så hva gjorde HAN?"
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set03_itm03_Sextus_0"		"Jeg falt over ende med et brukket bein."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set03_itm03_QuarteroAndQuintessa_0"		"Å nei, Blake Sextus!"
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set03_itm03_Sextus_1"		"Og så trasket du bort til de nærmeste gjenstandssettene."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set03_itm03_Sextus_2"		"Og stappet dem i den bunnløse sekken din."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set03_itm03_Sextus_3"		"Så pekte du på meg og sa til zombiene: «Drep ham!»"
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set03_itm03_Sextus_4"		"Så hvisket du: «Beklager så mye.»"
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set03_itm03_Sextus_5"		"Og så rullet du under døren rett før den ble lukket."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set03_itm03_Quartero_7"		"Å, bra. Så du husker at jeg beklaget."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set03_itm04_Sextus_0"		"Kvarten Kvikkhov ..."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set03_itm04_Sextus_1"		"Jeg som trodde at jeg måtte torturere deg inntil du fortalte meg hvor byttet var."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set03_itm04_Sextus_2"		"Og så finner jeg deg i et rom med alt sammen."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set03_itm04_Sextus_3"		"Og du gir bort alt til denne idioten, av en eller annen grunn."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set03_itm04_Quartero_0"		"Å, det er vel ikke akkurat det jeg gjør."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set03_itm04_Sextus_4"		"Du gjør det akkurat nå. Du gir den idioten et uvurderlig våpen."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set03_itm04_Quartero_1"		"Du tar nok feil."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set03_itm04_Quartero_2"		"Her, ta Blake Sextus’ uvurderlige våpen, ikke fortell ham at jeg gav dette til deg."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set03_itm04_Sextus_5"		"Slutt med det!"
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set04_itm01_Sextus_0"		"Kan du slutte å gi denne idioten skatten min mens jeg prøver å drepe deg?"
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set04_itm01_Sextus_1"		"Du! Ta av rustningen min!"
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set04_itm01_Quartero_0"		"Her, helt, ta disse armbeskytterne."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set04_itm01_Sextus_2"		"Du gjør det fortsatt!"
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set04_itm01_Quartero_1"		"Jeg må, ellers dør jeg!"
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set04_itm01_Quartero_2"		"HALLO, hva er dette?"
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set04_itm01_Sextus_3"		"Hva ER det?"
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set04_itm01_Quintessa_0"		"Jeg tror det er en SKRIFTRULL."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set04_itm01_Quartero_3"		"Den var rullet sammen. Den må ha vært gjemt inni ermet på armbeskytterne."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set04_itm01_Sextus_4"		"En skriftrull? Den er også min."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set04_itm01_Quartero_4"		"Det er en ÅPNINGSFORMEL til trollmannen Galdrons hvelv."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set04_itm01_Sextus_5"		"GI ... DEN ... TIL MEG."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set04_itm01_Quintessa_1"		"Bror! Ikke gi den til ham!"
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set04_itm01_Sextus_6"		"Hva holder du på med? Ikke stapp den i munnen!"
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set04_itm01_Quartero_5"		"(Slukelyder)"
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set04_itm01_Sextus_7"		"Jeg skal kvele deg og skjære den ut av deg! Rett foran søsteren din og helten!"
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set04_itm01_Quartero_6"		"(Tyggelyder)"
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set04_itm01_Sextus_8"		"Tygger du? IKKE SVELG, din jæ..."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set04_itm01_Quartero_7"		"(Svelgelyder)"
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set04_itm02_Quartero_0"		"Sånn. Du kan skjære papirklysa ut av meg om du vil."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set04_itm02_Quartero_1"		"Men om du ha vil den hvelvåpnende formelen, er jeg redd du må be om den."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set04_itm02_Sextus_0"		"... kan jeg ... kan jeg få formelen?"
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set04_itm02_Quartero_2"		"Nei."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set04_itm02_Sextus_1"		"Hør. Du kan beholde alt dette skrapet fra mausoleumkuppet."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set04_itm02_Sextus_2"		"Gi det til denne idioten så mye du vil."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set04_itm02_Quartero_3"		"Jeg KOMMER til å gi dette skrapet til denne idioten. Her har du, idiot. Og det er forresten ikke skrot."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set04_itm02_Sextus_3"		"Nei. Det er IKKE det. Det er faktisk UVURDERLIG. Den rustningen der ble båret av en GUD."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set04_itm02_Sextus_4"		"Og den er din. Alt i dette rommet."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set04_itm02_Sextus_5"		"Og jeg kommer ikke til å drepe deg for å ha lurt meg. Alt jeg vil ha, er den åpningsformelen."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set04_itm02_Quartero_4"		"Solgt. Har du en penn? MASCUS ... PARIA ..."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set04_itm02_Quintessa_0"		"Oi, oi, oi."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set04_itm02_Quintessa_1"		"Bror. Tenk deg om."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set04_itm02_Quintessa_2"		"Hvis han er villig til å gi oss alt i dette rommet for hva enn som er i Galdrons hvelv ..."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set04_itm02_Quartero_5"		"... å. Da må det som er i HVELVET, være ENDA mer uvurderlig."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set04_itm03_Sextus_0"		"Greit, ny plan. Vi skal tilbake til Galdrons palass."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set04_itm03_Sextus_1"		"Og vi bryter oss inn i hans ugjennomtrengelige obelisk."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set04_itm03_Quintessa_0"		"«Ugjennomtrengelig» betyr ..."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set04_itm03_Sextus_2"		"Jeg vet hva det betyr. Vi bryter oss inn uansett."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set04_itm03_Sextus_3"		"Og så bryter vi oss inn i hvelvet hans, med formelen du har i hodet."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set04_itm03_Quartero_0"		"Greit, men jeg vil ha 60 prosent."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set04_itm03_Quintessa_1"		"Du vil ha 70 prosent."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set04_itm03_Quartero_1"		"Vi vil ha 80 prosent."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set04_itm03_Sextus_4"		"Hør. Dere to. Jeg vil ha det som er i trollmannens hvelv EN SMULE mer enn jeg vil drepe dere."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set04_itm03_Sextus_5"		"Så ikke vær kravstor."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set04_itm04_Sextus_0"		"Vi trenger en gåtemester."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set04_itm04_Quintessa_0"		"Jeg er en gåtemester."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set04_itm04_Sextus_1"		"Godt forsøk. Broren din prøvde seg allerede på det der."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set04_itm04_Quartero_0"		"Nei, hun er faktisk det! Hun gikk på gåteuniversitetet! Det var der jeg kom på tanken!"
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set04_itm04_Quintessa_1"		"Det stemmer! Kom an! Kom med en gåte!"
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set04_itm04_Sextus_2"		"Hva er blått og lilla, og holder aldri kjeft."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set04_itm04_Quintessa_2"		"Enkelt. Oss. Min tur. Hva er påtrengende og fornærmende og bør være litt hyggeligere hvis det vil ha hjelp med å bryte seg inn i Galdrons hvelv?"
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set04_itm04_Sextus_3"		"Greit. Du får være gåtemesteren min."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set04_itm04_Sextus_4"		"Du. Helten."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set04_itm04_Sextus_5"		"Dette er det mest verdifulle stykket vi tok fra mausoleet."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set04_itm04_Sextus_6"		"Det er det jeg kom for. Det er det jeg var villig til å drepe denne idioten for å ta TILBAKE."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set04_itm04_Sextus_7"		"Den er din. Du kommer til å trenge den. Du er muskelstyrken i dette kuppet."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set04_itm04_Sextus_8"		"Og du. Idiot."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set04_itm04_Quartero_1"		"Ja?"
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set04_itm04_Sextus_9"		"Du er dessverre skapåpneren. IKKE. GLEM. DEN. FORMELEN."
	"DOTA_VisualNovel_seasonal_spring_2026_Dialogue_q03_set04_itm04_Quartero_2"		"Ikke bekymre deg for meg, jeg kan den utenat. MASCUS ... PARIA ..."
