"lang"
{ 
	"Language" "finnish" 
				"npc_dota_hero_invoker_bio"													"Aikaisimmassa, joidenkin mukaan tehokkaimmassa muodossaan taikuus oli muistitaitoa. Siihen ei tarvittu teknologiaa, sauvoja tai lisävarusteita, ainoastaan velhon mieli. Kaikki rituaalikuviot olivat ainoastaan muistisääntöjä, jotka saivat niiden käyttäjän muistamaan tietyn loitsun kaavan yksityiskohtaisesti. 
<br><br>Tuon ajan mahtavimmilla velhoilla oli loistava muisti, mutta heidän oli silti pakko erikoistua johonkin loitsukuvioiden monimutkaisuuden takia. Kaikista omistautuneimmat saattoivat koko elämänsä aikana oppia kolme tai ehkä neljä loitsua. Keskinkertaiset velhot olivat tyytyväisiä osattuaan kaksi taikaa ja useat kylien päävelhot saattoivat tietää vain yhden – ja silti joutua käyttämään loitsukirjaa apunaan, jotteivät unohtaisi mitään. 
<br><br>Eräs näistä alkuvelhoista oli kuitenkin erilainen, uskomattoman älykäs nero, jolla oli kristallinkirkas muisti. Velho tunnettiin nimellä Manaaja. Pienestä asti tämä poikkeuksellinen velho ei opetellut neljää, viittä tai edes seitsemää loitsua. Hän käytti kymmentä ja pystyi loitsimaan ne välittömästi. Hän oppi myös useita muita, mutta koki ne turhiksi ja pyyhki ne mielestään, jotta sinne mahtuisi jotakin hyödyllistä. Eräs näistä turhista loitsuista oli Ikiaikainen ansa – pitkäikäisyystaika, jonka alkuaikoina loitsineet ovat edelleen keskuudessamme (ellei heitä sitten ole jo murskattu atomeiksi). 
<br><br>Monet näistä lähes kuolemattomista elävät hiljaiseloa, eivätkä uskalla myöntää salaisuuttaan, mutta Manaaja ei lahjojaan piilottele. Se on muinainen, oppineempi kuin kukaan muu. Sen mieleen mahtuu silti jotenkin sen valtava omanarvontunto... ja manaukset, joilla se huvittaa itseään maailmanlopun iltahämärässä."

				"npc_dota_hero_silencer_bio"												"Osana seitsemättä ja viimeistä sukupolvea tarkasti suunnitellussa sukupuussa, Nortromin synnytti muinainen Aeol Driasin veljeskunta, jotta hän voisi olla maailman mahtavin loitsija. Ennustukset olivat kertoneet hänestä, kahdensadan vuoden huolellisesta parittamisesta syntyvästä sotamaagista, joka toisi kunniaa veljeskunnalle ja tuhoa heidän perivihollisilleen, Foldin ritareille.
<br><br>Muiden nuorten velhojen kanssa Hazhadalin erämaan vuorilla kasvatetun Nortromin voimien odotettiin nousevan. Hän ei kuitenkaan kyennyt yksinkertaisiinkaan loitsuihin muiden oppilaiden kehitellessä taitojaan tulen, jään ja manausten kanssa. Loppukokeen lähestyessä hän ei ollut vieläkään löytänyt taitojaan. Opettajat moittivat häntä inhosta lasten nauraessa. “Sinä et ole velho”, julistivat veljeskunnan johtajat. Nortrom ei välittänyt. Hän saapui kokeeseen ja asettui häntä pilkanneita nuoria velhoja vastaan. Tässä vaiheessa opettajat oppivat tärkeän läksyn: magian puute saattaakin olla loitsuista kaikista vahvin. Nortrom vaimensi kohtaamansa velhot ja kukisti heidät taistelussa yksi kerrallaan, kunnes hän seisoi yksin ylpeänä Aeol Driasin mestarina, aivan kuten ennustettu."

				"npc_dota_hero_obsidian_destroyer_bio"										"Harbinger, kunniallisen ja taianomaisen rodun edustaja ja vartioston ainoa eloonjäänyt vartija, vaanii Tyhjiön reunalla. Tältä rakeiselta, kristalliselta Ääreisyydeltä se on tarkkaillut taivaita ikuisuuksien ajan ja valvonut kaikkea epäilyttävää tähtien toisella puolen, pohjattoman yön alla. Syvälle älyn ja ajatuksien hiloihin on painettu kuvio, joka muistuttaa pimeyksien ennustusta; pimeä musiikki, joka kertoo pahuuden joskus heräävän tämän luomakunnan reunojen ulkopuolella ja kääntävän katseensa maailmaamme kohti. Ollessaan vartiossa Ääreisyyden Tuhoaja ei paljoa kiinnittänyt huomiota tapahtumiin oman aurinkonsa ympärillä. Mutta Muinaisten sodan äänien kaikuessa vaaran uhka tuntui kasvavan, mikä lähetti sen kohti aurinkoa, vierailemaan tällä sotatantereella. Harbingerin rooli ennustuksissa on varsin selkeä: sen paluu ennustaa pahojen asioiden tapahtumista. Mutta jo sen läsnäolo on tarpeeksi paha asia."

				"npc_dota_hero_lycan_bio"													"Valankiro syntyi aateliseksi Ambryn klaaniin, suurimpaan ja mahtavimpaan kastiin Slomin vanhassa kuningaskunnassa. Ennen kaatumista kuninkaan halut muuttuivat oudoksi ja hänen neuvonantajakaartinsa täyttyi velhoista ja puoskareista. Ambryn klaani oli ensimmäinen, joka nousi kuningasta vastaan. Veronmaksamisen sijaan he lähettivät kuusi tuhatta miekkamiestä pääkaupunkiin, jossa heidät tuhottiin Apostaattien verilöylyssä. Vanha sananlasku piti paikkansa: kun hyökkäät kuninkaan kaulaan, on parempi viedä koko pää. 
<br><br>Petoksesta raivostuneena kuningas tuhosi koko Ambryn verilinjan säästäen vain klaanin johtajan ja hänen nuorimman poikansa, Valankiron. Kuninkaallisen tuomioistuimen edessä, klaanin johtaja ketjuin marmorilattiaan kahlittuna, kuningas määräsi velhonsa muuttamaan pojan sudeksi, jotta tämä repisi oman isänsä kurkun auki. \"Tee näin\", sanoi kuningas, \"jotta Loordi Ambry ymmärtää petoksen pureman\". Vahvaa velhoutta käytettiin, ja niin poika muuttui. Mutta vaikka hänen kehonsa oli muuttunut, hänen sielunsa pysyi samana. Sen sijaan, että olisi purrut isänsä kaulan auki, hän hyökkäsi vartijoiden kimppuun ja repi heidät palasiksi. Tusina kuninkaan ritareita kuoli taistelussa sutta vastaan ennen kuin he onnistuivat karkottamaan tämän yöhön. Ambry, klaanin johtaja, nauroi ketjuissaan vielä silläkin hetkellä, kun kuningas itse ajoi miekkansa tämän lävitse. Nyt kadonneen Ambry-klaanin ainoa perillinen, Valankiro, vaeltaa teitään Lycanina. Hän on puoliksi soturi, puoliksi susi, ja etsii oikeutta kaikelle sille, jonka hän menetti."

				"npc_dota_hero_lone_druid_bio"												"Kauan ennen ensimmäisiä kirjoitettuja historian sanoja nousi druidillinen Karhun Klaani. Viisaita ja oikeudenmukaisia kun olivat, he olivat keskittyneet ymmärtämään luontoa ja luonnon tapoja. Luonnon kantavoimat havaitsivat tämän ja etsivät käsiinsä eniten oppineet Karhun Klaanista. Vanha ja viisas Sylla, tuomitsija ja näkijä, astui eteen lajinsa edustajana ja hän sai Siemenen näiden sanojen saattelemana: \"Kun kaikki maailmassa on himmennyt, kun sivilisaatio on lähtenyt näiltä mailta, kun tämän maailman on päihittänyt loputtomat autiomaat aikojen lopussa, istuta Siemen\".
<br><br>Kun hän tarttui luottamukseensa, Sylla tunsi vuosiensa kaikkoavan ja kuntonsa kohoavan. Suuri tieto ja viisaus kukoisti hänen mielessään. Hän huomasi pystyvänsä heijastamaan tahtonsa oikeaan maailmaan, ja pienellä keskittymisellä myös oman fyysisen muotonsa. Silti hiljaiset kuiskaukset ja julmat korvat toivat sanaa Siemenen voimasta muille ihmisille, ja karmiva sota Karhun Klaania vastaan syttyi. Iätön kotinsa poltettuna, Sylla otti taakkansa ja vaelsi villeille alueille. 
<br><br>Vuodet vierivät ja myytit sekä aika unohtivat Karhun Klaanin, unohtivat Syllan ja Siemenen, unohtivat suuret sivilisaatiot, jotka nousivat Karhun Klaanin varjossa. Iäisyyksien läpi Sylla on odottanut. Odottanut sanaa hänen jumaluuksiltaan. Odottanut, että rauha tulisi sotaisiin maailmoihin. Odottanut erakoituneena salassa kaikkien asioiden loppua ja päätöstä hänen pyhälle taakalleen, valmistaen itseään kohtaamaan sen, mikä ikinä uhkaisikaan hänen aikomuksiaan."

				"npc_dota_hero_brewmaster_bio"												"Syvällä Walittavien Wuorten keskellä, Raunioituneen kaupungin alapuolisessa laaksossa, muinainen Oyon veljeskunta on vuosisatojen ajan harjoittanut pyhiä juomisriittejä, ollen läheisessä kosketuksessa henkimaailman kanssa suurien juomisfestivaalien aikana. Mangixina tunnettu nuori, äitinsä lihasta ja Taivaallisen isän hengestä syntynyt, oli ensimmäinen molempien sukujen lahjakkuuksien kanssa kasvanut. Hän harjoitteli veljeskunnan mahtavimpien esteetikkojen kanssa, ansaiten lopulta oikeuden, ahkeran juomisen tuloksena, suorittaa haaste Panimomestarin tittelistä – tuo kunnioitetuin nimitys mietiskelevien mallasjuomanpanijoiden lahkossa. 
<br><br>Siinä missä haaste oli niin juomiskilpailua kuin tappavaa taistelua, Mangix taisteli ja joi yhdeksän päivän ajan vanhinta mestaria vastaan. Yhdeksän yön ajan he kompuroivat ja pyörähtelivät, säksättivät ja löivät, kunnes vanhin mestari lopulta sammui viinan voimasta, ja uusi Panimomestari nimettiin. Nopeuttaakseen sauvaansa uusi, nuori Panimomestari kutsuu Oyo-esivanhempiaan, kun taas taikuutta käytettäessä hän kääntyy hengellisten esivanhempiensa puoleen. Kuten kaikki Panimomestarit ennen häntä, hänet lähetettiin maailmalle yhden tehtävän kanssa: hänen täytyy vaeltaa pitkin maata, yrittäen etsiä valaistusta juomisen kautta ja samalla etsiä vastausta muinaiseen hengelliseen eripuraisuuteen, miettien ajatusta joka yhdistäisi hengellisen ja fyysisen tason jälleen."

				"npc_dota_hero_shadow_demon_bio"											"Niistä suurdemoneista, joilla on avoin pääsy tähän maailmaan, Doom harvoin kiinnostuu ei-infernaalien tai vähäisempien aaveiden huolista, ja Varjopaholainen käy lähes ainoastaan keräilyretkillään. Varjodemoni on kuitenkin ottanut syvän ja pysyvän kiinnostuksen kohteen materiaalisesta maailmasta, aivan kuin hän aistisi, että tämän pölyisen ulottuvuuskeskuksen hallitseminen olisi avain kaikkien muidenkin todellisuuksien alistamiseen. 
<br><br>Ensimmäisenä tähän maailmaan Varjodemonin kutsuivat vähäiset velhot, joiden jokaisen toiveen hän toteutti. Hän esitteli voimiaan näyttävästi saadakseen kokeneempien demonituntijoiden täyden huomion, ja sitä kautta sellaisten lordien, tyrannien, autarkkien ja hierofanttien huomiot, jotka olivat riippuvaisia magiasta säilyttääkseen voimansa ja valtansa. Niin täydellinen oli hänen harhautuksensa, että kaikki häntä kutsuvat velhot luulivat itseään isänniksi, ja Varjodemonia palvelijaksi. Samaan aikaan hän syövytti heidän identiteettinsä ja sai heidän mielensä valtaansa. Loppujen lopuksi suurin osa kultin jäsenistä oli onttoja nukkeja, hänen ilkeän tahtonsa jatkeita.
<br><br>Mikä Varjodemonin seuraava askel tässä suunitelmassa olisi ollut jää avoimeksi spekulaatiolle, koska näihin aikoihin Nevermore, Varjopaholainen, kahmaisi erään erittäin ilkeän makuisen sielun, ja havaitsi että siinä ei ollut muuta kuin Varjodemonin olemuksen pilaantunut jälkimaku. Tajutessaan että vallankaappaus oli meneillään, ja ikivanha Täysvarjon rauhansopimuksen tasapaino oli järkkymässä, Doom ja Varjopaholainen yhdistivät hetkellisesti voimansa tuhotakseen nopeasti kasvavan kultin. Yhdistämällä käsittämättömän voimakkaat loitsunsa he kumosivat Varjodemonin vuosisatojen varovaisen työn, ja tuhosivat hänen kulttinsa palasiksi, ja kaikki sen jäsenet verisiksi lammikoiksi. Mitään ei ollut jäljellä, pientä demonivarjon hiukkasta lukuun ottamatta. Tämä pahuuden pilkahdus, kuolematon eikä yhtään heikentynyt, oli tarpeeksi antamaan uutta tuulta Varjodemonin seuraavalle suunnitelmalle. Vaikeuksien kautta, seuraavien vuosisatojen kuluessa, se alkoi kasautua uudelleen. 
<br><br>Mihin ikinä pahuuden pilkahdus koskikaan, saastui, ja sen valta kasvoi jälleen. Vahingoittuneiden palasten kaaos kasautui, kutoutui yhteen ja lopulta yhdistyi Varjodemonin uudeksi muodoksi, joka oli edellistäkin vahvempi. Hän on kaikkea muuta kuin kokonainen, mutta hänen suunnitelmastaan maailmankaikkeuden herruudesta puuttuu kaikki sen vanhat heikkoudet. Voisi olettaa että olento, joka koostuu kokonaan pahan tahdosta ja ilkeydestä, koko luomakunnan uhka, olisi aivan väärässä paikassa ollessaan täällä... mutta Varjodemonilta ei seuraajia puutu."

				"npc_dota_hero_chaos_knight_bio"										"Tuhansien maailmojen lukemattomien taistelujen veteraani, Kaaosritari, on kotoisin kaukaisesta ulottuvuudesta, missä universumin laeilla on tietoinen olemus. Kaikista muinaisista alkuvoimista se on vanhin ja väsymättömin ja etsii ikuisesti olemusta, jonka se tuntee vain nimellä \"Valo.\" Kauan muinoin Valo karkasi kantaisiemme maailmasta ja uhmasi ensimmäistä sopimusta. Nyt Kaaosritari matkaa ulottuvuudesta toiseen, etsii Valoa ja pyrkii sammuttamaan sen aina sen löytäessään. Tuhat kertaa  se on sammuttanut sen lähteen, ja tuhat kertaa se on matkannut toiseen ulottuvuuteen jatkaakseen etsintöjään. 
<br><br>Ratsunsa Harmageddonin selässä se ryntää taisteluun mielipuolisella vimmalla ammentaen voimaa universumin sekasorrosta. Kaaoksen ruumiillistumana se kutsuu tarvittaessa toisia versioita itsestään toisista ulottuvuuksista, ja yhdessä nämä mustat ratsumiehet laukkaavat taisteluun, yhtä vastustamattomina kuin mikä tahansa luonnonvoima. Etsintä päättyy vasta kun viimeinenkin maailman Valo on hävitetty olemattomiin. Missä Kaaosritari ratsastaa, kuolema seuraa kintereillä."

				"npc_dota_hero_ogre_magi_bio"									"Tavallinen jätti on otus, johon perustuu sananlasku \"Tyhmä kuin vasemman jalan saapas\". Luonnollisessa olotilassaan jätti on äärimmäisen kykenemätön tekemään tai päättämään mitään. Yleensä vain mutakerros yllään, jätti joskus vahingossa onnistuu löytämään itselleen eläimennahkoja kuolleista kätyreistä ja eläimistä. Jätti ei ole järin sosiaalinen olento; useimmin hän löytää itsensä juttelemassa kivilohkareelle tai puunkannolle, luullen sitä rotutoverikseen. Samasta syystä jättien lisääntymistahti on äärimmäisen alhainen. Mutta aniharvoin, jättirotu siunataan kaksipäisen Jättimaagin syntymällä, jolle annetaan heille perinteinen nimi: Aggron Kivimurska. Tämä nimi periytyy koko jättirodun ensimmäiseltä ja ehkä jopa ainoalta viisaalta jätiltä. 
<br><br>Kaksipäinen Jättimaagi pystyy toimimaan muiden rotujen yksipäisten otusten tasolla. Ja vaikka Jättimaagi ei kykenekään voittamaan väittelyitä edes itsensä kanssa, on hänet siunattu ylijumalallisella lahjalla – Moukan tuurilla. Tällä onnekkaiden sattumien sarjalla, minkä avulla onnellisten tähtien alla syntyneiden jättien rotu on selvinnyt vuosisatoja vihollisista, karusta säästä ja itsensä ruokkimiskyvyttömyydestä huolimatta. Tätä Moukan tuuria voi verrata seitsenlehtiseen apilaan. Aivan kuin Rouva Fortuna, joka kokee syvää sääliä tätä kyvytöntä rotua kohtaan, olisi ottanut Jättimaagin siipensä suojaan. Ja kuka voisi syyttää häntä? Nuo poloiset..."

				"npc_dota_hero_treant_bio"										"Kaukaa lännestä, Auguryn laakson takaa vuorilta löytyy muinaisen mahdin, aavemaisen energian alkulähde. Huhu kertoo, että jos siellä mikään kasvaa, se kasvaa eriskummallisella tavalla. Luonnonvoimille paikka on pyhä, piilossa ja salassa pysyväksi tarkoitettu. Monet ovat tämän maan ansat ja vaarat: kaiken nielevästä ruohosta risteytettyihin eläimiin ja myrkyllisiin kukkiin. Mikään niistä ei kuitenkaan vedä ankaruudessa vertoja Treant-suojelijoille. 
<br><br>Nämä ikiaikaiset ja jättimäiset olennot ovat saaneet tehtäväkseen tämän vaarallisen maan rauhan ylläpitämisen sekä sen varmistamisen, ettei kukaan tunkeudu sinne syyttä eikä kukaan vie heidän salaisuuksiaan. Ajat lukemattomat he hoitivat pyhää maataan kaikessa rauhassa, varsin tietämättöminä ulkopuolisen maailman muutoksista. Vääjäämättä muu maailma kuitenkin pääsi selville kesyttämättömän maan olemassaolosta, ja vuosi vuodelta ulkopuolisista tuli rohkeampia. Pian he tulivat työkaluineen ja tulineen valmiina kaatamaan ja polttamaan. Usein treantit pohdiskelivat, keitä ovat nämä heikot, uutterat oliot. Mitä oli tapahtunut villille, vihreälle maailmalle? Kysymysten ja epäilyksen aika tuli ja meni. Tuhannen kesän perinteitä kyseenalaistettiin, ja aina vain uudet vierailijat kuolivat maan ruoaksi.
<br><br>Kun kaikki kukkiva oli viimein sanonut sanansa, uteliaisuus vei voiton varovaisuudesta. Päätettiin lähettää yksi suojelijoista ulkopuoliseen maailmaan. Hänen piti vaeltaa, kunnes jäätiköt nousisivat jälleen, tutkia muuttuvaa maata ja sen asukkaita ja selvittää, mitkä vaarat saattaisivat uhata heidän pyhää maataan."

				"npc_dota_hero_meepo_bio"										"“Jos multa kysytään, elämä on täysin sitä, kenet tunnet ja mitä löydät. Jos elät semmosessa kurjassa paikassa kuin Varjorepeämän rauniot, jo ruoan löytäminen on haastavaa. Joten pitää käyttää kaikki keinot, penkoa jokainen kolonen. Pitää selvittää omat vahvuudet. Jotkut sen paikan pedoista syövät meidän kaltaisia rääpäleitä aamupalakseen, joten täytyy keksiä keinot vangitakseen heikot ja väistääkseen vahvat. Hyvä juttuhan tässä on se, että niillä raunioilla on oma tarinansa, historiansa. Ja joillekin se on kaikki kaikessa. Siellä oli muinoin palatsi, missä he pitivät kaiken sortin pimeitä rituaaleja. Ei niin kivoja juttuja. Jos selvisit seremonian, he rikkoivat kristallin ja jakoivat sielusi osiin. Tosin taiteellisia niistä kyllä tuli! Veistoksia ja sen semmoisia. Joten kuuntelehan nyt: jos joskus törmäät sellaisiin muinaisiin raapustuksiin ja muihin sen sorttisiin juttuihin, ota reppu täyteen niitä ja vie ne kylään myytäväksi, niin elät taas pari viikkoa. Jos sulla käy oikein hyvä säkä, saatat löytää Varjorepeämän kristallin. Vie se arvioitavaksi ja kysele ihmisiltä kiinnostusta. Joku aina tietää jonkun hömelön, joka etsii sellaista. Jos mikään muu ei auta, myy se maagille seuraavan kerran, kun sellainen käy kylillä. Ne RAKASTAVAT niitä kristalleja. Joka tapauksessa, mitä ikinä teetkään, ole varuillasi, kun käsittelet niitä kristalleja. Et halua sellaisen silpoutuvan palasiksi päällesi. Se todellakin sattuu.”"

				"npc_dota_hero_visage_bio"										"Suoraan Kapean labyrintin portin päällä istuu rivistö gargoileja, joiden silmistä heijastuvat tuonelan polut. Pedot ja linnut, ihmiset ja hirviöt, kaikki kuolevaiset, jotka siirtyvät tuonpuoleiseen, kulkevat joskus portista gargoilien alitse. Vapaalle hengelle päätös kulkea tuonelan harson läpi on lopullinen. Jos joku levoton sielu joskus onnistuu jollain keinolla pakenemaan taivasta ja helvettiä, perään lähtee pelätty gargoili Visage, Necro'licin olomuoto. Armoton ja tehokas, kuolemasta ja uupumuksesta piittaamaton Visage vaanii saalistaan armotta ja tauotta ja tekee selvää kaikista, jotka yrittävät tarjota karkurille suojaa. Kuoleman lakeja uhmaavalle ei suoda hetken lepoa. Vaikka kuolleet voivat herätä henkiin, on vain ajan kysymys, milloin Visage palauttaa karkurin sinne, minne pitääkin."

				"npc_dota_hero_undying_bio"									"Kuinka kauan siitä on, kun hän kadotti nimensä? Hajalle revitty mieli ei enää muista. 
<br><br>Hän muistaa hämärästi panssarin ja liput sekä synkän näköisen sukulaisen ratsastamassa vierellään. Hän muistaa taistelun ja sen kivun ja pelon, kun kelmeät kädet repivät hänet alas satulasta. Hän muistaa sen kauhun, kun hänet heitettiin Kuolleen jumalan ammottavaan kuiluun veljiensä kanssa. He kuulivat itkuvirren, ja tyhjyys kalvoi heitä. Kuilun pimeydessä aika katosi. Ajatus katosi. Järki katosi. Nälkä ei kadonnut. Haljennein kynsin ja särkynein hampain he kävivät toistensa kimppuun. Mutta sitten se alkoi kuulua kaukaa, juuri ja juuri havaittavissa oleva herkkä sävel, jonka kaveriksi liittyi uusi sävel toisensa perään. Se lähestyi vääjäämättä eikä loppunut. Kuoro kasvoi eläväksi äänimuuriksi, joka sykki hänen mielessään, kun mikään muu ajatus ei siellä selviytynyt. Itkuvirren kalvaessa häntä, hän kääntyi Kuolleen jumalan puoleen ja toivoi tältä tuhoa. Mutta Kuollut jumala ei halunnut hänen kuolevan. Kuollut jumala halusi sotaa. Suuren tyhjyyden keskellä hän sai uuden tehtävän. Hänen tuli levittää itkuvirttä ympäri maata ja johdattaa levottomat kuolleet taisteluun eläviä vastaan. Hänestä oli tuleva Kuolematon, Kuolleen jumalan sanansaattaja, joka nousee kuolleista, kuolee ja nousee aina uudelleen. Hänen tuli tarpoa läpi loppumattoman kuoleman ja ikuisen itkuvirren."

				"npc_dota_hero_rubick_bio"												"Kuka tahansa taikuri voi tehdä loitsun tai kaksi, ja jotkut voivat opiskella tarpeeksi pitkään tullakseen velhoiksi, mutta vain kaikkein lahjakkaimmat voivat saada kunnian kutsua itseään Magukseksi. Mutta kuten kaikissa taikureiden piireissä, yhteisö ei ole koskaan taannut rehellistä kilpailua.
<br><br>Rubick, joka oli jo maineikas kaksintaistelija ja suuremman maailman taikuuden osaaja, ei ollut ajatellut olevansa mahdollista Magus-ainesta, ennen kuin hän oli hänen seitsemännen salamurhausyrityksen kohteena. Kun hän ohimennen heitti kahdennentoista peräkkäisen taponyrittäjän alas korkealla olevalta parvekkeelta, hän tajusi, kuinka hänen elämänsä oli muuttunut äärimmäisen mielikuvituksettomaksi. Aikoinaan sormennapsautuksen tai tulikäden esto saivat hänet hyväntuuliseksi, mutta nyt kaikesta oli tullut niin ennalta arvattavaa. Hän kaipasi suurempaa haastetta. Niinpä hän puki taistelumaskinsa ja teki sen, minkä kuka tahansa arvoasteissa ylöspäin haluava velho tekisi: hän ilmoitti aikeistaan tappaa Magus.
<br><br>Rubick huomasi nopeasti, että yhden Maguksen uhkaaminen oli sama kuin uhkaisi heitä kaikkia, ja he kaikki kävivät hänen kimppuunsa voimalla. Jokaisen vastustajan loitsu oli pysäyttämätön energiapurkaus, ja jokainen isku oli tarkkaan harkittu viimeistelyisku. Mutta piakkoin tapahtui jotain, jota Rubickin vastustajat eivät osanneet odottaa: heidän taikansa näyttivät kääntyvän heitä itseään vastaan. Maagisen myrskyn keskellä Rubick hykerteli, tarkkaili, ja kopioi jokaisen iskuja ja loitsi niitä sitten toisiin, kylväen kaaosta häntä vastaan liittoutuneiden keskeen. Syytökset petoksesta lentelivät, ja pian taikurit kääntyivät toisiaan vastaan tietämättä, kuka oikeasti oli tämän kaiken takana.
<br><br>Kun taistelu viimein loppui, kaikki olivat poltettuja ja jäässä, läpimärkiä ja palasina ja lävistettyjä. Useampi kuin yksi oli kuollut liittolaisen toimesta. Rubick seisoi erillään, haavoittuneena, mutta iloisena viikon juhlista. Kukaan ei kehdannut vastustaa häntä, kun hän jätti anomuksensa Salaiselle neuvostolle, ja Aineettomien yhdentoista neuvosto antoi hänelle yksimielisesti Suurloitsijan tittelin."

				"npc_dota_hero_disruptor_bio"											"Korkealla Druudin tuulen pieksämillä aroilla, lahjakas nuori myrskynluoja Häiriötekijä oli ensimmäinen, joka selvitti kesävihureiden salat. Kun ylämaiden oglodit olivat jatkuvasti myrskyjen ja eteläisten valtakuntien tunkeutumisten riepoteltavana, heillä oli vuosisatojen ajan ongelmia tulla toimeen loputtomien tasankojen yläpuolella. Ennen he kuuluivat muinaiseen suureen sivilisaatioon, mutta nykyään ovat vain uhanalainen heimo. Heidän muinaiset ja käsittämättömät myrskylaitteensa on kyhätty unohdetun perimätiedon murusista, joita he eivät itsekään enää täysin ymmärrä. Ylämaalaisille säästä on tullut oma uskontonsa, jota he palvovat elämän antajana ja ottajana. Mutta sähkömyrskyt, jotka antavat elämää, vaativat jotain takaisin. Yleensä se on savuavia, käristyneitä ruumiita. 
<br><br>Vaikka Häiriötekijä oli rotuunsa nähden pieni, hän oli peloton ja tyydyttämättömän mielenkiinnon ajama. Kun hän vielä oli vertavuotamaton ja ilman ratsua, hän tutki muinaisten kaupunkien raunioita, etsien läpi luhistuneiden ja maatuneiden kirjastojen, penkoen läpi ruosteisen tehtaiden. Tarttuessaan muinaiseen käämiin hän valjasti sähköisen jännitteen voiman ja voi nyt luoda myrskyjä milloin haluaa. Puoliksi taikaa ja puoliksi käsitöitä – hänen käämillään on elämän ja kuoleman voimat: voimat, joita käytetään tarkkuudella eteläisiin kasteihin, ja kaikkiin, jotka julkeavat rikkoa muinaisten oglodien maiden rauhaa."   

				"npc_dota_hero_nyx_assassin_bio"										"Syvällä Ultimyrin arkistoissa, hyllyssä lohikäärmeenriipustusten ja kääntämättömien loitsujen välissä, lojuu muinainen hyönteistieteen teos. Tutkijoiden kokoama kirja kuvailee kiihkokuoriaisten – hyönteislajin, jonka kyvyt ovat ainutlaatuisia kaikissa seitsemässä ulottuvuudessa – telepaattisia kykyjä. 
<br><br>Toisin kuin muut yhteiskuntansa toukat, Nyx-murhaaja ei noussut tavanomaisesta laahustavien ajatusten ja tylppien raajojen metamorfoosista, kuten muut työläiskastiin kuuluvat lajitoverit. Hänen muodonmuutoksensa oli erityinen, Nyxin armon ohjaama. Hän on Valittu, joka valittiin monista ja voideltiin uutteella, joka oli kuningattaresta itsestään. Kuka tahansa ei selviä kuningattaren kammion pimeästä siunauksesta, mutta hän sai kuoriutuessaan läpitunkevan mielen ja tikarimaiset kynnet – hänen veitsenterävät alaleukansa haroivat ilmaa samalla kun hänen ajatuksensa heijastuivat suoraan hänen ympärillään olevien mieliin. Kaikista kiihkokuoriaisista vain hänet valittiin korkeimpaan kutsuun. Metamorfoosinsa jälkeen hän oli uudelleensyntynyt, Nyxin armosta, siunattu kyvyillä, jotka muotoilivat hänet yhteen ja vain yhteen tehtävään: tappamaan jumalattarensa nimeen."

				"npc_dota_hero_naga_siren_bio"											"Korkea-arvoisten Kärmesvartijoiden keskuudessa vallitsee vala, joka toistetaan aina ennen taistelua: älköön yksikään Kärmes epäonnistuko. Todellisuudessa nämä sanat ovat osa heidän arvojaan ja periaatteitaan. Heidät, jotka eivät onnistu, karkotetaan ikuisesti yhdyskunnasta. Jos epäonnistut, et ole Kärmes. 
<br><br>Slithice oli aikoinaan yksi kansansa arvostetuimmista jäsenistä, ja monien vuosien ajan komensi aseveljiensä pataljoonaa, vaikuttava äänensä mahtavimpana aseenaan. Voimakas, ovela ja luikerteleva Slithice johti Kärmesvartijoita, joiden tehtävä oli puolustaa uponneiden kaupunkien aarteita. Hänen joukkonsa joutuivat kuitenkin perääntymään kohtalokkaassa Creyn taistelussa ryösteleviä leviantteja vastaan, jotka etsivät uhrilahjaa jumalalleen Maelrawnille. Pitkän ja verisen taistelun jälkeen, kun ruumiita kerättiin uponneilta käytäviltä, yhden ainoan jalokivimaljan huomattiin kadonneen aarrekammiosta. Sadasta Kärmesvartijasta vain kourallinen oli selvinnyt, mutta heidän rohkeutensa ja uhrauksensa ei merkinnyt mitään. Merkitsevää oli vain se, että aarre oli varastettu. Kunnia tahrattu. Ja niin Nagaseireeni karkotettiin etsimään varastettua maljaa. Vaikka hän toisi sata kertaa painonsa verran kultaa aarrekammioihin, hänet on ikuisesti tuomittu elämään eristyksissä, kunnes hän jonain päivän palauttaa sen, mikä varastettiin. Sillä mikään määrä kultaa ei ole tarpeeksi palauttamaan kunniaa, jonka hän on menettänyt."

				"npc_dota_hero_keeper_of_the_light_bio"										"Valon haltija on loputtoman auringon kipinä, ken ratsastaa valkealla ratsullaan. Ezalor pakeni Vuorovaikutusten ulottuvuudesta kauan aikaa sitten, eristäytyen muinaisista voimista, joihin hänet oli sidottu Entismaallisella harmonialla. Hän on voima, joka kasvoi tietoiseksi universumin alkaessa, ja nyt ratsastaa kaikilla ulottuvuuksilla samaan aikaan, vain askeleen edellä seuraavaa kaaosta, kantaen voimaansa sauvansa päässä. Hänen majesteettinen olemuksensa on piilossa alla tuon kalpean vanhan miehen, joka hädin tuskin satulassaan pysyy. Mutta kun hän kohtaa kaaoksen tai pimeyden voimat edessään, hänen entismaallinen valo valaisee hänen polkunsa ja hänen todelliset voimansa paljastuvat, muuttaen hänet taas joksikin, josta on vastusta."

